symbol,month,txdate,entry_date,mcap,value,value_od,value_10,pct_cap,pct_cap_od,n_tx,n_insiders,n_od,stake_inc,ceo_cfo,director_only,r3m,r6m,r12m,r3m_QQQ,r6m_QQQ,r12m_QQQ,r3m_IWM,r6m_IWM,r12m_IWM,r3m_SPY,r6m_SPY,r12m_SPY
BLNK,2021-08,2021-08-10,2021-08-12,1545237300,10250.000000,10250.000000,0,0.000663,0.000663,1,1,1,,0,0,0.041654,-0.304781,-0.215312,0.063923,-0.022429,-0.096052,0.075397,-0.082837,-0.092565,0.045237,0.016225,-0.026825
FOX,2021-08,2021-08-15,2021-08-17,19590250000,5813144,5813144,0,0.029674,0.029674,1,1,1,0.295629,1,0,0.111391,0.155758,-0.005664,0.087848,-0.023920,-0.096836,0.107701,-0.042048,-0.077112,0.060213,0.011373,-0.025492
TRST,2021-08,2021-08-17,2021-08-18,644841500,69164.000000,69164.000000,0,0.010726,0.010726,2,2,2,0.500000,0,0,0.037636,0.066993,0.132857,0.099030,-0.014651,-0.085858,0.102848,-0.031554,-0.062760,0.069358,0.023728,-0.011840
ASTS,2021-08,2021-08-18,2021-08-20,601696460,28985.000000,28985.000000,0,0.004817,0.004817,1,1,1,,0,1,0.390736,-0.207838,0.357482,0.099840,-0.069073,-0.140387,0.083058,-0.068885,-0.105970,0.060957,-0.014021,-0.054417
BDSX,2021-08,2021-08-19,2021-08-23,224127490,2414282.388400,0,2414282.388400,1.077192,0.000000,5,2,0,0.040527,0,1,-0.275449,-0.685030,-0.760479,0.071036,-0.092018,-0.153751,0.058345,-0.099099,-0.121244,0.048727,-0.033107,-0.064946
BMEA,2021-08,2021-08-23,2021-08-25,381365950,1539159.000000,301805.000000,1237354.000000,0.403591,0.079138,8,2,2,0.117377,1,0,-0.011628,-0.498339,0.039037,0.065131,-0.118962,-0.139911,0.043657,-0.127672,-0.112657,0.049073,-0.053744,-0.052195
HGBL,2021-08,2021-08-25,2021-08-25,73400250,138005.130000,138005.130000,0,0.188017,0.188017,5,3,5,0.740960,1,0,-0.146341,-0.258537,-0.131707,0.065131,-0.118962,-0.139911,0.043657,-0.127672,-0.112657,0.049073,-0.053744,-0.052195
OGE,2021-08,2021-08-23,2021-08-25,7109102000,442547.000000,442547.000000,0,0.006225,0.006225,2,2,2,2.500000,0,1,0.004161,0.015950,0.232316,0.065131,-0.118962,-0.139911,0.043657,-0.127672,-0.112657,0.049073,-0.053744,-0.052195
ASRV,2021-08,2021-08-16,2021-08-26,65397250,366.289702,366.289702,0,0.000560,0.000560,1,1,1,0.006267,0,1,0.009174,0.091743,0.024465,0.051602,-0.083532,-0.169885,0.015079,-0.095210,-0.132618,0.031767,-0.033805,-0.078830
CVV,2021-08,2021-08-26,2021-08-27,31088035,12501.720000,12501.720000,0,0.040214,0.040214,1,1,1,0.360594,0,0,-0.034043,-0.053191,0.178723,0.041459,-0.078287,-0.186003,-0.012739,-0.100169,-0.164144,0.022622,-0.021220,-0.093030
SOFI,2021-08,2021-08-26,2021-08-27,11496125318,467274.175000,467274.175000,0,0.004065,0.004065,6,3,6,0.013109,1,0,0.297009,-0.240028,-0.572650,0.041459,-0.078287,-0.186003,-0.012739,-0.100169,-0.164144,0.022622,-0.021220,-0.093030
CNDT,2021-08,2021-08-26,2021-08-30,1443778070,215113.850000,215113.850000,0,0.014899,0.014899,4,4,4,0.039531,1,0,-0.254623,-0.307255,-0.406828,0.052272,-0.085792,-0.203967,-0.009298,-0.092840,-0.172464,0.030638,-0.028012,-0.106913
AMPY,2021-08,2021-08-30,2021-08-31,137545520,87279.000000,87279.000000,0,0.063455,0.063455,2,2,2,0.494576,0,1,-0.136612,0.325137,1.035519,0.037670,-0.099070,-0.207957,-0.031374,-0.111645,-0.179103,0.012060,-0.041392,-0.112425
ATEC,2021-08,2021-08-27,2021-08-31,1304380100,106121.710000,0,106121.710000,0.008136,0.000000,6,1,0,1.000000,0,0,-0.233425,-0.235497,-0.475829,0.037670,-0.099070,-0.207957,-0.031374,-0.111645,-0.179103,0.012060,-0.041392,-0.112425
ED,2021-08,2021-08-31,2021-09-03,26664030000,12666.998700,12666.998700,0,0.000048,0.000048,9,9,9,0.035444,1,0,0.065898,0.201122,0.327621,0.005212,-0.113881,-0.227707,-0.055275,-0.123249,-0.209430,0.003920,-0.039742,-0.125295
ASRV,2021-09,2021-09-03,2021-09-07,63689750,7529.119800,7529.119800,0,0.011822,0.011822,1,1,1,0.023599,1,0,0.035831,0.094463,0.074919,0.042284,-0.151768,-0.213224,-0.007145,-0.134396,-0.186669,0.040573,-0.071784,-0.106361
TRST,2021-09,2021-09-07,2021-09-09,603841130,246166.370000,246166.370000,0,0.040767,0.040767,3,3,3,0.053932,1,0,0.032667,0.070715,0.090315,0.038750,-0.124912,-0.186227,-0.011698,-0.101331,-0.153733,0.042012,-0.045968,-0.081498
HEI,2021-09,2021-09-08,2021-09-10,16924812070,831058.095600,831058.095600,0,0.004910,0.004910,8,8,8,1.127893,0,0,0.162789,0.172160,0.265633,0.058062,-0.136509,-0.170274,-0.004706,-0.106944,-0.135036,0.060169,-0.050609,-0.064252
ASAN,2021-09,2021-09-13,2021-09-15,18770481900,73759111.060000,0,73759111.060000,0.392953,0.000000,14,1,0,0.052657,1,0,-0.362880,-0.659989,-0.766191,0.051405,-0.097659,-0.225708,-0.014140,-0.084983,-0.173225,0.054059,-0.020854,-0.116574
BATL,2021-09,2021-09-14,2021-09-15,127394100,192560.976200,192560.976200,0,0.151154,0.151154,6,5,6,1.851045,1,0,0.269430,1.125648,0.759067,0.051405,-0.097659,-0.225708,-0.014140,-0.084983,-0.173225,0.054059,-0.020854,-0.116574
AVNS,2021-09,2021-09-15,2021-09-16,1528618000,158142.530000,158142.530000,0,0.010345,0.010345,4,1,4,0.084671,0,1,-0.039089,0.011080,-0.284395,0.023669,-0.087351,-0.230975,-0.034773,-0.071319,-0.185842,0.046441,-0.007010,-0.121905
FARM,2021-09,2021-09-17,2021-09-20,162446033,13590.000000,13590.000000,0,0.008366,0.008366,1,1,1,0.081081,0,1,-0.270857,-0.176000,-0.394286,0.042330,-0.040304,-0.205545,-0.017444,-0.048363,-0.171403,0.051945,0.030666,-0.101654
BMEA,2021-09,2021-09-17,2021-09-21,318433318,759703.360000,379851.680000,379851.680000,0.238575,0.119288,2,2,1,0.007939,0,0,-0.215000,-0.488000,0.116000,0.064347,-0.022630,-0.220729,0.009100,-0.040315,-0.185283,0.071620,0.043680,-0.116506
ARES,2021-09,2021-09-24,2021-09-28,19499001278,11430007.050000,0,11430007.050000,0.058618,0.000000,14,1,0,1.535144,0,0,0.127839,0.147054,-0.078609,0.117438,0.034065,-0.217258,0.009638,-0.038502,-0.222190,0.103376,0.071237,-0.132737
AUBN,2021-10,2021-10-04,2021-10-05,119851240,5965.455600,5965.455600,0,0.004977,0.004977,10,5,10,0.008310,0,0,-0.040000,-0.000727,-0.313091,0.110826,0.012989,-0.206042,0.020978,-0.077001,-0.199462,0.106528,0.048314,-0.116132
ED,2021-09,2021-09-30,2021-10-06,25682342000,39596.485600,39596.485600,0,0.000154,0.000154,11,10,11,0.047036,1,0,0.158037,0.344751,0.166640,0.069826,-0.015339,-0.217319,-0.008445,-0.085320,-0.199739,0.080779,0.033548,-0.128869
ASAN,2021-10,2021-10-05,2021-10-07,19086869520,50365262.720000,0,50365262.720000,0.263874,0.000000,4,1,0,0.050363,1,0,-0.433820,-0.665564,-0.779370,0.059352,-0.021949,-0.253998,-0.017917,-0.102177,-0.235101,0.070482,0.029832,-0.160439
GTLB,2021-10,2021-10-18,2021-10-29,15252493920,125140400,0,125140400,0.820459,0.000000,9,3,0,,0,0,-0.456417,-0.572816,-0.568093,-0.087703,-0.186655,-0.275638,-0.141255,-0.184944,-0.185781,-0.034277,-0.096932,-0.146304
