yr,ticker,g,sec,mb,cr,r40,mc,mom,ret,qqq
2019,VNET,NOC,Tech,0.621,0.379,0.576,0.292,8.3,70.0,28.5
2019,VNOM,CIC,Ener,0.656,0.856,0.940,0.486,29.4,-29.2,18.6
2019,VRTS,NOC,Fina,0.579,0.754,0.622,0.150,-30.6,40.4,34.8
2019,VSAT,NOC,Tech,0.725,0.601,0.796,0.896,-7.8,2.2,26.9
2019,VSEC,CIC,Indu,0.065,0.633,0.168,0.032,-25.0,-19.8,16.0
2019,VSH,NOC,Tech,0.293,0.128,0.640,0.807,11.1,-6.2,21.7
2019,VVX,CIC,Indu,0.029,0.509,0.397,0.008,2.2,90.8,37.7
2019,WAL,NOC,Fina,0.536,0.051,0.863,0.979,-24.3,28.1,34.7
2019,WCC,CIC,Indu,0.005,0.187,0.233,0.680,-21.6,0.4,24.3
2019,WD,NOC,Fina,0.604,0.733,0.686,0.503,9.9,31.7,33.0
2019,WEN,CIC,Cons,0.840,0.758,0.740,0.931,9.6,29.2,26.3
2019,WFG,CIC,Basi,0.861,0.699,0.041,0.893,-17.4,-23.9,20.1
2019,WGO,CIC,Cons,0.083,0.866,0.151,0.252,-30.6,-16.9,2.5
2019,WHD,CIC,Ener,0.844,0.920,0.875,0.417,35.2,-26.2,14.3
2019,WING,CIC,Cons,0.849,0.606,0.872,0.573,41.0,54.1,40.1
2019,WLDN,CIC,Indu,0.730,0.885,0.715,0.051,66.2,-17.7,17.7
2019,WLFC,CIC,Indu,0.798,0.835,0.955,0.189,45.3,-8.3,12.2
2019,WLYB,NOC,Comm,0.373,0.042,0.308,0.702,-29.8,-12.4,16.7
2019,WMS,CIC,Indu,0.601,0.153,0.267,0.449,4.3,71.1,45.0
2019,WNC,CIC,Indu,0.350,0.722,0.408,0.227,-36.3,-20.7,24.1
2019,WOR,CIC,Indu,0.476,0.213,0.239,0.403,-14.3,-38.4,0.9
2019,WSBC,NOC,Fina,0.275,0.548,0.903,0.619,-5.3,-10.9,23.8
2019,WSC,CIC,Indu,0.285,0.989,0.032,0.356,-21.8,63.2,23.1
2019,WSFS,NOC,Fina,0.224,0.276,0.816,0.426,-10.1,-20.4,12.6
2019,WT,NOC,Fina,0.905,0.450,0.609,0.251,-44.0,-30.9,17.1
2019,WTFC,NOC,Fina,0.603,0.125,0.798,0.924,-15.8,-6.3,25.8
2019,WTI,CIC,Ener,0.974,0.654,0.926,0.172,29.6,-50.2,8.5
2019,WWW,CIC,Cons,0.329,0.316,0.302,0.826,19.7,-15.9,18.7
2019,XHR,NOC,Real,0.517,0.462,0.440,0.647,5.1,-4.5,23.5
2019,XPO,CIC,Indu,0.082,0.284,0.275,0.739,-33.9,56.6,39.6
2019,YELP,NOC,Comm,0.228,0.193,0.426,0.828,-14.4,-8.1,24.8
2019,YETI,CIC,Cons,0.642,0.983,0.693,0.557,28.8,58.5,42.7
2019,ZWS,CIC,Indu,0.267,0.156,0.363,0.465,-8.6,24.2,29.8
2020,AAON,CIC,Indu,0.726,0.185,0.615,0.787,38.5,35.2,49.4
2020,AAT,NOC,Real,0.312,0.301,0.830,0.859,5.7,-36.5,19.3
2020,ABCB,NOC,Fina,0.512,0.787,0.976,0.540,-25.8,51.4,59.7
2020,ABG,CIC,Cons,0.012,0.017,0.364,0.563,34.8,52.5,47.3
2020,ABR,NOC,Real,0.300,0.323,0.887,0.526,20.2,4.0,30.6
2020,ACHC,NOC,Heal,0.050,0.038,0.492,0.739,19.6,73.2,63.3
2020,ACLS,NOC,Tech,0.309,0.746,0.428,0.249,16.2,47.6,46.6
2020,ADT,CIC,Indu,0.252,0.075,0.463,0.979,-17.4,63.5,56.8
2020,ADTN,NOC,Tech,0.592,0.688,0.061,0.083,-19.1,71.2,52.0
2020,AEIS,NOC,Tech,0.830,0.920,0.977,0.742,37.1,59.5,47.2
2020,AFYA,NOC,Cons,0.774,0.742,0.965,0.498,-22.5,10.2,46.4
2020,AG,CIC,Basi,0.867,0.705,0.102,0.564,34.7,86.9,54.3
2020,AGI,CIC,Basi,0.876,0.606,0.729,0.699,33.8,15.3,30.3
2020,AGM,NOC,Fina,0.729,0.414,0.778,0.200,-3.3,22.8,41.2
2020,AGO,NOC,Fina,0.891,0.807,0.934,0.914,-0.2,5.6,38.6
2020,AGRO,NOC,Cons,0.901,0.610,0.567,0.706,-32.7,94.6,83.6
2020,AGX,CIC,Indu,0.878,0.477,0.046,0.136,-27.1,45.4,55.0
2020,AHCO,NOC,Heal,0.321,0.765,0.751,0.106,59.4,91.5,58.1
2020,ALGT,CIC,Indu,0.713,0.031,0.679,0.709,29.8,15.0,37.2
2020,ALKS,NOC,Heal,0.566,0.578,0.641,0.743,-45.7,29.9,38.6
2020,ALNT,CIC,Indu,0.054,0.197,0.601,0.073,-23.8,50.0,56.1
2020,ALX,NOC,Real,0.500,0.023,0.852,0.479,-13.4,-15.1,25.7
2020,AMBA,NOC,Tech,0.287,0.630,0.115,0.566,43.3,104.4,72.1
2020,AMC,NOC,Comm,0.983,0.356,0.275,0.424,-56.6,72.4,58.7
2020,AMG,NOC,Fina,0.272,0.281,0.538,0.904,-25.3,40.1,46.1
2020,AMN,NOC,Heal,0.029,0.171,0.502,0.841,10.7,5.3,31.5
2020,AMRC,CIC,Indu,0.474,0.598,0.813,0.323,31.4,148.4,77.3
2020,AMRX,NOC,Heal,0.959,0.943,0.064,0.124,-71.5,27.0,39.1
2020,ANDE,NOC,Cons,0.677,0.986,0.983,0.234,-32.0,11.6,33.9
2020,ANGO,NOC,Heal,0.963,0.489,0.063,0.141,-28.6,5.3,31.5
2020,ANIP,NOC,Heal,0.800,0.515,0.066,0.135,-25.4,-37.1,19.8
2020,AORT,NOC,Heal,0.193,0.645,0.318,0.332,17.2,-18.4,24.2
2020,AOSL,NOC,Tech,0.508,0.113,0.219,0.003,3.3,167.0,80.3
2020,APAM,NOC,Fina,0.343,0.382,0.812,0.508,45.9,44.5,42.5
2020,APEI,NOC,Cons,0.228,0.024,0.327,0.014,-35.2,28.8,41.2
2020,APLE,NOC,Real,0.479,0.015,0.398,0.820,-12.7,2.6,32.2
2020,APPN,NOC,Tech,0.550,0.388,0.168,0.936,61.8,245.6,102.6
2020,APPS,NOC,Tech,0.716,0.737,0.657,0.144,195.0,887.0,288.3
2020,AR,CIC,Ener,0.910,0.774,0.050,0.119,-80.5,436.2,161.8
2020,ARCB,CIC,Indu,0.355,0.260,0.138,0.165,-37.6,86.2,57.7
2020,ARCO,CIC,Cons,0.266,0.346,0.323,0.179,-53.3,64.2,73.8
2020,ARES,NOC,Fina,0.960,0.959,0.946,0.994,83.5,23.2,36.6
2020,ARI,NOC,Real,0.063,0.670,0.694,0.757,1.5,-34.8,19.5
2020,ARKO,CIC,Cons,0.518,0.628,0.446,0.945,-1.1,0.4,40.1
2020,ARLP,CIC,Ener,0.654,0.524,0.153,0.355,-52.5,-45.4,16.7
2020,AROC,CIC,Ener,0.534,0.130,0.818,0.396,-14.8,18.4,33.7
2020,ATEC,NOC,Heal,0.419,0.650,0.099,0.028,154.1,178.7,88.0
2020,ATEN,NOC,Tech,0.118,0.436,0.196,0.138,3.0,55.9,47.5
2020,ATI,CIC,Indu,0.243,0.266,0.315,0.765,-22.7,-8.0,26.5
2020,ATRO,CIC,Indu,0.661,0.676,0.080,0.127,-39.4,-18.5,26.8
2020,AUB,NOC,Fina,0.489,0.726,0.865,0.754,9.5,1.9,32.5
2020,AVAL,NOC,Fina,0.373,0.751,0.072,0.924,-52.4,77.1,78.8
2020,AVAV,CIC,Indu,0.602,0.833,0.081,0.390,-30.2,91.3,57.7
2020,AVNT,CIC,Basi,0.185,0.471,0.093,0.735,9.3,18.3,39.8
2020,AX,NOC,Fina,0.304,0.387,0.838,0.492,-5.6,45.4,44.4
2020,AXON,CIC,Indu,0.659,0.453,0.781,0.974,28.1,109.4,76.5
2020,AZTA,NOC,Heal,0.049,0.584,0.604,0.775,29.2,96.9,56.3
2020,AZZ,CIC,Indu,0.284,0.560,0.696,0.370,7.9,5.0,32.9
2020,BAK,CIC,Basi,0.786,0.668,0.040,0.962,-61.5,64.2,46.5
2020,BALY,CIC,Cons,0.742,0.401,0.761,0.260,-13.3,128.5,57.1
2020,BANC,NOC,Fina,0.974,0.818,0.197,0.528,-10.4,14.5,38.0
2020,BAND,NOC,Tech,0.497,0.352,0.411,0.506,56.8,124.0,61.8
2020,BB,NOC,Tech,0.560,0.457,0.177,0.647,-59.1,122.8,88.5
2020,BBSI,CIC,Indu,0.852,0.061,0.326,0.145,5.1,-4.8,30.8
2020,BCC,CIC,Basi,0.197,0.529,0.281,0.466,42.8,28.9,42.7
2020,BCPC,CIC,Basi,0.176,0.229,0.466,0.835,16.3,11.8,34.4
2020,BDC,NOC,Tech,0.492,0.706,0.914,0.673,-17.3,0.9,32.1
2020,BDN,NOC,Real,0.365,0.002,0.647,0.751,5.7,-31.0,21.5
2020,BE,CIC,Indu,0.671,0.946,0.008,0.168,-50.3,687.6,387.8
2020,BFC,NOC,Fina,0.664,0.638,0.872,0.040,-8.7,43.0,55.2
2020,BFH,NOC,Fina,0.705,0.503,0.144,0.920,-33.9,-36.9,19.1
2020,BGC,NOC,Fina,0.442,0.804,0.544,0.427,-51.6,107.1,66.5
2020,BIPC,NOC,Util,0.902,0.255,0.846,0.584,35.4,63.2,54.4
2020,BJRI,CIC,Cons,0.346,0.028,0.350,0.239,-15.9,25.4,36.9
2020,BKD,NOC,Heal,0.451,0.096,0.109,0.399,-14.7,-28.7,19.2
2020,BL,NOC,Tech,0.231,0.050,0.561,0.875,32.0,127.7,67.6
2020,BLBD,CIC,Cons,0.214,0.563,0.216,0.128,5.7,9.1,32.5
2020,BLX,NOC,Fina,0.517,0.962,0.982,0.228,-9.3,-23.9,22.7
2020,BOOT,CIC,Cons,0.258,0.104,0.576,0.375,80.1,38.1,41.6
2020,BOX,NOC,Tech,0.274,0.069,0.182,0.636,-39.8,26.7,41.9
2020,BRSP,NOC,Real,0.943,0.982,0.442,0.460,-30.5,-29.5,25.4
2020,BSM,CIC,Ener,0.919,0.960,0.104,0.598,-45.2,-5.2,31.4
2020,BTU,CIC,Ener,0.618,0.430,0.052,0.271,-71.0,-53.3,14.1
2020,BUSE,NOC,Fina,0.486,0.703,0.853,0.436,2.9,-13.8,28.0
2020,BVN,CIC,Basi,0.946,0.716,0.121,0.807,-24.6,-6.3,25.8
2020,BWMX,CIC,Cons,0.249,0.636,0.823,0.008,-7.7,361.2,160.6
2020,BY,NOC,Fina,0.459,0.680,0.651,0.209,18.6,-28.5,21.2
2020,BYD,CIC,Cons,0.020,0.616,0.503,0.908,22.8,55.7,47.1
2020,BZH,CIC,Cons,0.067,0.254,0.269,0.110,32.0,7.6,32.6
2020,CAC,NOC,Fina,0.599,0.043,0.800,0.191,17.1,-20.4,25.9
2020,CAKE,CIC,Cons,0.011,0.187,0.515,0.512,-11.9,22.4,36.0
2020,CALM,NOC,Cons,0.888,0.856,0.095,0.544,-10.3,-4.8,28.9
2020,CALX,NOC,Tech,0.226,0.249,0.274,0.093,-19.7,311.8,134.3
2020,CAMT,NOC,Tech,0.261,0.624,0.425,0.078,32.3,137.7,70.4
2020,CAPL,CIC,Ener,0.040,0.625,0.176,0.159,10.3,-9.6,28.4
2020,CAR,CIC,Indu,0.787,0.078,0.391,0.813,46.8,3.5,30.6
2020,CARE,NOC,Fina,0.934,0.572,0.454,0.112,27.9,-48.4,15.8
2020,CARG,CIC,Cons,0.021,0.310,0.706,0.898,-20.2,4.4,31.0
2020,CASH,NOC,Fina,0.706,0.893,0.387,0.413,62.2,4.2,33.8
2020,CATY,NOC,Fina,0.714,0.428,0.803,0.687,-19.5,17.5,43.9
2020,CBRL,CIC,Cons,0.098,0.066,0.422,0.891,-2.5,-1.2,32.8
2020,CBT,CIC,Basi,0.410,0.476,0.193,0.648,-16.6,9.4,32.1
2020,CCJ,CIC,Ener,0.869,0.700,0.512,0.838,-30.6,76.7,55.3
2020,CCNE,NOC,Fina,0.454,0.080,0.769,0.081,25.7,-27.9,22.9
2020,CCOI,NOC,Comm,0.165,0.012,0.612,0.861,54.9,-18.2,29.9
2020,CCS,CIC,Cons,0.112,0.781,0.656,0.301,33.2,52.0,44.8
2020,CCU,NOC,Cons,0.543,0.391,0.265,0.774,-43.2,3.6,34.0
2020,CDE,CIC,Basi,0.905,0.679,0.832,0.442,12.4,43.8,42.2
2020,CDNA,NOC,Heal,0.720,0.693,0.734,0.278,-27.4,243.7,123.9
2020,CERS,NOC,Heal,0.728,0.803,0.029,0.205,-14.1,24.2,34.2
2020,CFFN,NOC,Fina,0.384,0.817,0.922,0.534,1.5,-4.4,29.0
2020,CG,NOC,Fina,0.771,0.916,0.896,0.893,69.8,3.2,31.0
2020,CHEF,NOC,Cons,0.014,0.000,0.402,0.369,8.0,-23.4,22.8
2020,CIB,NOC,Fina,0.586,0.037,0.347,0.817,18.1,-34.2,17.7
2020,CIGI,NOC,Real,0.323,0.393,0.453,0.843,24.6,14.3,33.8
2020,CLDT,NOC,Real,0.636,0.165,0.300,0.193,-25.9,-13.1,28.4
2020,CLF,CIC,Basi,0.850,0.763,0.142,0.569,-39.2,135.1,64.8
2020,CLH,CIC,Indu,0.356,0.148,0.310,0.950,14.3,11.4,36.4
2020,CLS,NOC,Tech,0.006,0.431,0.110,0.327,-10.9,-2.3,31.7
2020,CMC,CIC,Basi,0.446,0.472,0.488,0.719,37.4,2.0,33.1
2020,CMCO,CIC,Indu,0.046,0.312,0.255,0.258,2.6,9.5,31.5
2020,CMP,CIC,Basi,0.722,0.231,0.549,0.576,11.2,9.7,34.1
2020,CMRE,CIC,Indu,0.797,0.653,0.867,0.197,71.7,-3.3,28.6
2020,CNK,NOC,Comm,0.095,0.292,0.306,0.852,-23.9,-21.8,20.6
2020,CNOB,NOC,Fina,0.911,0.795,0.869,0.252,22.8,-21.0,23.5
2020,CNS,NOC,Fina,0.326,0.246,0.876,0.824,81.3,7.7,34.3
2020,CNX,CIC,Ener,0.925,0.832,0.069,0.401,-42.3,77.3,53.8
2020,CODI,CIC,Indu,0.203,0.743,0.148,0.343,20.8,18.8,38.8
2020,COLL,NOC,Heal,0.904,0.258,0.200,0.199,50.0,20.4,44.0
2020,CPA,CIC,Indu,0.679,0.243,0.295,0.966,13.2,-27.3,21.6
2020,CPAC,CIC,Basi,0.225,0.303,0.578,0.214,-8.6,-7.3,28.2
2020,CPF,NOC,Fina,0.563,0.459,0.804,0.216,-2.6,-30.7,22.5
2020,CPK,NOC,Util,0.809,0.697,0.118,0.462,4.7,9.5,35.8
2020,CPS,CIC,Cons,0.580,0.338,0.089,0.017,-73.3,88.0,64.0
2020,CRAI,CIC,Indu,0.396,0.064,0.462,0.026,-10.9,32.7,44.4
2020,CRI,CIC,Cons,0.109,0.055,0.469,0.937,-3.4,-2.0,28.6
2020,CRK,CIC,Ener,0.894,0.971,0.972,0.463,-19.0,-2.7,34.7
2020,CROX,CIC,Cons,0.651,0.235,0.593,0.575,10.8,192.2,105.9
2020,CRS,CIC,Basi,0.278,0.317,0.402,0.587,-10.5,-18.7,24.7
2020,CRTO,NOC,Comm,0.099,0.118,0.292,0.261,-49.6,75.3,53.4
2020,CRUS,NOC,Tech,0.281,0.569,0.713,0.995,112.3,14.8,33.9
2020,CSIQ,NOC,Tech,0.823,0.937,0.427,0.309,-9.6,137.7,96.0
2020,CSTL,NOC,Heal,0.937,0.983,0.902,0.118,37.2,135.0,79.6
2020,CSW,CIC,Indu,0.235,0.309,0.534,0.318,33.8,70.9,53.2
2020,CSWC,NOC,Fina,0.986,0.940,0.005,0.038,-1.7,-13.3,25.4
2020,CTOS,CIC,Indu,0.313,0.884,0.783,0.156,-74.7,212.3,127.7
2020,CUBB,NOC,Fina,0.789,0.644,0.841,0.217,0.0,2.6,31.9
2020,CUBI,NOC,Fina,0.772,0.835,0.836,0.194,9.7,-3.0,30.9
2020,CVCO,CIC,Cons,0.128,0.307,0.602,0.567,30.4,-13.4,26.3
2020,CVI,CIC,Ener,0.532,0.651,0.167,0.731,-20.5,-33.0,19.0
2020,CVLT,NOC,Tech,0.248,0.147,0.174,0.609,-28.2,33.2,43.3
2020,CVSA,NOC,Cons,0.358,0.714,0.535,0.434,-42.9,46.0,57.6
2020,CWEN,NOC,Util,0.827,0.213,0.272,0.653,41.8,29.2,44.6
2020,CYD,CIC,Indu,0.335,0.593,0.749,0.116,-22.6,19.2,44.8
2020,CYRX,CIC,Indu,0.434,0.460,0.847,0.150,63.9,242.2,111.7
2020,CZR,CIC,Cons,0.466,0.879,0.202,0.913,8.3,74.7,58.0
2020,DAO,NOC,Cons,0.864,0.800,0.735,0.659,69.0,43.0,46.4
2020,DAR,NOC,Cons,0.674,0.180,0.711,0.956,21.6,142.2,81.0
2020,DBRG,NOC,Fina,0.584,0.344,0.208,0.546,-24.7,54.3,56.3
2020,DCH,CIC,Cons,0.361,0.810,0.038,0.289,-47.9,20.4,36.0
2020,DCO,CIC,Indu,0.202,0.029,0.546,0.099,0.8,32.1,38.9
2020,DCOM,NOC,Fina,0.879,0.841,0.528,0.326,10.3,5.7,31.4
2020,DDD,NOC,Tech,0.420,0.321,0.119,0.350,-27.5,250.0,108.8
2020,DDS,CIC,Cons,0.665,0.060,0.226,0.417,-14.2,37.3,48.0
2020,DEA,NOC,Real,0.280,0.443,0.930,0.520,37.3,-9.8,29.8
2020,DHC,NOC,Real,0.739,0.206,0.725,0.472,-42.5,-32.0,22.2
2020,DHT,CIC,Indu,0.976,0.843,0.925,0.284,44.1,3.3,32.2
2020,DIOD,NOC,Tech,0.115,0.278,0.471,0.708,34.0,64.0,50.9
2020,DK,CIC,Ener,0.615,0.925,0.185,0.529,-28.0,1.8,33.8
2020,DKL,CIC,Ener,0.549,0.657,0.336,0.162,-11.8,54.2,51.2
2020,DKS,CIC,Cons,0.110,0.122,0.338,0.792,3.6,113.8,68.3
2020,DLX,NOC,Comm,0.156,0.018,0.399,0.589,9.7,-25.8,21.9
2020,DMLP,CIC,Ener,0.754,0.739,0.835,0.113,-15.9,-3.4,35.3
2020,DQ,CIC,Ener,0.936,0.813,0.924,0.232,71.3,524.3,218.0
2020,DRH,NOC,Real,0.758,0.234,0.619,0.612,-2.5,-6.5,25.2
2020,DXPE,CIC,Indu,0.037,0.396,0.194,0.058,-27.4,47.5,45.2
2020,DY,CIC,Indu,0.465,0.284,0.203,0.286,-30.2,156.2,82.0
2020,EBF,CIC,Indu,0.239,0.216,0.472,0.063,-16.7,22.6,45.6
2020,ECHO,NOC,Comm,0.485,0.361,0.209,0.902,25.9,-44.9,15.0
2020,ECPG,NOC,Fina,0.171,0.298,0.683,0.287,-6.9,7.8,35.2
2020,ECVT,CIC,Basi,0.404,0.240,0.249,0.599,-9.3,16.3,25.3
2020,EFXT,CIC,Ener,0.480,0.622,0.752,0.183,-42.7,-13.0,23.5
2020,EGO,CIC,Basi,0.954,0.948,0.986,0.378,74.9,64.9,45.5
2020,ELF,NOC,Cons,0.362,0.214,0.500,0.254,82.9,30.6,39.6
2020,EMBJ,CIC,Indu,0.933,0.953,0.021,0.385,-65.4,48.4,55.0
2020,ENOV,NOC,Heal,0.817,0.315,0.235,0.803,48.6,-1.5,30.6
2020,ENR,CIC,Indu,0.732,0.777,0.797,0.873,8.2,-7.1,28.9
2020,ENS,CIC,Indu,0.043,0.142,0.495,0.829,-12.8,22.4,38.6
2020,ENVA,NOC,Fina,0.792,0.416,0.760,0.248,9.9,-5.2,30.4
2020,EPAC,CIC,Indu,0.775,0.783,0.035,0.329,-23.3,36.3,60.0
2020,EPC,NOC,Cons,0.575,0.058,0.309,0.610,-6.8,-11.9,26.8
2020,EQBK,NOC,Fina,0.948,0.870,0.569,0.021,-27.4,6.0,39.5
2020,EQT,CIC,Ener,0.826,0.939,0.003,0.408,-70.4,232.0,128.5
2020,ERO,CIC,Basi,0.913,0.976,0.106,0.148,-44.5,188.8,128.2
2020,ESI,CIC,Basi,0.106,0.815,0.414,0.734,-3.6,64.8,53.8
2020,ESRT,NOC,Real,0.540,0.081,0.546,0.910,-13.8,-25.5,21.9
2020,EVH,NOC,Heal,0.815,0.537,0.017,0.240,-30.5,104.1,68.5
2020,EVO,NOC,Heal,0.683,0.882,0.401,0.853,-7.8,55.1,59.7
2020,EXLS,NOC,Tech,0.026,0.110,0.497,0.702,20.7,9.8,40.1
2020,EXP,CIC,Basi,0.469,0.190,0.635,0.876,24.3,22.9,35.4
2020,FBK,NOC,Fina,0.625,0.552,0.798,0.196,-31.5,62.4,66.4
2020,FBNC,NOC,Fina,0.538,0.619,0.806,0.321,4.9,-4.6,30.4
2020,FBP,NOC,Fina,0.638,0.485,0.723,0.607,-7.0,-0.3,31.0
2020,FCF,NOC,Fina,0.495,0.488,0.757,0.411,2.9,-9.4,29.5
2020,FCFS,NOC,Fina,0.069,0.041,0.509,0.878,3.8,-34.9,19.9
2020,FCN,CIC,Indu,0.424,0.099,0.628,0.934,46.6,-0.1,33.5
2020,FCPT,NOC,Real,0.031,0.083,0.933,0.625,10.0,-11.1,26.8
2020,FFBC,NOC,Fina,0.616,0.852,0.671,0.688,-4.1,-23.3,22.8
2020,FHB,NOC,Fina,0.359,0.102,0.829,0.884,14.9,-11.7,28.4
2020,FHN,NOC,Fina,0.711,0.867,0.792,0.931,-15.1,7.6,39.7
2020,FIBK,NOC,Fina,0.318,0.463,0.746,0.685,-2.4,5.2,32.1
2020,FINV,NOC,Fina,0.514,0.761,0.627,0.072,-70.9,249.0,149.6
2020,FISI,NOC,Fina,0.628,0.144,0.662,0.090,13.3,-25.5,22.6
2020,FIVE,CIC,Cons,0.697,0.089,0.714,0.780,-55.3,261.0,162.1
2020,FIX,CIC,Indu,0.173,0.109,0.644,0.494,-12.5,40.5,46.7
2020,FLGT,NOC,Heal,0.846,0.806,0.791,0.002,238.8,508.5,206.8
2020,FLNG,CIC,Ener,0.992,0.930,0.962,0.031,-46.1,36.8,48.5
2020,FMBH,NOC,Fina,0.639,0.654,0.775,0.075,-22.7,47.2,48.0
2020,FN,NOC,Tech,0.008,0.437,0.417,0.674,11.8,23.9,36.3
2020,FNB,NOC,Fina,0.531,0.385,0.667,0.919,7.9,-11.2,25.2
2020,FORM,NOC,Tech,0.191,0.451,0.772,0.595,72.6,68.7,51.2
2020,FOXF,CIC,Cons,0.107,0.225,0.688,0.662,-0.7,133.6,82.6
2020,FRHC,NOC,Fina,0.761,0.992,0.716,0.277,87.1,251.4,107.0
2020,FRO,CIC,Indu,0.969,0.665,0.948,0.394,18.7,-5.4,36.1
2020,FRPT,NOC,Cons,0.116,0.049,0.709,0.737,92.7,117.8,76.1
2020,FSLY,NOC,Tech,0.292,0.121,0.278,0.650,2.5,296.5,119.1
2020,FSM,CIC,Basi,0.833,0.531,0.645,0.055,-26.3,159.8,97.1
2020,FSS,CIC,Indu,0.101,0.445,0.573,0.517,23.0,26.0,46.1
2020,FTAI,CIC,Indu,0.780,0.869,0.687,0.405,12.5,48.2,54.2
2020,FUL,CIC,Basi,0.122,0.687,0.268,0.703,13.3,7.3,33.5
2020,FULT,NOC,Fina,0.743,0.272,0.303,0.752,-0.2,-15.9,23.9
2020,FUN,CIC,Cons,0.257,0.300,0.353,0.795,4.7,-15.9,24.2
2020,FWRD,CIC,Indu,0.034,0.275,0.459,0.554,15.0,25.3,38.6
2020,GABC,NOC,Fina,0.535,0.446,0.839,0.274,16.1,-1.6,32.5
2020,GAIN,NOC,Fina,0.567,0.985,0.919,0.066,20.9,-22.3,22.9
2020,GBCI,NOC,Fina,0.211,0.456,0.821,0.922,2.8,8.2,32.1
2020,GBDC,NOC,Fina,0.709,0.830,0.988,0.676,-1.0,-17.9,24.6
2020,GBX,CIC,Indu,0.622,0.557,0.682,0.272,-27.9,27.7,38.8
2020,GEL,CIC,Ener,0.524,0.899,0.214,0.547,-28.7,-54.2,13.3
2020,GEO,CIC,Indu,0.133,0.035,0.434,0.618,-22.5,-50.2,15.1
2020,GGAL,NOC,Fina,0.784,0.850,0.920,0.601,-45.3,-50.8,11.4
2020,GIII,CIC,Cons,0.324,0.057,0.280,0.037,-80.5,312.4,184.8
2020,GILT,NOC,Tech,0.494,0.362,0.575,0.121,14.8,116.2,63.9
2020,GKOS,NOC,Heal,0.680,0.492,0.073,0.716,-9.4,56.9,57.3
2020,GLNG,CIC,Ener,0.972,0.988,0.543,0.352,-44.9,-4.1,32.2
2020,GLOB,NOC,Tech,0.081,0.141,0.786,0.986,84.6,73.8,51.6
2020,GNL,NOC,Real,0.320,0.006,0.850,0.524,13.4,-8.9,29.8
2020,GOLF,CIC,Cons,0.093,0.222,0.451,0.557,2.6,72.0,62.9
2020,GOOS,CIC,Cons,0.755,0.907,0.794,0.869,-38.2,10.5,32.9
2020,GPK,CIC,Cons,0.217,0.639,0.365,0.972,30.4,0.3,31.4
2020,GPRK,CIC,Ener,0.298,0.919,0.586,0.310,-4.1,-2.7,29.2
2020,GRBK,CIC,Cons,0.066,0.339,0.699,0.130,22.1,77.5,57.0
2020,GRC,CIC,Indu,0.141,0.286,0.252,0.265,6.1,-9.3,27.8
2020,GRPN,NOC,Comm,0.610,0.205,0.101,0.538,-23.0,-36.8,17.4
2020,GSAT,NOC,Comm,0.546,0.364,0.026,0.266,-16.2,301.7,142.3
2020,GT,CIC,Cons,0.144,0.107,0.242,0.714,-38.1,10.1,33.5
2020,GTN,NOC,Comm,0.899,0.901,0.963,0.511,-17.7,10.3,40.3
2020,HAFC,NOC,Fina,0.855,0.662,0.754,0.139,-9.6,-34.1,21.4
2020,HAPN,NOC,Fina,0.890,0.265,0.298,0.353,-27.1,-15.3,20.9
2020,HASI,NOC,Fina,0.971,0.936,0.815,0.729,61.2,57.5,46.8
2020,HBM,CIC,Basi,0.887,0.734,0.162,0.237,-49.0,119.1,65.1
2020,HCC,CIC,Ener,0.950,0.862,0.058,0.295,-30.3,25.7,33.0
2020,HCI,NOC,Fina,0.777,0.592,0.697,0.054,0.4,56.3,49.9
2020,HCXY,NOC,Fina,0.873,0.928,0.928,0.763,10.9,-4.0,26.1
2020,HELE,NOC,Cons,0.295,0.139,0.622,0.976,57.9,24.8,36.7
2020,HESM,CIC,Ener,0.370,0.500,0.914,0.393,11.2,-6.7,30.3
2020,HFWA,NOC,Fina,0.182,0.613,0.680,0.242,-29.9,3.4,36.8
2020,HGV,CIC,Cons,0.702,0.728,0.173,0.671,-14.1,42.2,49.1
2020,HHH,NOC,Real,0.870,0.972,0.034,0.503,-54.1,88.3,74.2
2020,HIFS,NOC,Fina,0.795,0.769,0.971,0.070,4.4,11.0,31.9
2020,HIMX,NOC,Tech,0.379,0.407,0.136,0.235,18.4,129.1,64.9
2020,HLI,NOC,Fina,0.104,0.327,0.685,0.844,21.2,28.5,39.0
2020,HLIO,CIC,Indu,0.041,0.797,0.283,0.388,2.4,65.2,48.8
2020,HLIT,NOC,Tech,0.769,0.479,0.414,0.188,36.2,5.5,30.9
2020,HLNE,NOC,Fina,0.691,0.719,0.807,0.570,61.4,16.6,34.3
2020,HLX,CIC,Ener,0.856,0.694,0.381,0.330,10.1,-34.2,21.8
2020,HNI,CIC,Cons,0.223,0.101,0.420,0.482,-9.0,-6.6,22.9
2020,HOMB,NOC,Fina,0.433,0.442,0.833,0.836,16.6,4.4,32.7
2020,HOPE,NOC,Fina,0.737,0.072,0.592,0.523,5.0,-15.8,26.8
2020,HP,CIC,Ener,0.644,0.674,0.113,0.954,-24.3,-33.9,22.0
2020,HQY,NOC,Heal,0.835,0.942,0.991,0.801,-46.7,79.3,83.1
2020,HRTG,NOC,Fina,0.839,0.263,0.596,0.012,-23.5,-10.5,31.7
2020,HTGC,NOC,Fina,0.873,0.933,0.899,0.489,19.1,-0.5,27.1
