yr,ticker,g,sec,mb,cr,r40,mc,mom,ret,qqq
2009,AMG,NOC,Fina,0.459,0.665,0.211,0.650,-54.9,37.7,40.0
2009,AMSC,CIC,Indu,0.733,0.968,0.510,0.316,-18.2,140.0,74.3
2009,ANGO,NOC,Heal,0.214,0.777,0.714,0.012,-31.8,25.9,40.9
2009,APEI,NOC,Cons,0.277,0.680,0.942,0.296,21.8,11.4,43.5
2009,APH,NOC,Tech,0.002,0.216,0.578,0.954,-31.6,75.5,64.3
2009,ARLP,CIC,Ener,0.464,0.250,0.774,0.485,-12.8,34.4,42.4
2009,AROC,CIC,Ener,0.735,0.998,0.626,0.286,-75.2,22.7,46.3
2009,ASR,CIC,Indu,0.619,0.400,0.799,0.391,-46.8,71.8,60.8
2009,ASX,NOC,Tech,0.692,0.789,0.104,0.976,-48.0,78.9,66.8
2009,ATI,CIC,Indu,0.573,0.485,0.381,0.714,-66.4,89.1,64.8
2009,ATO,NOC,Util,0.500,0.580,0.512,0.728,-12.1,10.9,34.3
2009,AVAV,CIC,Indu,0.517,0.563,0.556,0.289,44.7,-19.0,36.2
2009,AZTA,NOC,Heal,0.820,0.653,0.039,0.056,-52.6,56.0,40.7
2009,AZZ,CIC,Indu,0.303,0.566,0.840,0.053,-14.9,25.8,43.9
2009,BAK,CIC,Basi,0.417,0.806,0.789,0.432,-76.0,275.8,157.1
2009,BALL,CIC,Cons,0.306,0.228,0.427,0.917,-4.8,25.6,42.5
2009,BAP,NOC,Fina,0.886,0.862,0.119,0.828,-47.0,109.0,63.4
2009,BCH,NOC,Fina,0.988,0.934,0.107,0.971,-31.5,66.0,52.5
2009,BCPC,CIC,Basi,0.706,0.905,0.544,0.087,-3.4,65.2,58.6
2009,BDC,NOC,Tech,0.393,0.811,0.024,0.267,-65.6,63.5,49.6
2009,BFH,NOC,Fina,0.859,0.342,0.434,0.672,-7.8,55.1,48.0
2009,BHC,NOC,Heal,0.456,0.442,0.471,0.614,-20.9,37.2,51.7
2009,BKD,NOC,Heal,0.318,0.859,0.117,0.066,-85.2,438.3,217.8
2009,BKH,NOC,Util,0.908,0.915,0.985,0.461,-30.8,-3.2,33.1
2009,BKNG,CIC,Cons,0.721,0.272,0.772,0.869,-32.8,207.3,104.6
2009,BLX,NOC,Fina,0.653,0.993,0.978,0.124,-36.5,10.2,22.9
2009,BMA,NOC,Fina,0.796,0.684,0.898,0.303,-53.5,201.1,112.4
2009,BMRN,NOC,Heal,0.752,0.956,0.995,0.641,-53.6,17.2,40.6
2009,BVN,CIC,Basi,0.959,0.658,0.221,0.988,-51.0,68.6,63.6
2009,BWA,CIC,Cons,0.626,0.556,0.100,0.731,-52.0,64.7,47.7
2009,BYD,CIC,Cons,0.206,0.643,0.068,0.104,-81.3,68.9,65.6
2009,CACI,NOC,Tech,0.124,0.257,0.653,0.534,3.0,9.9,34.7
2009,CALM,NOC,Cons,0.740,0.711,0.534,0.199,-28.0,66.5,62.2
2009,CASY,CIC,Cons,0.369,0.536,0.189,0.417,-24.3,68.8,75.2
2009,CATY,NOC,Fina,0.951,0.898,0.238,0.279,-39.5,-18.5,30.9
2009,CBRE,NOC,Real,0.430,0.896,0.036,0.427,-78.8,257.8,109.1
2009,CBRL,CIC,Cons,0.371,0.143,0.430,0.150,-45.5,90.8,68.1
2009,CBT,CIC,Basi,0.473,0.451,0.328,0.420,-48.5,64.8,52.0
2009,CBZ,CIC,Indu,0.675,0.080,0.498,0.165,-10.7,-14.5,25.8
2009,CCI,NOC,Real,0.107,0.847,0.680,0.985,-51.7,122.9,78.2
2009,CCU,NOC,Cons,0.561,0.337,0.782,0.680,-12.3,20.9,47.0
2009,CE,CIC,Basi,0.728,0.505,0.129,0.551,-76.2,211.3,93.4
2009,CECO,CIC,Indu,0.558,0.910,0.316,0.034,68.2,31.5,51.6
2009,CF,CIC,Basi,0.903,0.677,0.891,0.833,-49.7,87.5,57.5
2009,CFFN,NOC,Fina,0.760,0.755,0.893,0.847,26.5,-24.2,24.1
2009,CFR,NOC,Fina,0.660,0.129,0.796,0.796,-9.9,9.9,34.7
2009,CGNX,NOC,Tech,0.367,0.549,0.184,0.197,-17.7,35.3,43.4
2009,CHD,NOC,Cons,0.078,0.056,0.670,0.915,-4.0,15.3,32.7
2009,CHDN,CIC,Cons,0.939,0.748,0.272,0.090,-43.2,33.4,53.1
2009,CHE,NOC,Heal,0.158,0.002,0.566,0.442,-10.7,10.5,36.7
2009,CHH,CIC,Cons,0.238,0.194,0.563,0.578,-28.2,29.2,38.1
2009,CIB,NOC,Fina,0.808,0.978,0.825,0.352,-51.8,184.7,115.3
2009,CIEN,NOC,Tech,0.650,0.745,0.114,0.211,-78.7,145.4,102.7
2009,CLF,CIC,Basi,0.876,0.840,0.845,0.709,-68.0,151.0,89.1
2009,CLH,CIC,Indu,0.381,0.046,0.592,0.505,-16.4,13.6,40.1
2009,CLS,NOC,Tech,0.036,0.114,0.284,0.439,-22.0,123.5,70.5
2009,CMC,CIC,Basi,0.413,0.743,0.146,0.527,-63.2,43.2,53.2
2009,CMI,CIC,Indu,0.374,0.306,0.340,0.993,-47.8,91.7,59.3
2009,CMP,CIC,Basi,0.769,0.633,0.869,0.687,36.9,4.5,27.9
2009,CNC,NOC,Heal,0.689,0.515,0.449,0.400,-2.9,-13.0,25.1
2009,CNK,NOC,Comm,0.971,0.757,0.243,0.388,-41.8,90.4,71.8
2009,COLB,NOC,Fina,0.803,0.592,0.150,0.218,-56.7,101.1,68.0
2009,COO,NOC,Heal,0.682,0.107,0.561,0.386,-43.1,107.1,86.7
2009,CRI,CIC,Cons,0.245,0.104,0.357,0.541,4.5,22.8,30.6
2009,CRK,CIC,Ener,0.794,0.954,0.201,0.658,21.7,-7.9,24.6
2009,CRL,NOC,Heal,0.204,0.201,0.015,0.646,-59.2,34.9,36.1
2009,CRM,NOC,Tech,0.274,0.160,0.813,0.886,-46.5,142.7,85.6
2009,CRS,CIC,Basi,0.519,0.551,0.301,0.376,-70.6,51.7,51.3
2009,CSGP,NOC,Real,0.583,0.177,0.723,0.223,-25.2,38.2,46.7
2009,CSL,CIC,Basi,0.255,0.252,0.342,0.500,-48.0,74.8,52.4
2009,CVBF,NOC,Fina,0.655,0.818,0.981,0.299,-8.2,15.1,43.0
2009,CVLT,NOC,Tech,0.041,0.245,0.738,0.228,-32.4,67.1,52.6
2009,CW,CIC,Indu,0.100,0.318,0.524,0.536,-28.1,0.3,33.3
2009,DAR,NOC,Cons,0.718,0.801,0.158,0.078,-67.3,87.4,74.9
2009,DCOM,NOC,Fina,0.563,0.546,0.551,0.255,-11.6,23.5,44.7
2009,DECK,CIC,Cons,0.536,0.527,0.949,0.301,-58.2,92.9,72.7
2009,DINO,CIC,Ener,0.784,0.830,0.167,0.524,-52.8,11.8,38.6
2009,DIOD,NOC,Tech,0.507,0.466,0.177,0.051,-66.2,107.5,54.3
2009,DK,CIC,Ener,0.990,0.869,0.090,0.024,-64.0,39.0,60.9
2009,DKS,CIC,Cons,0.146,0.381,0.296,0.575,-49.4,99.5,82.3
2009,DLR,NOC,Real,0.252,0.255,0.920,0.699,-23.4,78.0,67.1
2009,DLX,NOC,Comm,0.350,0.073,0.400,0.233,-49.4,40.7,50.2
2009,DMC,NOC,Cons,0.284,0.100,0.383,0.510,-43.5,1.5,37.6
2009,DMLP,CIC,Ener,0.119,0.903,0.279,0.209,-10.6,10.8,25.8
2009,DRI,CIC,Cons,0.396,0.670,0.464,0.900,0.1,47.6,57.3
2009,DTE,NOC,Util,0.869,0.782,0.925,0.927,-32.6,55.4,58.8
2009,DVA,NOC,Heal,0.044,0.000,0.641,0.995,-12.5,29.0,38.2
2009,DXC,NOC,Tech,0.243,0.150,0.405,0.818,-7.8,35.2,40.1
2009,EA,NOC,Tech,0.910,0.891,0.289,1.000,-67.3,11.4,34.0
2009,EDU,NOC,Cons,0.789,1.000,0.881,0.670,-20.3,43.1,55.8
2009,EEFT,NOC,Tech,0.286,0.701,0.044,0.158,-53.9,99.2,68.2
2009,EG,NOC,Fina,0.879,0.631,0.367,0.949,-20.9,14.2,42.7
2009,EGO,CIC,Basi,0.845,0.983,0.998,0.859,31.3,56.5,60.5
2009,EGY,CIC,Ener,0.981,0.959,0.085,0.000,1.8,-17.7,33.1
2009,EMBJ,CIC,Indu,0.837,0.636,0.721,0.769,-64.9,62.6,55.5
2009,ENS,CIC,Indu,0.231,0.629,0.294,0.129,-62.6,117.7,68.5
2009,EPAC,CIC,Indu,0.184,0.539,0.214,0.189,-73.1,144.1,91.6
2009,EPC,NOC,Cons,0.189,0.507,0.461,0.697,-47.8,20.7,40.9
2009,EQIX,NOC,Real,0.524,0.709,0.871,0.704,-20.1,60.1,47.9
2009,EQT,CIC,Ener,0.978,0.313,0.706,0.757,-36.4,20.9,40.9
2009,ES,NOC,Util,0.774,0.350,0.701,0.896,-15.2,15.3,40.0
2009,ESLT,CIC,Indu,0.299,0.347,0.716,0.660,-25.3,37.2,55.8
2009,ESS,NOC,Real,0.005,0.039,0.650,0.585,-39.4,29.6,41.3
2009,EVRG,NOC,Util,0.699,0.136,0.583,0.638,-25.6,31.1,50.2
2009,EWBC,NOC,Fina,0.976,0.864,0.138,0.245,-62.5,86.8,63.2
2009,EXP,CIC,Basi,0.857,0.041,0.282,0.410,-39.4,15.3,35.8
2009,EXPE,CIC,Cons,0.066,0.335,0.005,0.488,-66.7,181.5,93.1
2009,EXR,NOC,Real,0.228,0.138,0.842,0.182,-56.7,92.2,66.8
2009,FBP,NOC,Fina,0.595,0.796,0.444,0.282,-23.8,-68.3,9.6
2009,FCF,NOC,Fina,0.432,0.828,0.959,0.364,-12.2,-37.1,22.0
2009,FCFS,NOC,Fina,0.799,0.825,0.485,0.163,19.0,30.2,44.1
2009,FCN,CIC,Indu,0.160,0.408,0.769,0.723,-25.8,1.4,40.8
2009,FCNCA,NOC,Fina,0.570,0.301,0.323,0.478,-27.7,62.4,61.2
2009,FFBC,NOC,Fina,0.629,0.544,0.636,0.063,-14.0,96.8,70.4
2009,FFIV,NOC,Tech,0.015,0.274,0.675,0.636,9.0,137.9,89.0
2009,FHN,NOC,Fina,0.937,0.881,0.299,0.716,-48.3,35.7,51.1
2009,FICO,NOC,Tech,0.080,0.153,0.325,0.345,-27.3,43.0,45.1
2009,FIS,NOC,Tech,0.590,0.760,0.167,0.850,-25.5,45.0,44.8
2009,FIX,CIC,Indu,0.405,0.286,0.600,0.039,-23.5,37.4,52.1
2009,FLG,NOC,Fina,0.833,0.456,0.745,0.922,-38.7,49.0,55.6
2009,FMC,CIC,Basi,0.342,0.211,0.597,0.791,-14.4,18.8,37.8
2009,FNB,NOC,Fina,0.913,0.833,0.456,0.306,-41.3,-5.9,32.1
2009,FNF,NOC,Fina,0.995,0.689,0.192,0.735,-3.4,-24.6,23.8
2009,FOR,NOC,Real,0.386,0.590,0.704,0.100,-54.8,73.6,54.7
2009,FRO,CIC,Indu,0.867,0.883,0.983,0.604,-55.4,32.2,49.8
2009,FSS,CIC,Indu,0.529,0.522,0.182,0.032,-44.9,3.5,39.2
2009,FUL,CIC,Basi,0.478,0.218,0.859,0.265,-39.6,78.8,71.0
2009,FULT,NOC,Fina,0.840,0.765,0.063,0.471,-47.2,56.7,63.4
2009,FWRD,CIC,Indu,0.927,0.311,0.617,0.260,-26.9,2.8,27.5
2009,GBCI,NOC,Fina,0.383,0.842,0.835,0.342,-23.4,9.6,37.1
2009,GEL,CIC,Ener,0.201,0.988,0.250,0.097,-48.3,97.5,69.6
2009,GEO,CIC,Indu,0.546,0.447,0.359,0.320,-45.9,38.5,44.1
2009,GIB,NOC,Tech,0.012,0.269,0.726,0.760,-19.8,69.9,57.6
2009,GIL,CIC,Cons,0.670,0.621,0.180,0.512,-71.4,115.9,63.1
2009,GME,CIC,Cons,0.257,0.529,0.762,0.956,-46.0,-24.1,25.9
2009,GNTX,CIC,Cons,0.485,0.502,0.223,0.498,-45.5,103.0,68.7
2009,GPN,NOC,Fina,0.223,0.085,0.823,0.803,-23.1,50.6,48.3
2009,GRC,CIC,Indu,0.226,0.102,0.527,0.109,-14.5,0.1,29.0
2009,GRMN,NOC,Tech,0.602,0.854,0.459,0.867,-74.7,111.6,78.1
2009,GT,CIC,Cons,0.549,0.291,0.197,0.592,-76.5,117.9,74.9
2009,HEI,CIC,Indu,0.136,0.359,0.529,0.398,-27.5,35.3,47.1
2009,HELE,NOC,Cons,0.218,0.155,0.359,0.114,-11.6,91.0,64.8
2009,HIMX,NOC,Tech,0.451,0.779,0.066,0.029,-66.5,61.4,51.6
2009,HL,CIC,Basi,0.930,0.769,0.029,0.046,-83.3,224.1,120.4
2009,HLIT,NOC,Tech,0.636,0.262,0.607,0.155,-47.5,20.9,39.4
2009,HNI,CIC,Cons,0.192,0.017,0.422,0.192,-63.0,110.7,66.4
2009,HP,CIC,Ener,0.182,0.117,0.934,0.740,-43.0,101.7,68.2
2009,HTLD,CIC,Indu,0.881,0.175,0.648,0.515,-8.3,10.9,39.0
2009,HUBG,CIC,Indu,0.092,0.320,0.396,0.340,-26.6,26.2,42.7
2009,HUN,CIC,Basi,0.493,0.425,0.233,0.180,-90.0,430.9,201.9
2009,HURN,CIC,Indu,0.294,0.767,0.801,0.350,-26.9,-37.7,22.2
2009,HWC,NOC,Fina,0.711,0.575,0.854,0.459,-7.7,35.6,52.9
2009,IART,NOC,Heal,0.129,0.498,0.684,0.257,-45.8,83.7,74.4
2009,IBOC,NOC,Fina,0.748,0.189,0.558,0.318,-51.7,102.3,73.1
2009,ICFI,CIC,Indu,0.680,0.990,0.320,0.049,-7.0,8.7,43.9
2009,ICUI,NOC,Heal,0.461,0.444,0.864,0.141,-16.4,11.3,34.8
2009,IFF,CIC,Basi,0.126,0.063,0.476,0.762,-18.1,23.2,34.9
2009,ILMN,NOC,Heal,0.216,0.837,0.917,0.891,-13.7,35.2,43.2
2009,IPGP,NOC,Tech,0.279,0.277,0.752,0.117,-48.1,78.1,63.5
2009,ISRG,NOC,Heal,0.391,0.471,0.896,0.913,-62.2,221.7,120.2
2009,IT,CIC,Indu,0.400,0.092,0.570,0.456,-35.5,87.4,53.2
2009,ITRI,NOC,Tech,0.566,0.995,0.330,0.665,-29.2,16.4,39.6
2009,J,CIC,Indu,0.104,0.386,0.794,0.942,-48.1,-2.2,33.3
2009,JEF,NOC,Fina,0.862,0.961,0.252,0.835,-67.7,59.5,61.0
2009,JHX,CIC,Basi,0.468,0.294,0.041,0.573,-42.4,56.6,25.6
2009,JOE,NOC,Real,0.968,0.733,0.019,0.677,-41.7,38.3,49.4
2009,KEX,CIC,Indu,0.235,0.112,0.709,0.553,-40.8,35.3,42.7
2009,KEY,NOC,Fina,0.983,0.648,0.051,0.881,-70.4,-1.1,36.9
2009,KFY,CIC,Indu,0.888,0.604,0.124,0.058,-51.0,126.9,91.6
2009,KIM,NOC,Real,0.335,0.376,0.604,0.864,-65.3,7.5,32.2
2009,KLAC,NOC,Tech,0.765,0.845,0.017,0.857,-54.8,62.6,55.0
2009,KMX,CIC,Cons,0.019,0.524,0.155,0.806,-34.0,89.9,64.7
2009,KNX,CIC,Indu,0.743,0.192,0.468,0.379,-17.9,39.6,44.1
2009,KRNY,NOC,Fina,0.575,0.010,0.495,0.323,-4.3,0.3,37.4
2009,KRO,CIC,Basi,0.667,0.774,0.262,0.010,-65.8,139.3,96.6
2009,LBTYK,NOC,Comm,0.282,0.364,0.517,0.330,-69.7,139.9,88.6
2009,LDOS,NOC,Tech,0.010,0.022,0.575,0.973,-5.7,6.9,39.4
2009,LEU,CIC,Ener,0.750,0.850,0.204,0.240,-42.9,-17.4,29.8
2009,LINC,NOC,Cons,0.580,0.148,0.806,0.083,18.4,54.2,64.4
2009,LKQ,CIC,Cons,0.165,0.908,0.619,0.619,-45.0,57.8,59.5
2009,LNN,CIC,Indu,0.408,0.879,0.121,0.036,-70.6,61.3,55.4
2009,LRCX,NOC,Tech,0.762,0.925,0.058,0.825,-37.4,46.4,46.2
2009,LRN,NOC,Cons,0.532,0.971,0.874,0.160,-30.3,16.2,30.3
2009,LUMN,NOC,Comm,0.308,0.260,0.699,0.752,-34.9,40.5,49.8
2009,LVS,CIC,Cons,0.638,0.803,0.379,0.563,-95.1,341.2,140.6
2009,M,CIC,Cons,0.141,0.019,0.070,0.883,-68.7,122.8,79.5
2009,MAC,NOC,Real,0.973,0.214,0.607,0.539,-76.4,98.3,59.1
2009,MAN,CIC,Indu,0.167,0.410,0.248,0.706,-51.7,92.0,59.4
2009,MAT,CIC,Cons,0.301,0.267,0.371,0.944,-43.4,68.4,54.7
2009,MATV,CIC,Basi,0.449,0.206,0.303,0.007,-12.1,227.0,95.1
2009,MATX,CIC,Indu,0.313,0.573,0.345,0.170,-52.3,52.8,48.1
2009,MCHP,NOC,Tech,0.420,0.284,0.350,0.871,-36.9,44.4,46.5
2009,MELI,CIC,Cons,0.265,0.706,0.888,0.274,-60.3,183.2,101.4
2009,MEOH,CIC,Basi,0.925,0.794,0.087,0.359,-60.8,161.9,82.7
2009,MGA,CIC,Cons,0.388,0.417,0.136,0.837,-65.6,108.3,73.9
2009,MGM,CIC,Cons,0.704,0.371,0.046,0.383,-95.3,283.8,131.3
2009,MGRC,CIC,Indu,0.587,0.032,0.760,0.138,-2.8,21.9,43.0
2009,MKL,NOC,Fina,0.942,0.517,0.078,0.789,-33.8,17.6,38.4
2009,MKSI,NOC,Tech,0.466,0.454,0.112,0.333,-24.5,13.2,35.6
2009,MLCO,CIC,Cons,0.835,0.981,0.811,0.483,-73.9,17.5,39.3
2009,MLI,CIC,Indu,0.233,0.473,0.160,0.095,-26.1,20.5,35.4
2009,MLKN,CIC,Cons,0.328,0.388,0.199,0.216,-64.3,92.6,72.3
2009,MLM,CIC,Basi,0.677,0.068,0.393,0.876,-22.8,-2.8,27.6
2009,MNST,NOC,Cons,0.240,0.646,0.265,0.830,-29.9,29.5,48.8
2009,MOH,NOC,Heal,0.085,0.027,0.646,0.175,-42.8,11.3,33.2
2009,MORN,NOC,Fina,0.024,0.461,0.692,0.590,-50.8,38.6,49.1
2009,MRVL,NOC,Tech,0.340,0.735,0.092,0.978,-34.7,165.4,111.1
2009,MSCI,NOC,Fina,0.471,0.204,0.779,0.612,-46.5,87.9,65.5
2009,MTB,NOC,Fina,0.687,0.561,0.500,0.932,-50.0,106.1,78.9
2009,MTX,CIC,Basi,0.515,0.075,0.347,0.325,-28.1,23.0,37.3
2009,MTZ,CIC,Indu,0.221,0.585,0.886,0.328,21.1,39.3,55.3
2009,MWA,CIC,Indu,0.291,0.167,0.002,0.337,-16.4,-32.1,21.0
2009,NAT,CIC,Indu,0.883,0.976,0.398,0.481,2.1,-4.6,28.9
2009,NBR,CIC,Ener,0.621,0.209,0.522,0.779,-65.8,147.7,84.8
2009,NEOG,NOC,Heal,0.112,0.066,0.777,0.107,-0.7,36.2,38.8
2009,NICE,NOC,Tech,0.131,0.109,0.658,0.546,-30.6,36.3,43.4
2009,NJR,NOC,Util,0.823,0.595,0.388,0.631,28.4,-12.0,27.7
2009,NPK,CIC,Indu,0.267,0.985,0.976,0.061,-12.3,132.8,86.1
2009,NPO,CIC,Indu,0.362,0.121,0.473,0.133,-22.9,8.2,31.3
2009,NTCT,NOC,Tech,0.643,0.927,0.876,0.226,45.4,7.9,40.3
2009,NTES,NOC,Tech,0.272,0.762,0.956,0.910,20.2,8.5,33.2
2009,NWL,NOC,Cons,0.357,0.163,0.163,0.750,-63.7,62.7,52.2
2009,OGE,NOC,Util,0.782,0.694,0.231,0.738,-24.8,45.3,46.1
2009,OII,CIC,Ener,0.075,0.464,0.682,0.609,-53.5,83.4,62.4
2009,OIS,CIC,Ener,0.330,0.650,0.900,0.148,-55.4,126.4,81.0
2009,OKE,CIC,Ener,0.422,0.740,0.216,0.692,-52.7,86.0,70.4
2009,OLN,CIC,Basi,0.772,0.857,0.643,0.519,-8.7,0.7,34.3
2009,ON,NOC,Tech,0.320,0.600,0.748,0.626,-34.1,82.9,57.6
2009,ONB,NOC,Fina,0.745,0.697,0.386,0.374,-22.1,-5.9,30.1
2009,ORLY,CIC,Cons,0.049,0.816,0.968,0.893,0.0,43.8,48.9
2009,OSK,CIC,Indu,0.444,0.920,0.274,0.221,-82.3,378.0,161.7
2009,OTEX,NOC,Tech,0.172,0.714,0.939,0.633,4.3,23.5,37.6
2009,OZK,NOC,Fina,0.345,0.141,0.624,0.019,-14.9,71.9,70.8
2009,PB,NOC,Fina,0.505,0.617,0.867,0.502,-6.4,59.7,56.8
2009,PBH,NOC,Heal,0.133,0.029,0.687,0.005,-17.6,22.1,34.5
2009,PDS,CIC,Ener,0.709,0.786,0.947,0.362,-81.1,120.5,61.5
2009,PENN,CIC,Cons,0.083,0.090,0.847,0.070,-58.3,30.6,39.6
2009,PFS,NOC,Fina,0.592,0.772,0.502,0.262,-5.3,-2.3,31.3
2009,PII,CIC,Cons,0.109,0.357,0.451,0.308,-49.7,98.8,67.3
2009,PKE,CIC,Indu,0.510,0.459,0.095,0.092,-37.3,51.2,48.9
2009,PKG,CIC,Cons,0.260,0.078,0.410,0.507,-51.1,74.4,64.0
2009,PLD,NOC,Real,0.663,0.325,0.631,0.624,-67.2,40.8,44.5
2009,PLXS,NOC,Tech,0.187,0.330,0.420,0.272,-17.5,75.5,61.2
2009,PNFP,NOC,Fina,0.398,0.932,0.333,0.172,-6.2,-29.3,27.6
2009,PNR,CIC,Indu,0.056,0.184,0.337,0.597,-27.6,31.6,40.7
2009,POOL,CIC,Indu,0.153,0.165,0.228,0.269,-31.8,56.6,55.5
2009,POWI,NOC,Tech,0.614,0.434,0.073,0.214,-6.3,59.8,50.9
2009,POWL,CIC,Indu,0.337,0.672,0.663,0.027,-29.0,3.4,28.8
2009,PPLI,NOC,Comm,0.871,0.893,0.194,0.102,-14.5,51.7,61.1
2009,PRDO,NOC,Cons,0.488,0.602,0.466,0.648,12.3,11.5,39.1
2009,PRGO,NOC,Heal,0.211,0.379,0.820,0.701,-31.5,92.7,59.6
2009,PTEN,CIC,Ener,0.434,0.430,0.757,0.566,-58.7,77.6,51.4
2009,PVH,CIC,Cons,0.425,0.279,0.277,0.425,-49.2,183.2,99.0
2009,PWR,CIC,Indu,0.296,0.721,0.515,0.908,-23.4,-4.4,34.2
2009,QDEL,NOC,Heal,0.731,0.398,0.546,0.085,-35.7,9.2,36.6
2009,QGEN,NOC,Heal,0.262,0.682,0.740,0.862,-22.0,27.4,37.1
2009,RBA,CIC,Indu,0.612,0.939,0.075,0.621,-36.1,36.8,53.5
2009,RBC,CIC,Indu,0.143,0.124,0.629,0.291,-14.6,54.7,46.1
2009,RDY,NOC,Heal,0.539,0.922,0.126,0.801,-6.6,66.4,41.3
2009,RES,CIC,Ener,0.541,0.374,0.803,0.369,-17.1,42.5,45.0
2009,RF,NOC,Fina,0.966,0.718,0.007,0.765,-83.8,74.2,61.8
2009,RGA,NOC,Fina,0.714,0.299,0.313,0.782,-25.4,30.0,41.6
2009,RGLD,CIC,Basi,0.597,0.835,0.568,0.600,53.4,-5.8,28.6
2009,RHI,CIC,Indu,0.053,0.391,0.269,0.786,-25.8,45.9,46.8
2009,RHP,NOC,Real,0.544,0.726,0.655,0.080,-72.5,112.1,61.3
2009,RMD,NOC,Heal,0.915,0.053,0.735,0.842,-9.3,29.8,39.4
2009,RNR,NOC,Fina,0.825,0.624,0.053,0.774,-25.1,18.0,34.5
2009,ROG,NOC,Tech,0.738,0.488,0.080,0.041,-32.7,16.8,40.2
2009,ROP,NOC,Tech,0.090,0.238,0.665,0.888,-30.3,30.1,39.0
2009,ROST,CIC,Cons,0.114,0.036,0.539,0.959,21.4,59.5,60.2
2009,RRX,CIC,Indu,0.087,0.468,0.483,0.473,-11.5,47.8,46.5
2009,RS,CIC,Basi,0.364,0.750,0.748,0.663,-52.4,77.1,62.7
2009,RVTY,NOC,Heal,0.495,0.478,0.481,0.583,-47.3,90.4,71.1
2009,RYN,NOC,Real,0.646,0.340,0.816,0.629,-28.6,47.1,49.8
2009,SAM,NOC,Cons,0.786,0.243,0.602,0.015,-38.1,130.9,95.3
2009,SBAC,NOC,Real,0.498,0.316,0.755,0.743,-31.7,72.8,65.2
2009,SFNC,NOC,Fina,0.289,0.675,0.507,0.075,6.8,5.9,38.8
2009,SHEN,NOC,Comm,0.437,0.405,0.689,0.143,33.7,-2.4,39.0
2009,SHOO,CIC,Cons,0.209,0.345,0.541,0.017,-1.9,131.9,82.3
2009,SIG,CIC,Cons,0.905,0.930,0.765,0.464,-54.9,124.6,82.1
2009,SIRI,NOC,Comm,0.811,0.886,0.993,0.201,-95.1,638.3,286.0
2009,SJM,NOC,Cons,0.476,0.699,0.964,0.964,-23.0,55.4,54.8
2009,SLAB,NOC,Tech,0.197,0.813,0.439,0.466,-26.3,88.9,59.5
2009,SM,CIC,Ener,0.665,0.638,0.049,0.146,-57.3,127.1,86.0
2009,SMG,CIC,Basi,0.801,0.095,0.226,0.721,-0.4,17.7,36.4
2009,SMTC,NOC,Tech,0.051,0.587,0.286,0.294,-12.8,52.7,63.5
2009,SNPS,NOC,Tech,0.000,0.005,0.718,0.772,-20.1,15.3,39.2
2009,SPH,NOC,Util,0.900,0.483,0.488,0.532,-0.6,21.7,37.0
2009,SR,NOC,Util,1.000,0.519,0.767,0.451,37.8,-30.5,23.5
2009,SRCE,NOC,Fina,0.672,0.871,0.697,0.119,-3.8,-12.1,31.3
2009,SSD,CIC,Basi,0.512,0.119,0.267,0.449,-15.9,19.7,35.1
2009,STE,NOC,Heal,0.138,0.012,0.585,0.587,10.4,0.6,32.4
2009,STN,CIC,Indu,0.891,0.532,0.932,0.381,-45.1,36.6,51.5
2009,STRA,NOC,Cons,0.359,0.015,0.908,0.767,11.1,12.9,32.7
2009,STX,NOC,Tech,0.684,0.578,0.027,0.684,-80.3,327.3,159.9
2009,SWK,CIC,Indu,0.061,0.199,0.318,0.784,-28.7,53.0,48.3
2009,SWKS,NOC,Tech,0.039,0.383,0.478,0.367,-28.9,196.0,101.8
2009,SYNA,NOC,Tech,0.095,0.500,0.913,0.335,3.0,39.3,59.2
2009,TAC,NOC,Util,0.757,0.583,0.879,0.903,-43.0,20.0,39.6
2009,TDG,CIC,Indu,0.333,0.413,0.883,0.675,-16.7,31.5,40.4
2009,TDY,NOC,Tech,0.323,0.087,0.573,0.476,-41.1,32.7,47.3
2009,TECK,CIC,Basi,0.922,0.641,0.374,0.617,-90.0,821.0,294.9
2009,TEN,CIC,Ener,0.269,0.667,0.175,0.966,-37.8,-15.7,30.1
2009,TEO,NOC,Comm,0.578,0.415,0.621,0.558,-67.1,153.7,111.1
2009,TER,NOC,Tech,0.527,0.553,0.010,0.396,-42.7,92.8,60.9
2009,TEX,CIC,Indu,0.454,0.449,0.131,0.522,-78.1,45.8,46.5
2009,TFII,CIC,Indu,0.063,0.874,0.148,0.044,-49.5,161.8,86.5
2009,TFSL,NOC,Fina,0.447,0.784,0.578,0.920,2.3,3.0,31.0
2009,THC,NOC,Heal,0.058,0.044,0.971,0.204,-78.8,436.5,191.4
2009,TIGO,NOC,Comm,0.944,0.660,0.850,0.998,-56.5,60.1,48.0
2009,TIMB,NOC,Comm,0.893,0.964,0.677,0.934,-58.2,70.2,72.5
2009,TK,CIC,Ener,0.767,0.420,0.837,0.549,-56.4,33.2,43.9
2009,TKR,CIC,Indu,0.481,0.512,0.260,0.468,-47.8,52.7,48.3
2009,TMUS,NOC,Comm,0.490,0.490,0.791,0.981,-10.9,-53.3,17.6
2009,TNK,CIC,Indu,0.864,0.265,0.910,0.002,-47.5,-4.0,30.1
2009,TOWN,NOC,Fina,0.354,0.289,0.694,0.121,11.2,-8.5,34.2
