yr,ticker,fecha,ret,ps
2017,CMRE,2017-01-26,4.34,0.7600
2017,CODI,2017-03-01,-0.60,0.9200
2017,CPA,2017-02-15,34.07,1.8900
2017,CRAI,2017-03-01,24.07,0.9600
2017,CW,2017-02-15,29.61,2.1100
2017,DAC,2017-02-21,-51.85,0.6000
2017,DXPE,2017-03-31,-13.49,0.6900
2017,DY,2017-03-01,13.00,1.0500
2017,EBF,2017-04-25,19.59,1.2200
2017,ENS,2017-02-08,-14.63,1.4600
2017,EPAC,2017-03-22,-15.40,1.4700
2017,ESLT,2017-03-22,14.67,1.5200
2017,FCN,2017-02-28,16.77,0.9300
2017,FIX,2017-02-23,27.85,0.7600
2017,FRO,2017-05-30,6.10,1.3000
2017,FSS,2017-02-28,43.75,1.2600
2017,FWRD,2017-02-08,27.27,1.4400
2017,GBX,2017-01-06,8.35,0.6200
2017,GEO,2017-02-22,-36.95,1.6300
2017,GNRC,2017-02-14,13.14,1.7500
2017,GRC,2017-02-03,-12.95,2.2600
2017,HEI,2017-02-28,54.47,4.0200
2017,HLIO,2017-02-27,50.05,5.2500
2017,HTLD,2017-01-26,-1.66,2.7800
2017,HUBG,2017-02-02,1.68,0.4100
2017,HURN,2017-02-23,-8.65,1.2100
2017,ICFI,2017-02-27,10.42,0.8500
2017,JBTM,2017-03-31,22.91,1.8400
2017,KAI,2017-02-23,57.86,1.6700
2017,KFY,2017-03-06,40.50,1.0800
2017,LNN,2017-03-30,4.13,1.8400
2017,MRCY,2017-01-23,55.98,3.7300
2017,MTZ,2017-02-23,38.87,0.5900
2017,PKE,2017-01-05,14.95,2.9100
2017,PRIM,2017-02-28,-4.14,0.6500
2017,RGR,2017-02-22,-5.96,1.4400
2017,STN,2017-02-23,-3.39,0.9300
2017,TREX,2017-02-21,57.15,4.3900
2017,TTEK,2017-02-01,16.80,0.9200
2017,WCC,2017-01-26,-9.84,0.5000
2017,WLFC,2017-03-10,12.05,2.3500
2017,WOR,2017-03-29,-15.22,0.7000
2017,WSO,2017-02-14,10.13,1.2600
2018,AAON,2018-02-27,7.53,3.3700
2018,AGX,2018-04-11,17.93,0.7600
2018,ALGT,2018-01-31,-21.04,1.6800
2018,ALNT,2018-03-14,30.50,1.7700
2018,AMRC,2018-03-06,76.87,0.6300
2018,ARCB,2018-01-31,15.50,0.3300
2018,ATI,2018-01-23,-14.01,1.0000
2018,ATRO,2018-02-26,-3.99,1.6000
2018,AVAV,2018-03-06,51.87,3.8700
2018,AXON,2018-02-27,120.99,4.1900
2018,AZZ,2018-05-15,11.99,1.3000
2018,BBSI,2018-02-27,1.97,0.6000
2018,CAR,2018-02-21,-24.51,0.3700
2018,CECO,2018-03-08,15.19,1.4000
2018,CLH,2018-02-28,36.33,0.9700
2018,CMCO,2018-02-06,-4.89,1.0800
2018,CMRE,2018-01-23,-21.88,1.1900
2018,CODI,2018-02-28,-4.37,0.7900
2018,CPA,2018-02-21,-28.48,2.2200
2018,CRAI,2018-02-15,8.80,1.0100
2018,CW,2018-02-21,-7.53,2.5400
2018,DAC,2018-02-12,-34.62,0.3200
2018,DXPE,2018-03-20,-3.24,0.5900
2018,DY,2018-02-28,-60.34,1.1800
2018,EBF,2018-04-24,-2.40,1.4000
2018,ENS,2018-02-07,33.36,1.1100
2018,EPAC,2018-03-21,5.96,1.2100
2018,ESLT,2018-03-20,-2.19,1.6900
2018,FCN,2018-02-22,59.67,0.9800
2018,FIX,2018-02-22,23.69,0.8800
2018,FRO,2018-02-28,65.89,1.0200
2018,FSS,2018-02-28,14.91,1.4200
2018,FWRD,2018-02-07,-1.03,1.6000
2018,GBX,2018-01-05,-22.83,0.7600
2018,GEO,2018-02-14,14.25,1.0900
2018,GNRC,2018-02-13,15.88,1.6800
2018,GRC,2018-02-09,17.04,1.9100
2018,HEI,2018-02-27,44.07,5.5900
2018,HLIO,2018-02-26,-32.94,4.5500
2018,HTLD,2018-02-12,-0.30,2.7600
2018,HUBG,2018-02-08,1.29,0.3700
2018,HURN,2018-02-27,28.08,1.1000
2018,ICFI,2018-02-27,28.08,0.8800
2018,JBTM,2018-03-31,-13.58,2.0500
2018,KAI,2018-02-15,-10.15,2.1600
2018,KFY,2018-03-06,7.22,1.3900
2018,LNN,2018-03-29,-6.92,1.8300
2018,MRCY,2018-01-23,3.22,5.2100
2018,MTZ,2018-02-27,-16.07,0.6400
2018,PKE,2018-01-04,0.69,3.7100
2018,PRIM,2018-02-26,-1.93,0.5200
2018,RGR,2018-02-21,25.92,1.6200
2018,STN,2018-02-22,-4.09,0.7300
2018,TREX,2018-02-21,40.13,5.8600
2018,TTEK,2018-01-31,1.31,0.9900
2018,WCC,2018-02-01,-21.62,0.4100
2018,WLFC,2018-03-13,45.29,1.9600
2018,WOR,2018-03-29,-14.32,0.4800
2018,WSO,2018-02-08,-13.42,1.4200
2019,AAON,2019-02-27,38.54,5.0200
2019,AGX,2019-04-10,-27.08,1.6300
2019,ALGT,2019-01-30,29.76,1.2100
2019,ALNT,2019-03-13,-23.78,1.8900
2019,AMRC,2019-03-06,31.35,1.0500
2019,ARCB,2019-01-30,-37.58,0.3500
2019,ATI,2019-01-22,-22.73,0.9300
2019,ATRO,2019-02-21,-39.38,1.2300
2019,AVAV,2019-03-05,-30.17,5.3800
2019,AXON,2019-02-26,28.06,8.5500
2019,AZZ,2019-01-08,7.94,1.2300
2019,BBSI,2019-02-26,5.10,0.6000
2019,CAR,2019-02-20,46.82,0.2500
2019,CECO,2019-03-07,-55.60,1.6800
2019,CLH,2019-02-27,14.31,1.1600
2019,CMCO,2019-01-31,2.60,0.9700
2019,CMRE,2019-01-23,71.71,1.0500
2019,CODI,2019-02-27,20.79,0.5700
2019,CPA,2019-02-13,13.16,1.5000
2019,CRAI,2019-02-28,-10.93,1.0100
2019,CW,2019-02-26,9.56,2.1600
2019,CYD,2019-04-10,-22.56,0.3000
2019,DAC,2019-02-19,-51.60,0.3900
2019,DXPE,2019-03-07,-27.35,0.4800
2019,DY,2019-02-27,-30.16,0.4300
2019,EBF,2019-04-22,-16.73,1.3000
2019,ENS,2019-02-06,-12.77,1.4200
2019,EPAC,2019-03-21,-23.34,1.2600
2019,ESLT,2019-03-19,-8.81,1.5100
2019,FCN,2019-02-26,46.63,1.4300
2019,FIX,2019-02-21,-12.51,0.8900
2019,FRO,2019-02-28,18.69,1.4600
2019,FSS,2019-02-28,23.03,1.3500
2019,FWRD,2019-02-07,15.00,1.2800
2019,GBX,2019-01-09,-27.86,0.5000
2019,GEO,2019-02-14,-22.55,1.1800
2019,GNRC,2019-02-14,121.83,1.6100
2019,GRC,2019-02-08,6.11,2.1000
2019,HEI,2019-02-26,21.09,6.9700
2019,HLIO,2019-02-25,2.43,2.4300
2019,HTLD,2019-01-22,1.00,2.6900
2019,HUBG,2019-02-07,21.77,0.3900
2019,HURN,2019-02-26,17.81,1.3400
2019,ICFI,2019-02-26,7.67,1.0500
2019,JBTM,2019-03-31,-20.50,1.5600
2019,KAI,2019-02-13,28.50,1.5800
2019,KFY,2019-03-07,-32.07,1.3200
2019,LNN,2019-01-08,21.37,1.7500
2019,MRCY,2019-01-29,54.09,4.2200
2019,MTZ,2019-02-28,21.31,0.4900
2019,PKE,2019-01-03,-18.20,5.0100
2019,PRIM,2019-02-28,-9.07,0.4100
2019,RGR,2019-02-20,-12.83,2.1300
2019,STN,2019-02-28,19.35,0.8400
2019,TREX,2019-02-14,31.10,6.7500
2019,TTEK,2019-01-30,77.66,0.9700
2019,WCC,2019-01-31,-3.36,0.3000
2019,WLFC,2019-03-13,-17.44,2.2500
2019,WOR,2019-03-20,-30.48,0.3400
2019,WSO,2019-02-14,21.75,1.1800
2020,AAON,2020-02-27,33.08,6.4700
2020,AGX,2020-04-14,46.68,2.4100
2020,ALGT,2020-01-29,18.51,1.4200
2020,ALNT,2020-03-11,49.37,1.2200
2020,AMRC,2020-03-02,163.48,1.2800
2020,ARCB,2020-01-30,85.06,0.2200
2020,ATI,2020-02-04,-7.74,0.7100
2020,ATRO,2020-02-26,-25.84,0.7200
2020,AVAV,2020-03-03,98.49,3.9900
2020,AXON,2020-02-27,107.34,8.7500
2020,AZZ,2020-01-09,5.65,1.2100
2020,BBSI,2020-02-25,-4.85,0.6400
2020,CAR,2020-02-19,5.84,0.3500
2020,CECO,2020-03-04,19.33,0.7400
2020,CLH,2020-02-26,14.60,1.2800
2020,CMCO,2020-02-04,11.31,1.0700
2020,CMRE,2020-01-28,1.96,1.5200
2020,CODI,2020-02-26,20.94,0.7600
2020,CPA,2020-02-12,-27.67,1.6800
2020,CRAI,2020-02-27,43.35,0.7900
2020,CW,2020-02-26,-8.33,2.2600
2020,CYD,2020-05-26,17.31,0.2000
2020,DAC,2020-02-10,584.55,0.3200
2020,DXPE,2020-03-06,40.64,0.3400
2020,DY,2020-02-26,188.00,0.2900
2020,EBF,2020-04-20,21.60,0.9900
2020,ENS,2020-02-05,21.52,1.0700
2020,EPAC,2020-03-19,27.16,1.8200
2020,ESLT,2020-03-25,16.49,1.1700
2020,FCN,2020-02-25,5.96,1.7800
2020,FIX,2020-02-26,37.78,0.6400
2020,FRO,2020-02-27,-3.15,1.3500
2020,FSS,2020-02-27,20.90,1.4900
2020,FWRD,2020-02-06,26.67,1.3600
2020,GBX,2020-01-08,29.43,0.2900
2020,GEO,2020-02-12,-51.58,0.8600
2020,GNRC,2020-02-13,173.10,3.3200
2020,GRC,2020-02-07,-7.99,2.2900
2020,HEI,2020-02-25,16.79,7.4300
2020,HLIO,2020-02-24,70.67,2.2900
2020,HTLD,2020-01-23,-4.99,2.7900
2020,HUBG,2020-02-06,2.46,0.5000
2020,HURN,2020-02-25,-5.82,1.4600
2020,ICFI,2020-02-27,8.82,1.0200
2020,JBTM,2020-03-31,79.53,1.2000
2020,KAI,2020-02-12,30.48,1.8400
2020,KFY,2020-03-10,95.06,0.8400
2020,LNN,2020-01-09,32.21,2.5800
2020,MRCY,2020-01-28,-3.86,5.9400
2020,MTZ,2020-02-27,67.51,0.5500
2020,PKE,2020-01-09,-14.23,5.6300
2020,PRIM,2020-02-25,57.65,0.3500
2020,RGR,2020-02-19,31.91,2.2500
2020,STN,2020-02-26,31.37,0.9000
2020,TREX,2020-02-24,95.11,8.0600
2020,TTEK,2020-01-29,44.16,1.5600
2020,WCC,2020-01-30,51.30,0.2600
2020,WLFC,2020-03-11,7.16,1.5600
2020,WOR,2020-03-26,148.98,0.2600
2020,WSO,2020-02-13,43.07,1.4000
2021,AAON,2021-02-25,-23.59,7.9600
2021,AGX,2021-04-14,-26.65,2.1900
2021,ALGT,2021-02-03,-8.89,3.1500
2021,ALNT,2021-03-10,-26.18,1.8700
2021,AMRC,2021-03-01,6.02,2.9000
2021,ARCB,2021-02-02,97.41,0.4300
2021,ATI,2021-01-28,20.66,0.7700
2021,ATRO,2021-02-23,-10.91,0.8200
2021,AVAV,2021-03-09,-31.39,6.5500
2021,AXON,2021-02-25,-18.61,15.3500
2021,AZZ,2021-01-11,7.40,1.4600
2021,BBSI,2021-03-03,-17.87,0.6500
2021,CAR,2021-02-16,326.06,0.5900
2021,CECO,2021-03-03,-37.79,0.9600
2021,CLH,2021-02-24,4.47,1.5700
2021,CMCO,2021-01-28,3.63,1.5300
2021,CMRE,2021-02-01,79.36,1.6500
2021,CODI,2021-02-24,2.19,0.9700
2021,CPA,2021-02-10,14.38,4.1200
2021,CRAI,2021-03-04,36.71,0.9900
2021,CW,2021-02-24,11.72,2.0800
2021,CYD,2021-03-31,-23.51,0.1800
2021,DAC,2021-02-16,146.97,2.1000
2021,DXPE,2021-03-09,-11.55,0.6200
2021,DY,2021-03-03,3.96,0.8600
2021,EBF,2021-04-20,-12.57,1.4700
2021,ENS,2021-02-10,-20.64,1.3800
2021,EPAC,2021-03-24,-10.45,3.1300
2021,ESLT,2021-03-24,57.11,1.3100
2021,FCN,2021-02-25,21.84,1.6800
2021,FIX,2021-02-25,34.77,0.8000
2021,FRO,2021-02-19,11.52,1.1900
2021,FSS,2021-02-25,-7.96,1.9500
2021,FWRD,2021-02-11,29.04,1.7100
2021,GBX,2021-01-06,22.57,0.4900
2021,GEO,2021-02-16,-24.07,0.4400
2021,GNRC,2021-02-11,0.10,8.1800
2021,GRC,2021-02-05,12.74,2.4200
2021,HEI,2021-02-23,4.00,10.7300
2021,HLIO,2021-03-01,16.08,4.1500
2021,HTLD,2021-01-19,-18.08,2.4200
2021,HUBG,2021-02-04,33.38,0.5500
2021,HURN,2021-02-23,-20.55,1.4700
2021,ICFI,2021-02-25,4.34,1.0600
2021,JBTM,2021-03-31,-11.15,2.5400
2021,KAI,2021-02-17,43.05,2.6800
2021,KFY,2021-02-22,2.71,1.9100
2021,LNN,2021-01-07,0.00,3.1900
2021,MRCY,2021-02-02,-24.94,4.9400
2021,MTZ,2021-02-25,3.66,1.0200
2021,PKE,2021-01-07,-7.81,6.1900
2021,PRIM,2021-02-22,-21.28,0.4600
2021,RGR,2021-02-17,-4.91,2.1400
2021,STN,2021-02-24,32.85,1.2300
2021,TREX,2021-02-22,-8.33,13.2100
2021,TTEK,2021-01-27,9.31,2.3800
2021,WCC,2021-02-09,70.84,0.3200
2021,WLFC,2021-03-15,-10.78,2.3200
2021,WOR,2021-03-24,-2.37,0.7400
2021,WSO,2021-02-11,8.16,1.9000
2022,AAON,2022-02-28,39.16,5.9100
2022,AGX,2022-04-13,-1.71,1.2200
2022,ALGT,2022-02-02,-52.10,1.8400
2022,ALNT,2022-03-09,23.24,1.2700
2022,AMRC,2022-02-28,-19.38,2.8000
2022,ARCB,2022-02-01,-7.40,0.6200
2022,ATI,2022-02-02,76.29,1.0000
2022,ATRO,2022-03-02,10.56,0.8500
2022,AVAV,2022-03-03,19.99,4.0400
2022,AXON,2022-02-24,53.91,10.4500
2022,AZZ,2022-01-10,-20.93,1.5200
2022,BBSI,2022-03-02,58.24,0.4800
2022,CAR,2022-02-14,13.25,1.2100
2022,CECO,2022-03-14,174.72,0.5800
2022,CLH,2022-02-23,43.10,1.3400
2022,CMCO,2022-01-27,-10.64,1.4700
2022,CMRE,2022-03-09,-32.74,1.7500
2022,CODI,2022-02-24,-9.77,0.8100
2022,CPA,2022-02-09,8.22,2.5000
2022,CRAI,2022-03-03,25.43,1.1600
2022,CW,2022-02-23,28.65,2.1100
2022,CYD,2022-02-24,-23.56,0.1300
2022,DAC,2022-02-07,-39.15,2.8700
2022,DXPE,2022-03-25,-4.26,0.5000
2022,DY,2022-03-02,7.09,0.8900
2022,EBF,2022-04-25,13.47,1.1500
2022,ENS,2022-02-09,15.57,0.9700
2022,EPAC,2022-03-23,31.29,2.3000
2022,ESLT,2022-03-29,-21.19,1.8300
2022,FCN,2022-02-24,27.39,1.8200
2022,FIX,2022-02-23,46.82,1.0000
2022,FRO,2022-02-17,129.40,2.1700
2022,FSS,2022-03-01,72.15,1.7100
2022,FWRD,2022-02-09,3.39,1.8000
2022,GBX,2022-01-07,-35.87,0.7900
2022,GEO,2022-02-17,53.29,0.3500
2022,GNRC,2022-02-16,-57.27,5.4700
2022,GRC,2022-02-04,-20.43,2.5200
2022,HEI,2022-02-23,26.89,9.8000
2022,HLIO,2022-02-28,-14.44,2.9400
2022,HTLD,2022-01-20,3.49,2.0500
2022,HUBG,2022-02-08,21.43,0.6100
2022,HURN,2022-02-24,50.88,1.0800
2022,ICFI,2022-02-24,12.06,1.0900
2022,JBTM,2022-03-31,-7.75,1.9800
2022,KAI,2022-02-16,-4.71,3.1200
2022,KFY,2022-03-09,-8.05,1.3700
2022,LNN,2022-01-06,16.60,2.4500
2022,MRCY,2022-02-01,-11.20,3.2800
2022,MTZ,2022-02-24,6.56,0.8500
2022,PKE,2022-01-06,-5.45,4.8800
2022,PRIM,2022-02-28,-1.55,0.4100
2022,RGR,2022-02-23,-13.85,1.5800
2022,STN,2022-02-23,2.22,1.5800
2022,TREX,2022-02-28,-44.03,8.8700
2022,TTEK,2022-02-02,11.99,2.3300
2022,WCC,2022-02-15,26.62,0.3800
2022,WLFC,2022-03-14,82.42,2.2900
2022,WOR,2022-03-22,-14.51,0.4100
2022,WSO,2022-02-10,20.24,1.6700
2023,AAON,2023-02-27,59.95,5.0300
2023,AGX,2023-04-12,26.51,1.1700
2023,ALGT,2023-02-01,-13.38,0.6600
2023,ALNT,2023-03-07,-16.17,1.3300
2023,AMRC,2023-02-27,-60.68,1.5100
2023,ARCB,2023-02-03,59.84,0.4200
2023,ATI,2023-02-02,-0.70,1.5200
2023,ATRO,2023-03-02,24.22,0.7900
2023,AVAV,2023-03-06,49.19,4.5000
2023,AXON,2023-02-28,35.70,12.2800
2023,AZZ,2023-01-09,35.20,0.8000
2023,BBSI,2023-03-01,19.17,0.6500
2023,CAR,2023-02-13,-23.65,0.7700
2023,CECO,2023-03-06,29.19,1.2000
2023,CLH,2023-03-01,36.14,1.4000
2023,CMCO,2023-02-01,2.06,1.1800
2023,CMRE,2023-02-08,7.29,0.8300
2023,CODI,2023-03-01,4.88,0.6900
2023,CPA,2023-02-15,5.08,1.2800
2023,CRAI,2023-03-02,21.16,1.3500
2023,CW,2023-02-21,36.37,2.6000
2023,CYD,2023-02-23,-3.98,0.1300
2023,DAC,2023-02-14,27.32,1.2100
2023,DXPE,2023-03-27,46.19,0.3600
2023,DY,2023-03-01,30.46,0.7600
2023,EBF,2023-04-24,-5.04,1.2100
2023,ENS,2023-02-08,13.68,0.9800
2023,EPAC,2023-03-21,26.80,2.7200
2023,ESLT,2023-03-28,19.28,1.3900
2023,FCN,2023-02-23,22.50,2.1300
2023,FIX,2023-02-22,100.04,1.0800
2023,FRO,2023-02-28,19.33,2.9300
2023,FSS,2023-03-01,45.42,2.4700
2023,FWRD,2023-02-08,-65.71,1.5400
2023,GBX,2023-01-06,62.53,0.2900
2023,GEO,2023-02-14,17.78,0.5200
2023,GNRC,2023-02-15,-8.72,1.8800
2023,GRC,2023-02-03,18.69,1.4500
2023,HEI,2023-02-27,13.92,10.3500
2023,HLIO,2023-02-27,-33.63,2.4700
2023,HTLD,2023-02-03,-20.65,1.3300
2023,HUBG,2023-02-02,-1.65,0.5600
2023,HURN,2023-02-28,52.96,1.2200
2023,ICFI,2023-02-28,56.23,1.0700
2023,JBTM,2023-03-31,-7.20,1.9700
2023,KAI,2023-02-15,57.51,2.5900
2023,KFY,2023-03-08,11.58,1.0500
2023,LNN,2023-01-05,-18.92,2.3000
2023,MRCY,2023-01-31,-39.48,2.8100
2023,MTZ,2023-02-23,-22.14,0.7700
2023,PKE,2023-01-05,12.80,4.8300
2023,PRIM,2023-02-27,56.16,0.3200
2023,RGR,2023-02-22,-21.67,1.6800
2023,STN,2023-02-22,61.87,1.3400
2023,TREX,2023-02-27,84.55,5.0700
2023,TTEK,2023-02-01,0.22,2.3900
2023,WCC,2023-02-14,-20.00,0.4100
2023,WLFC,2023-03-09,-19.13,3.7200
2023,WOR,2023-03-22,94.50,0.3600
2023,WSO,2023-02-16,18.53,1.7300
