ticker,yr,fecha,f4,sector,ret,ps,mcap,mom,r40,sdmb,sdcr,mb,cr
CTRA,2009,2009-02-12,2010-02-21,desconocido,44.18,3.1200,2950.9,-34.47,0.5736,0.03537,0.21392,0.7234,0.1988
CTXS,2009,2009-01-28,2010-01-27,desconocido,73.54,2.7600,4370.1,-24.57,0.1922,0.01239,0.07026,0.8880,0.0404
CVBF,2009,2009-01-22,2010-01-21,Financial Services,22.48,2.6700,691.3,-8.17,1.0331,0.04022,0.31347,0.4714,0.8653
CVLT,2009,2009-02-04,2010-02-03,Technology,71.18,2.4000,564.0,-32.40,0.2962,0.00687,0.08221,0.8694,0.1939
CW,2009,2009-02-17,2010-02-15,Industrials,1.39,0.7300,1336.0,-28.05,0.1342,0.00926,0.10292,0.3400,0.0199
CYH,2009,2009-02-19,2010-02-17,desconocido,85.99,0.1600,1734.4,-40.16,0.2289,0.01449,0.52194,0.4566,0.1346
DAR,2009,2009-03-04,2010-03-03,Consumer Defensive,84.88,0.4600,371.4,-67.31,-0.2855,0.04787,0.30658,0.1285,-0.1539
DBI,2009,2009-03-25,2010-03-16,desconocido,185.68,0.2800,409.6,-30.88,0.0131,0.03622,0.05398,0.2065,0.0470
DCOM,2009,2009-03-16,2010-01-26,Financial Services,27.08,4.9900,612.1,-11.63,0.1513,0.03089,0.17047,0.3999,0.0030
DCP,2009,2009-02-25,2010-03-03,desconocido,-11.49,0.2400,363.0,-24.66,0.8001,0.17296,0.52081,0.4867,0.3972
DDT,2009,2009-01-31,2010-01-30,desconocido,218.94,0.0600,409.8,-71.14,0.2271,0.17604,0.02446,0.3062,-0.0571
DECK,2009,2009-02-26,2010-02-25,Consumer Cyclical,100.68,1.0100,696.3,-58.18,0.7725,0.02919,0.16234,0.4530,0.5625
DINO,2009,2009-02-17,2010-02-25,Energy,3.18,0.2200,1290.9,-52.81,-0.2637,0.06028,0.32008,0.1303,-0.3585
DIOD,2009,2009-02-09,2010-02-09,Technology,115.02,0.7900,341.9,-66.17,-0.2457,0.02746,0.14772,0.2625,-0.1901
DISH,2009,2009-03-02,2010-03-01,desconocido,116.52,0.3800,4414.5,-65.97,0.1858,0.08247,0.04882,0.2395,0.0104
DK,2009,2009-03-05,2010-03-11,Energy,33.06,0.0700,323.1,-63.95,-0.5341,0.20074,0.38489,0.5758,-0.5708
DKS,2009,2009-03-10,2010-03-09,Consumer Cyclical,98.21,0.3500,1445.5,-49.37,-0.0811,0.01078,0.12186,0.2917,-0.0042
DLR,2009,2009-02-26,2010-02-25,Real Estate,78.41,4.0700,2146.7,-23.39,0.6641,0.01467,0.08439,0.6633,0.3891
DLX,2009,2009-01-22,2010-01-28,Communication Services,55.08,0.3900,572.8,-49.38,0.0315,0.01877,0.04481,0.6373,-0.1462
DMC,2009,2009-02-25,2010-03-02,Consumer Defensive,8.18,0.3500,1235.9,-43.55,0.0123,0.01579,0.05166,0.0824,-0.0203
DMLP,2009,2009-05-07,2010-02-25,Energy,12.05,6.4200,536.5,-10.63,-0.0934,0.00991,0.44775,0.9163,-0.5184
DRI,2009,2009-03-17,2010-03-23,Consumer Cyclical,46.88,0.5200,3675.2,0.11,0.0898,0.02012,0.21819,0.2251,-0.0069
DRQ,2009,2009-02-27,2010-02-26,desconocido,160.32,1.5100,819.6,-55.07,0.2676,0.01108,0.08077,0.4354,0.0210
DSX,2009,2009-02-19,2010-02-23,desconocido,-3.24,2.9900,1008.8,-52.91,1.0908,0.12495,0.20384,0.4696,0.4322
DTE,2009,2009-02-23,2010-02-22,Utilities,55.45,0.4300,4011.5,-32.62,0.6837,0.08482,0.28546,0.5512,0.5445
DVA,2009,2009-02-10,2010-02-10,Healthcare,28.23,0.8700,4924.4,-12.47,0.2232,0.00708,0.01659,0.3078,0.0783
DWA,2009,2009-03-31,2010-03-31,desconocido,82.07,2.6300,1967.8,-16.06,0.2065,0.05986,0.74421,0.4126,-0.0625
DXC,2009,2009-02-10,2010-02-10,Technology,34.29,0.1700,2909.1,-7.77,0.0325,0.01433,0.06587,0.2199,-0.0499
EA,2009,2009-02-03,2010-02-08,Technology,12.84,1.1100,4972.8,-67.28,-0.0833,0.10483,0.44175,0.4407,0.1005
EBS,2009,2009-03-05,2010-03-04,desconocido,-14.59,3.0700,548.2,153.70,-0.5773,0.02957,0.51500,0.8078,-0.6012
EDU,2009,2009-01-19,2010-01-19,Consumer Defensive,57.46,7.5500,1932.5,-20.30,0.5347,0.06130,1.05971,0.5606,0.5171
EEFT,2009,2009-02-24,2010-02-16,Technology,100.21,0.4600,482.1,-53.87,-0.8058,0.01580,0.23846,0.3490,-0.0303
EG,2009,2009-03-31,2010-03-31,Financial Services,14.31,1.2100,4356.1,-20.92,0.0029,0.08950,0.20472,0.3425,0.0791
EGO,2009,2009-02-18,2010-03-18,Basic Materials,54.20,10.9100,3213.5,31.27,1.6116,0.07981,0.86932,0.6516,1.1856
EGY,2009,2009-03-16,2010-03-16,Energy,-15.95,1.7700,300.1,1.78,-0.5597,0.17606,0.65882,0.3840,-0.5543
ELY,2009,2009-01-27,2010-01-26,desconocido,-8.90,0.4900,547.4,-51.17,-0.1851,0.05532,0.10384,0.3508,-0.0180
EMBJ,2009,2009-03-26,2010-03-18,Industrials,59.85,0.2200,2621.6,-64.90,0.2782,0.07851,0.20715,0.4090,0.1272
ENDPQ,2009,2009-02-27,2010-02-22,desconocido,12.80,1.8100,2281.6,-28.86,0.4655,0.01453,0.04378,0.7792,0.1404
ENG,2009,2009-03-16,2010-03-04,desconocido,-23.66,1.7400,858.4,-54.78,0.4782,0.02138,0.12669,0.1142,0.4290
ENS,2009,2009-02-04,2010-02-03,Industrials,119.62,0.2100,453.9,-62.63,-0.0828,0.01412,0.20114,0.2203,-0.1672
EPAC,2009,2009-03-18,2010-03-17,Industrials,155.56,0.3400,519.8,-73.10,-0.2101,0.01215,0.16982,0.3173,-0.2501
EPC,2009,2009-01-27,2010-01-26,Consumer Defensive,17.71,0.5100,2133.6,-47.78,0.0896,0.01238,0.15505,0.4926,-0.1239
EPIQ,2009,2009-03-31,2010-03-31,desconocido,-31.06,3.0000,747.9,16.17,0.0473,0.01316,0.31962,0.1293,0.0208
EQIX,2009,2009-02-11,2010-02-10,Real Estate,60.09,3.0500,2149.3,-20.14,0.5035,0.02834,0.24690,0.4320,0.3746
EQT,2009,2009-01-29,2010-01-28,Energy,25.18,1.6000,2522.4,-36.41,0.2619,0.17194,0.10124,0.9411,0.0625
ERF,2009,2009-02-26,2010-02-24,desconocido,27.87,1.5000,2829.7,-60.16,0.9318,0.09959,0.54206,0.6602,-0.6934
ERJ,2009,2009-04-29,2010-04-30,desconocido,44.71,0.2500,2979.1,-60.34,0.1626,0.08153,0.20715,0.2718,0.1272
ES,2009,2009-02-17,2010-02-23,Utilities,13.74,0.6200,3596.1,-15.20,0.2541,0.05773,0.11287,0.5096,0.1358
ESLT,2009,2009-03-11,2010-03-10,Industrials,41.09,0.6900,1820.4,-25.30,0.2698,0.01618,0.11259,0.2914,0.1807
ESS,2009,2009-02-04,2010-02-04,Real Estate,25.79,3.7200,1528.1,-39.36,0.2310,0.00359,0.03518,0.6753,0.1044
EVRG,2009,2009-02-27,2010-02-25,Utilities,30.41,0.9600,1765.4,-25.65,0.1606,0.04433,0.06093,0.6641,0.0337
EWBC,2009,2009-01-27,2010-01-26,Financial Services,84.14,1.2000,589.0,-62.52,-0.3604,0.16879,0.37894,0.2687,-0.2898
EXP,2009,2009-02-05,2010-01-27,Basic Materials,10.70,1.4400,919.3,-39.36,-0.0906,0.08233,0.03629,0.1500,-0.2033
EXPE,2009,2009-02-19,2010-02-11,Consumer Cyclical,169.24,0.3900,1145.4,-66.69,-4.7206,0.00788,0.10625,0.7794,-0.0669
EXR,2009,2009-02-18,2010-02-22,Real Estate,91.08,1.8800,513.7,-56.69,0.4243,0.01411,0.06113,0.6765,0.0872
FARM,2009,2009-05-11,2010-02-09,desconocido,-24.40,1.1400,326.4,-3.03,0.1809,0.14179,0.09115,0.4983,0.1996
FBP,2009,2009-02-03,2010-02-01,Financial Services,-66.99,0.8700,662.3,-23.78,0.0671,0.03239,0.30016,0.3145,0.0405
FCF,2009,2009-01-26,2010-01-28,Financial Services,-37.56,2.8000,824.4,-12.22,0.8544,0.02223,0.31977,0.5628,0.7446
FCFS,2009,2009-01-27,2010-01-27,Financial Services,38.69,1.2700,488.7,18.96,0.1009,0.06370,0.31789,0.5791,-0.0899
FCN,2009,2009-03-02,2010-02-26,Industrials,-11.36,1.7200,2224.2,-25.82,0.3321,0.01136,0.12947,0.4722,0.1510
FCNCA,2009,2009-02-27,2010-01-25,Financial Services,65.18,0.9900,1115.6,-27.70,-0.0608,0.03111,0.09600,0.6511,-0.1295
FCNCB,2009,2009-02-27,2010-03-01,desconocido,40.59,1.6300,1323.4,-32.72,0.0595,0.03111,0.03154,0.6511,-0.0092
FCS,2009,2009-03-29,2010-03-28,desconocido,192.05,0.3600,450.0,-69.38,-1.3733,0.01520,0.63968,0.2679,-0.6630
FFBC,2009,2009-01-28,2010-03-16,Financial Services,98.28,1.8900,345.7,-14.02,0.2126,0.03668,0.17016,0.5595,0.1701
FFIV,2009,2009-01-21,2010-01-20,Technology,140.95,2.6600,1759.7,9.02,0.2381,0.00432,0.09021,0.7824,0.0738
FHN,2009,2009-02-26,2010-02-26,Financial Services,36.32,0.7900,2189.2,-48.26,-0.0802,0.11911,0.40916,0.3927,0.0493
FICO,2009,2009-01-28,2010-01-27,Technology,41.55,1.0800,775.7,-27.33,-0.0564,0.00829,0.06599,0.6389,-0.1802
FIS,2009,2009-02-10,2010-02-04,Technology,42.32,0.8100,3157.8,-25.46,-0.2637,0.03213,0.27316,0.2187,-0.3722
FIX,2009,2009-02-26,2010-03-01,Industrials,42.20,0.2500,332.1,-23.50,0.1830,0.02052,0.09252,0.2215,0.1219
FLG,2009,2009-03-31,2010-03-31,Financial Services,48.08,2.4000,3827.2,-38.69,0.3076,0.07635,0.14558,0.4911,-0.0198
FMC,2009,2009-02-04,2010-02-04,Basic Materials,14.22,0.8900,2772.6,-14.36,0.1804,0.01826,0.07611,0.2978,0.0940
FNB,2009,2009-01-26,2010-01-25,Financial Services,-7.80,1.7700,698.8,-41.34,0.0796,0.10527,0.32379,0.3181,0.3300
FNF,2009,2009-02-04,2010-02-03,Financial Services,-22.37,0.5400,2338.2,-3.36,-0.2331,0.20814,0.22839,0.9190,-0.2111
FOR,2009,2009-02-04,2010-02-03,Real Estate,66.73,2.4300,388.1,-54.81,0.2594,0.01974,0.19018,0.6040,0.0378
FRO,2009,2009-02-26,2010-02-26,Industrials,29.07,0.6800,1624.3,-55.44,1.0694,0.08437,0.41480,0.5746,0.8752
FSS,2009,2009-02-26,2010-02-23,Industrials,7.40,0.3400,326.0,-44.88,-0.2437,0.02877,0.16150,0.2610,-0.2889
FUL,2009,2009-01-19,2010-01-12,Basic Materials,72.97,0.4600,640.1,-39.65,0.4599,0.02520,0.07679,0.2492,0.1402
FULT,2009,2009-03-02,2010-03-01,Financial Services,55.05,1.2300,1076.8,-47.21,-0.7108,0.07892,0.27669,0.3548,-0.1958
FWRD,2009,2009-02-09,2010-02-08,Industrials,0.55,1.3300,631.0,-26.95,0.1921,0.11352,0.09891,0.6610,0.0783
GBCI,2009,2009-01-29,2010-01-28,Financial Services,7.92,2.6100,771.9,-23.37,0.4199,0.01972,0.34625,0.6662,0.1445
GCO,2009,2009-03-05,2010-03-04,desconocido,106.51,0.2000,310.3,-37.81,0.0538,0.01088,0.04349,0.4856,-0.0327
GDP,2009,2009-02-25,2010-02-24,desconocido,-25.75,4.1800,903.1,-1.51,0.2527,0.07161,0.61637,0.7081,0.3594
GEL,2009,2009-02-25,2010-02-24,Energy,93.31,0.1800,385.5,-48.27,-0.1486,0.01307,0.93381,0.0901,-0.1796
GENN,2009,2009-02-10,2010-02-09,desconocido,-35.59,0.4700,344.7,-30.34,0.2001,0.02502,0.07674,0.1946,0.0698
GEO,2009,2009-02-12,2010-02-22,Industrials,41.69,0.6900,720.3,-45.87,-0.0098,0.02968,0.14352,0.2651,-0.1547
GES,2009,2009-03-17,2010-03-17,desconocido,198.27,0.7000,1465.4,-54.20,0.2123,0.01818,0.19314,0.4053,0.0903
GIB,2009,2009-01-27,2010-01-27,Technology,70.01,0.6900,2529.9,-19.82,0.2850,0.00425,0.08864,0.1632,0.1673
GIL,2009,2009-02-11,2010-02-09,Consumer Cyclical,119.96,1.0500,1241.8,-71.36,-0.2448,0.04123,0.20040,0.2114,-0.2692
GLT,2009,2009-02-12,2010-02-11,desconocido,81.07,3.3900,4316.2,-48.04,0.1036,0.02556,0.23721,0.1465,0.0358
GME,2009,2009-03-26,2010-03-18,Consumer Cyclical,-19.24,0.5000,4402.9,-46.05,0.3274,0.01477,0.16249,0.2403,0.2186
GNTX,2009,2009-01-29,2010-01-28,Consumer Cyclical,118.37,1.8900,1179.0,-45.50,-0.2039,0.02592,0.15328,0.2838,-0.2837
GPN,2009,2009-01-06,2010-01-07,Financial Services,49.63,1.9800,2823.7,-23.09,0.3978,0.01398,0.04606,0.6416,0.1849
GRC,2009,2009-02-12,2010-02-11,Industrials,2.59,1.1900,393.5,-14.46,0.1353,0.01400,0.05167,0.2058,0.0543
GRMN,2009,2009-02-23,2010-02-24,Technology,99.32,0.9400,3284.4,-74.75,0.0869,0.03282,0.36915,0.4108,-0.1387
GT,2009,2009-02-18,2010-02-18,Consumer Cyclical,124.14,0.0800,1559.0,-76.54,-0.2310,0.02990,0.09399,0.1134,-0.1986
GTE,2009,2009-02-26,2010-02-26,desconocido,132.63,4.4200,504.0,-44.08,0.0048,0.17635,1.15177,0.5807,0.2328
GXP,2009,2009-03-31,2010-03-31,desconocido,37.86,0.9000,1612.5,-45.35,-0.4063,0.17767,0.38627,0.6411,-0.4921
HEI,2009,2009-02-24,2010-02-24,Industrials,36.87,1.5700,908.2,-27.55,0.1358,0.01059,0.11653,0.3366,-0.0287
HELE,2009,2009-01-08,2010-01-11,Consumer Defensive,80.83,0.6400,402.1,-11.61,-0.0098,0.01397,0.06619,0.3962,-0.1176
HEP,2009,2009-02-03,2010-02-11,desconocido,45.45,4.0500,478.3,-29.49,0.7110,0.03180,0.15034,0.6952,0.2698
HGGGQ,2009,2009-02-05,2010-02-04,desconocido,94.26,0.2300,311.9,-24.18,0.1393,0.00716,0.08083,0.3135,0.0658
HI,2009,2009-02-06,2010-02-04,desconocido,-3.24,1.7400,1186.2,6.44,0.2557,0.01647,0.02413,0.4192,0.0221
HIMX,2009,2009-02-18,2010-02-08,Technology,72.51,0.3900,324.8,-66.54,-0.7059,0.02395,0.28460,0.2099,-0.5347
HL,2009,2009-02-23,2010-02-17,Basic Materials,217.65,1.6700,337.3,-83.33,-1.3167,0.11685,0.28025,0.1654,-0.5427
HLIT,2009,2009-01-29,2010-02-04,Technology,17.53,1.3200,481.8,-47.54,0.1856,0.03779,0.08634,0.4975,0.1087
HNI,2009,2009-02-17,2010-02-09,Consumer Cyclical,113.64,0.2100,520.3,-63.01,0.0466,0.01259,0.03024,0.3298,-0.0457
HOLX,2009,2009-02-02,2010-02-01,desconocido,27.40,1.7900,3100.8,-62.80,0.3739,0.04726,0.47211,0.5374,0.1556
HP,2009,2009-01-29,2010-01-28,Energy,96.83,1.0800,2379.9,-43.05,0.7225,0.01204,0.05483,0.4695,0.3659
HTLD,2009,2009-01-22,2010-01-27,Industrials,8.92,2.0000,1251.2,-8.25,0.2309,0.09222,0.06818,0.8020,-0.0704
HUBG,2009,2009-01-29,2010-01-28,Industrials,23.69,0.4100,762.8,-26.59,0.0201,0.00897,0.10304,0.1250,-0.0337
HUN,2009,2009-02-26,2010-02-19,Basic Materials,464.81,0.0500,510.8,-90.03,-0.1923,0.02602,0.13274,0.0805,-0.1343
HURN,2009,2009-02-24,2010-02-23,Industrials,-44.18,1.1600,779.7,-26.93,0.3786,0.01591,0.28005,0.3881,0.2201
HWC,2009,2009-01-20,2010-01-19,Financial Services,37.48,2.6300,1050.2,-7.67,0.4527,0.04632,0.17936,0.5636,0.3763
IAC,2009,2009-02-03,2010-02-09,desconocido,44.87,0.2600,375.8,-26.12,-0.2329,0.08623,0.38229,0.6575,-0.0736
IART,2009,2009-03-02,2010-03-01,Healthcare,87.63,0.9600,628.4,-45.80,0.2493,0.01043,0.15251,0.6092,0.1061
IBOC,2009,2009-02-25,2010-03-01,Financial Services,104.87,0.9500,716.7,-51.66,0.1554,0.05325,0.07122,0.6879,-0.1115
ICFI,2009,2009-03-11,2010-03-09,Industrials,9.64,0.4900,341.7,-6.95,-0.0616,0.04172,0.95270,0.3524,-0.1314
ICUI,2009,2009-02-02,2010-02-01,Healthcare,10.01,2.2500,460.6,-16.44,0.4671,0.02463,0.14236,0.4634,0.2459
IFF,2009,2009-02-05,2010-02-09,Basic Materials,26.99,1.0600,2532.7,-18.06,0.0968,0.01032,0.04266,0.3981,-0.0260
IIVI,2009,2009-01-21,2010-01-19,desconocido,57.90,3.4900,1168.5,-37.96,0.2283,0.01748,0.08304,0.4223,0.0003
ILMN,2009,2009-02-03,2010-02-04,Healthcare,30.85,6.2300,3571.2,-13.73,0.6533,0.01375,0.32855,0.6604,0.4291
INFN,2009,2009-01-29,2010-01-26,desconocido,-6.25,1.5600,810.0,-18.35,0.2355,0.08066,0.78026,0.3822,0.3056
IPGP,2009,2009-02-24,2010-02-23,Technology,74.69,1.7600,403.2,-48.11,0.3110,0.01556,0.09077,0.4559,0.0568
IPI,2009,2009-03-05,2010-03-01,desconocido,67.31,3.2700,1276.3,-66.19,0.9448,0.14914,0.70816,0.6042,0.4471
ISRG,2009,2009-01-22,2010-01-21,Healthcare,217.06,4.2700,3735.9,-62.19,0.5795,0.01986,0.14789,0.7141,0.2222
IT,2009,2009-02-05,2010-02-09,Industrials,89.22,0.8200,1048.8,-35.48,0.1575,0.02039,0.05060,0.5613,-0.0031
ITRI,2009,2009-02-18,2010-02-17,Technology,16.82,0.9600,1833.2,-29.18,-0.0516,0.03089,0.98028,0.3356,-0.1002
J,2009,2009-01-26,2010-01-25,Industrials,-1.52,0.3500,4204.5,-48.07,0.3646,0.00946,0.12241,0.1353,0.3078
JACK,2009,2009-02-17,2010-02-17,desconocido,-2.60,0.5300,1278.0,-22.21,-0.0717,0.07975,0.24963,0.1633,-0.1417
JAKK,2009,2009-02-18,2010-03-02,desconocido,-20.94,0.4900,442.7,-43.54,-0.0224,0.01524,0.07787,0.3440,-0.0552
JCOM,2009,2009-02-19,2010-02-18,desconocido,22.49,3.1200,753.5,-10.34,0.4992,0.00701,0.24758,0.8149,0.0670
JEF,2009,2009-02-27,2010-02-26,Financial Services,62.29,2.5700,3035.3,-67.67,-0.1411,0.08344,0.66542,0.2337,0.0558
JHX,2009,2009-06-25,2010-06-30,Basic Materials,55.81,1.2000,1443.1,-42.38,-0.8936,0.02497,0.09400,0.2868,-0.2288
JOE,2009,2009-02-24,2010-02-23,Real Estate,33.61,7.3800,1948.2,-41.72,-1.5511,0.16234,0.25991,0.5908,-0.4656
JWN,2009,2009-02-23,2010-02-22,desconocido,218.89,0.2900,2486.2,-69.36,0.1794,0.01734,0.06287,0.3985,0.0349
KEGX,2009,2009-02-25,2010-02-17,desconocido,277.90,0.1600,315.5,-80.65,0.2449,0.05940,0.35924,0.3641,0.1154
KEX,2009,2009-01-28,2010-01-27,Industrials,39.03,1.0100,1373.8,-40.83,0.2640,0.01417,0.05411,0.4067,0.0612
KEY,2009,2009-01-22,2010-01-21,Financial Services,4.26,0.7500,3449.3,-70.36,-0.7761,0.17646,0.21088,0.2310,-0.1711
KFY,2009,2009-03-11,2010-03-09,Industrials,129.43,0.4400,344.1,-51.05,-0.3966,0.09599,0.19628,0.3496,-0.3187
KIM,2009,2009-02-05,2010-02-03,Real Estate,4.63,4.1100,3280.1,-65.35,0.1855,0.01808,0.12122,0.7051,0.0868
KLAC,2009,2009-01-29,2010-01-28,Technology,54.74,1.5100,3204.2,-54.76,-1.6512,0.05634,0.34826,0.3995,-0.3762
KMX,2009,2009-04-02,2010-04-01,Consumer Cyclical,97.13,0.4100,2859.3,-34.05,-0.2933,0.00495,0.16229,0.1369,-0.2808
KNX,2009,2009-01-28,2010-01-27,Industrials,41.59,1.1000,843.6,-17.89,0.0912,0.05267,0.07129,0.6737,-0.0631
KRNY,2009,2009-03-31,2010-03-31,Financial Services,-0.40,7.2000,721.3,-4.29,0.1079,0.03121,0.02923,0.5573,-0.0380
KRO,2009,2009-03-11,2010-05-04,Basic Materials,202.83,0.2400,316.1,-65.84,-0.1240,0.04104,0.28080,0.2183,-0.2046
LBTYA,2009,2009-02-23,2010-02-24,desconocido,143.75,0.0800,844.9,-71.63,0.1331,0.01567,0.11849,0.6081,0.0443
LBTYB,2009,2009-03-31,2010-03-31,desconocido,100.31,0.2100,2210.9,-64.16,0.0761,0.01567,0.15335,0.6081,-0.0127
LBTYK,2009,2009-02-23,2010-02-24,Communication Services,143.86,0.0700,739.3,-69.68,0.1331,0.01567,0.11849,0.6081,0.0443
LCI,2009,2009-05-12,2010-05-12,desconocido,-14.77,5.5900,583.0,61.37,0.8103,0.06548,0.40564,0.4036,0.7348
LDOS,2009,2009-03-25,2010-03-30,Technology,7.29,0.4700,4734.3,-5.65,0.1601,0.00411,0.03164,0.1410,0.0774
LEU,2009,2009-02-25,2010-03-01,Energy,-0.38,0.3600,581.3,-42.92,-0.2180,0.05330,0.36287,0.1808,-0.3002
LHCG,2009,2009-03-10,2010-03-03,desconocido,58.84,0.8500,325.8,-15.30,0.5586,0.01819,0.10652,0.5390,0.3729
LINC,2009,2009-03-05,2010-03-03,Consumer Defensive,66.83,0.9900,373.1,18.43,0.3866,0.03135,0.06574,0.6327,0.1886
LKQ,2009,2009-02-26,2010-02-25,Consumer Cyclical,57.83,0.8700,1685.5,-44.95,0.1931,0.01145,0.45897,0.4204,0.1340
LNCE,2009,2009-03-28,2010-03-27,desconocido,13.27,0.7300,651.9,4.18,0.1606,0.03100,0.10956,0.3900,0.1065
LNN,2009,2009-04-02,2010-03-31,Industrials,56.56,0.7000,328.3,-70.61,-0.4060,0.02065,0.40685,0.2038,-0.3991
LNW,2009,2009-02-26,2010-03-01,desconocido,21.34,1.0600,1186.0,-34.88,-0.1101,0.03064,0.07309,0.3315,-0.0151
LNWO,2009,2009-02-26,2010-03-01,desconocido,21.34,1.0600,1186.0,-34.88,-0.3320,0.03064,0.07309,0.3315,-0.0151
LORL,2009,2009-03-31,2010-05-10,desconocido,95.69,0.5000,431.7,-10.40,-2.6134,0.02927,0.09936,0.1231,-0.0277
LRCX,2009,2009-01-28,2010-01-27,Technology,48.54,1.5700,2983.4,-37.43,-0.7180,0.05625,0.52465,0.3576,-0.5860
LRN,2009,2009-02-09,2010-02-05,Consumer Defensive,16.79,1.7500,487.8,-30.27,0.5045,0.02886,0.73480,0.3518,0.4270
LSAK,2009,2009-02-05,2010-02-09,desconocido,34.95,2.9200,743.5,-50.51,0.2677,0.02148,0.14703,0.7202,-0.1038
LUMN,2009,2009-02-19,2010-02-25,Communication Services,37.94,0.9600,2495.8,-34.87,0.2537,0.01669,0.08599,0.6333,-0.0207
LVS,2009,2009-02-11,2010-02-17,Consumer Cyclical,338.69,0.3200,1404.8,-95.11,0.0114,0.03825,0.30754,0.3497,0.0428
M,2009,2009-02-24,2010-02-23,Consumer Cyclical,125.21,0.1400,3484.9,-68.74,-0.6736,0.01069,0.03057,0.3935,-0.0768
MAC,2009,2009-02-11,2010-02-11,Real Estate,94.36,1.5100,1336.8,-76.36,0.1856,0.16721,0.07616,0.6159,-0.0232
MAN,2009,2009-02-03,2010-02-02,Industrials,99.24,0.1000,2155.3,-51.73,-0.1525,0.01154,0.13008,0.2076,-0.1849
MANT,2009,2009-02-25,2010-02-24,desconocido,-15.28,0.6600,1234.8,26.31,0.2566,0.00371,0.13325,0.1709,0.1730
MASI,2009,2009-03-03,2010-02-16,desconocido,22.74,4.2800,1314.3,-28.37,0.4412,0.00589,0.04725,0.7046,0.1991
MAT,2009,2009-02-02,2010-01-29,Consumer Cyclical,65.71,0.7200,4261.0,-43.36,0.0062,0.01622,0.08779,0.4599,-0.1136
MATV,2009,2009-02-05,2010-02-10,Basic Materials,235.11,0.4100,314.8,-12.08,-0.0757,0.02347,0.07541,0.1498,-0.0615
MATX,2009,2009-02-04,2010-02-03,Industrials,51.44,0.2600,494.4,-52.34,-0.0306,0.01692,0.17773,0.1734,-0.0901
MCF,2009,2009-05-11,2010-05-07,desconocido,24.02,3.0300,677.5,-36.33,0.8699,0.17834,1.11314,0.8740,0.7389
MCHP,2009,2009-01-29,2010-02-03,Technology,46.30,3.4200,3387.4,-36.86,-0.0286,0.02145,0.09243,0.5453,-0.2392
MDP,2009,2009-01-22,2010-01-21,desconocido,78.99,1.0500,1599.0,-62.34,0.0007,0.02585,0.15431,0.5474,-0.0757
MDRX,2009,2009-01-08,2010-01-10,desconocido,119.68,2.8200,1026.5,-43.86,0.6781,0.00927,0.23881,0.5191,0.7522
MELI,2009,2009-02-24,2010-02-22,Consumer Cyclical,177.68,4.7800,655.0,-60.30,0.5774,0.01514,0.24121,0.8068,0.2438
MEOH,2009,2009-01-28,2010-01-27,Basic Materials,165.76,0.3500,810.0,-60.78,-0.5363,0.10909,0.29793,0.0514,-0.4414
MGA,2009,2009-02-24,2010-02-25,Consumer Cyclical,107.41,0.1300,3081.5,-65.63,-0.3647,0.01980,0.13205,0.0804,-0.2926
MGM,2009,2009-03-17,2010-02-18,Consumer Cyclical,256.44,0.1200,862.7,-95.29,-0.8018,0.04553,0.11974,0.3318,-0.1577
MGRC,2009,2009-02-25,2010-02-24,Industrials,21.33,1.5100,459.3,-2.80,0.3262,0.03178,0.03423,0.4240,0.0982
MKL,2009,2009-02-02,2010-02-03,Financial Services,16.31,1.4600,2771.6,-33.80,-0.6168,0.12239,0.16021,0.3288,-0.3886
MKSI,2009,2009-02-04,2010-02-03,Technology,17.77,1.1700,757.0,-24.55,-0.4254,0.02485,0.14533,0.3564,-0.3199
MLCO,2009,2009-02-24,2010-02-02,Consumer Cyclical,27.81,0.8000,1132.9,-73.92,0.3899,0.07656,0.80757,0.1944,0.4100
MLI,2009,2009-02-05,2010-02-02,Industrials,19.77,0.1500,383.8,-26.07,-0.2846,0.01415,0.14840,0.1464,-0.2997
MLKN,2009,2009-03-18,2010-03-17,Consumer Cyclical,94.48,0.3000,548.8,-64.32,-0.2265,0.01743,0.12370,0.2988,-0.2846
MLM,2009,2009-02-12,2010-02-09,Basic Materials,-7.23,1.6100,3418.6,-22.78,0.0174,0.04145,0.04374,0.2209,-0.1111
MMP,2009,2009-02-03,2010-02-03,desconocido,20.70,1.8200,2207.3,-18.50,0.1354,0.07373,0.14748,0.4510,-0.1985
MNST,2009,2009-02-26,2010-02-25,Consumer Defensive,31.01,2.9200,3018.6,-29.89,-0.1228,0.01430,0.20932,0.5442,0.0314
MODG,2009,2009-01-27,2010-01-26,desconocido,-8.90,0.5000,558.6,-51.31,-0.1851,0.05532,0.10384,0.3508,-0.0180
MOH,2009,2009-02-11,2010-02-11,Healthcare,12.55,0.1600,498.0,-42.77,0.2293,0.00883,0.03254,0.1572,0.1955
MORN,2009,2009-02-19,2010-02-18,Financial Services,37.07,3.0700,1542.5,-50.80,0.2503,0.00614,0.14619,0.7388,0.0098
MRVL,2009,2009-03-05,2010-03-04,Technology,167.69,1.6100,4750.4,-34.72,-0.5279,0.01819,0.26066,0.5072,-0.3928
MSCC,2009,2009-03-31,2010-03-31,desconocido,49.48,1.8700,935.4,-49.12,-0.0535,0.02851,0.11829,0.4628,-0.1656
