ticker,yr,fecha,f4,sector,ret,ps,mcap,mom,r40,sdmb,sdcr,mb,cr
SONO,2020,2020-02-05,2021-02-10,Technology,123.40,1.2600,1671.4,13.99,0.2524,0.02412,0.11288,0.4050,0.1324
SP,2020,2020-02-19,2021-02-17,desconocido,-30.85,0.6000,998.2,27.22,0.1610,0.01276,0.12283,0.1288,0.1171
SPB,2020,2020-01-30,2021-02-05,Consumer Defensive,36.76,0.7600,2882.9,27.87,-0.0627,0.02062,0.25976,0.3088,-0.0100
SPH,2020,2020-02-06,2021-02-04,Utilities,-31.63,1.6200,1372.7,0.23,0.0646,0.10463,0.28697,0.6448,-0.1146
SPT,2020,2020-02-26,2021-02-23,Technology,282.20,4.0000,410.8,6.63,-0.6574,0.02396,0.04576,0.6850,0.2634
SPTN,2020,2020-02-19,2021-02-24,desconocido,35.78,0.0600,512.2,-39.38,0.0606,0.00616,0.03565,0.1435,0.0533
SR,2020,2020-02-05,2021-02-04,Utilities,-26.07,2.3100,4429.0,11.11,0.1221,0.06913,0.10797,0.3323,-0.0583
SRCE,2020,2020-01-23,2021-01-21,Financial Services,-16.32,3.8900,1264.2,10.99,0.3113,0.01734,0.12208,0.8192,0.0109
SRGA,2020,2020-06-08,2021-05-10,desconocido,-45.34,10.6900,3339.2,-41.54,-0.1821,0.04253,0.06640,0.5487,0.0571
SRLP,2020,2020-03-05,2021-03-04,desconocido,42.41,0.0900,315.2,-19.67,-0.0509,0.01477,0.23487,0.0650,-0.0744
SSB,2020,2020-01-27,2021-01-27,Financial Services,-3.38,4.2100,2708.8,19.80,0.3187,0.02706,0.18715,0.8631,-0.0079
SSD,2020,2020-02-03,2021-02-08,Basic Materials,23.91,3.2900,3739.2,37.13,0.2030,0.02120,0.05269,0.4184,0.0854
SSRM,2020,2020-02-20,2021-02-17,Basic Materials,-18.36,3.8300,2324.2,32.20,0.9559,0.07240,0.30841,0.3317,0.7125
SSTK,2020,2020-02-13,2021-02-11,desconocido,110.43,2.2300,1450.7,-16.20,0.0614,0.00601,0.05753,0.5685,0.0265
SSYS,2020,2020-02-26,2021-03-01,Technology,108.03,1.5000,954.1,-24.01,-0.1163,0.00282,0.04232,0.4911,-0.0958
STAA,2020,2020-02-26,2021-02-24,Healthcare,299.51,9.0000,1351.7,-22.07,0.3070,0.01109,0.11946,0.7413,0.2468
STAG,2020,2020-02-12,2021-02-10,Real Estate,-5.17,11.0900,4502.0,18.90,0.4598,0.01214,0.02602,0.8151,0.1918
STAY,2020,2020-02-26,2021-02-25,desconocido,44.33,1.6700,2034.4,-37.45,0.1817,0.03062,0.03032,0.4731,-0.0190
STEL,2020,2020-01-29,2021-01-27,desconocido,-13.41,4.9300,772.7,-2.93,0.3815,0.02539,0.06692,0.8893,0.0101
STNG,2020,2020-02-19,2021-02-18,Industrials,-32.15,1.8800,1324.1,20.32,0.5885,0.12208,0.11709,0.3367,0.3229
STRA,2020,2020-02-28,2021-02-26,Consumer Defensive,-38.31,3.2700,3260.6,1.92,0.2306,0.02966,0.49226,0.4946,0.0895
STRL,2020,2020-03-02,2021-03-02,Industrials,70.60,0.3400,382.9,-8.55,0.3861,0.00946,0.18922,0.0969,0.3581
SUM,2020,2020-02-05,2021-02-23,desconocido,6.96,1.2500,2777.7,53.52,0.2411,0.05588,0.05552,0.3336,0.1334
SUN,2020,2020-02-19,2021-02-17,Energy,4.95,0.1500,2489.4,1.44,0.0809,0.01181,0.44388,0.0583,0.0570
SVC,2020,2020-02-28,2021-02-26,desconocido,-28.98,1.2800,2964.7,-32.79,0.2227,0.01666,0.03565,0.4235,0.0547
SVM,2020,2020-02-06,2021-02-04,desconocido,22.01,5.1800,906.1,129.20,0.3080,0.04179,0.07804,0.3543,0.0509
SWAV,2020,2020-02-13,2021-02-17,desconocido,173.73,33.2500,1427.3,51.03,1.9021,0.11052,1.22810,0.6120,2.9756
SWBI,2020,2020-03-05,2021-03-04,Industrials,96.88,0.7200,446.7,-8.24,0.0944,0.02304,0.11275,0.3312,0.0289
SWI,2020,2020-02-04,2021-02-25,desconocido,-26.07,3.7200,3469.0,20.27,0.2831,0.01144,0.02871,0.7360,0.1190
SWN,2020,2020-02-27,2021-02-25,desconocido,223.85,0.2300,698.7,-69.27,-0.2801,0.07804,0.28769,0.4403,-0.3660
SXC,2020,2020-01-29,2021-02-04,Basic Materials,-0.18,0.3000,480.1,-44.61,0.1183,0.01553,0.03651,0.1848,0.0767
SXI,2020,2020-02-03,2021-02-04,Industrials,14.93,1.1900,940.1,-5.76,0.0895,0.01990,0.09491,0.3760,-0.0253
SYKE,2020,2020-02-26,2021-02-23,desconocido,22.63,0.8600,1388.7,10.53,0.1021,0.00957,0.03954,0.3540,0.0243
SYNA,2020,2020-02-06,2021-02-04,Technology,52.45,1.7800,2416.0,71.56,0.0014,0.03353,0.08235,0.4102,-0.0874
TAC,2020,2020-03-04,2021-03-03,Utilities,5.28,1.2500,2206.7,26.19,0.0818,0.07110,0.08038,0.5304,-0.0709
TAL,2020,2020-01-21,2021-01-21,Consumer Defensive,50.22,1.1000,3551.1,74.27,0.5539,0.02279,0.14477,0.5636,0.4716
TBBK,2020,2020-03-13,2021-01-28,Financial Services,124.37,1.7100,434.0,-14.66,0.2590,0.03376,0.43427,0.8468,0.1574
TBI,2020,2020-02-05,2021-02-03,desconocido,-14.42,0.3700,876.4,-7.08,-0.0785,0.00586,0.03887,0.2544,-0.0909
TCX,2020,2020-02-12,2021-02-09,desconocido,41.63,1.8800,633.8,-15.34,0.1198,0.02683,0.15939,0.3030,0.0039
TDAY,2020,2020-02-27,2021-02-25,Communication Services,0.42,0.2300,429.6,-63.39,0.4580,0.01221,0.21712,0.4304,0.6808
TEN,2020,2020-03-24,2021-03-24,Energy,-22.48,0.0400,698.0,-19.35,-0.0296,0.00960,0.39054,0.1306,-0.0320
TENB,2020,2020-02-04,2021-02-02,Technology,84.39,7.8900,2797.7,-2.02,0.0063,0.01128,0.05944,0.8101,0.2902
TEO,2020,2020-03-18,2021-03-10,Communication Services,-27.21,0.0600,3477.0,-47.40,-0.4446,0.00974,1.46833,0.7278,-0.4627
TEX,2020,2020-02-13,2021-02-11,Industrials,43.59,0.4400,1915.4,-25.30,-0.2564,0.00968,0.19114,0.1905,-0.2823
TFII,2020,2020-02-10,2021-02-08,Industrials,120.08,0.9600,2865.7,6.67,0.2875,0.03370,0.09012,0.1265,0.2036
TGH,2020,2020-02-11,2021-02-17,desconocido,128.08,0.7900,560.9,-24.67,0.3714,0.13193,0.11363,0.1192,0.0084
TGI,2020,2020-02-06,2021-02-03,desconocido,-44.82,0.4000,1230.4,16.35,-0.1254,0.05079,0.09829,0.2248,-0.1278
THC,2020,2020-02-24,2021-02-09,Healthcare,57.85,0.1900,3511.0,34.97,0.1350,0.00399,0.03906,0.3675,0.0405
THO,2020,2020-03-09,2021-03-09,Consumer Cyclical,158.16,0.3200,2873.6,-17.00,0.5872,0.02391,0.28045,0.1161,0.5521
THR,2020,2020-02-06,2021-02-04,desconocido,-26.23,1.7900,732.7,-3.67,-0.0342,0.02196,0.28807,0.4328,-0.1582
THRM,2020,2020-02-19,2021-03-01,Consumer Cyclical,56.57,1.6500,1603.3,17.22,0.0039,0.01294,0.07476,0.2848,-0.0917
THS,2020,2020-02-13,2021-02-11,desconocido,8.21,0.6000,2573.3,-22.85,-0.2026,0.01384,0.11484,0.1975,-0.2306
TKC,2020,2020-02-20,2021-02-19,Communication Services,5.08,1.1200,4985.7,-18.31,0.0904,0.02058,0.16294,0.3101,-0.1624
TKR,2020,2020-02-05,2021-02-04,Industrials,29.02,1.1500,4358.4,35.58,0.0891,0.00982,0.08788,0.2946,-0.0153
TLND,2020,2020-02-13,2021-02-10,desconocido,32.50,4.7000,1164.1,0.88,0.0483,0.01247,0.09184,0.7729,0.1996
TMDX,2020,2020-03-02,2021-03-02,Healthcare,165.31,13.4200,316.8,-33.09,-0.7263,0.13188,0.28626,0.6176,0.7091
TMHC,2020,2020-02-05,2021-02-10,desconocido,7.65,0.6200,2952.5,44.55,0.0855,0.00520,0.10610,0.1768,0.0059
TNET,2020,2020-02-13,2021-02-16,Industrials,55.88,0.9200,3547.5,2.64,0.1720,0.01399,0.01910,0.1640,0.1101
TOWN,2020,2020-01-23,2021-01-28,Financial Services,-14.75,3.4200,2013.8,10.46,0.3271,0.02247,0.07955,0.8180,0.0628
TPB,2020,2020-02-26,2021-02-10,Consumer Defensive,116.21,1.3800,499.5,-43.31,-0.3754,0.01071,0.12813,0.4398,-0.1492
TPH,2020,2020-02-18,2021-02-18,desconocido,8.47,0.7800,2404.8,32.03,0.1350,0.03011,0.22212,0.2200,0.0076
TPIC,2020,2020-02-27,2021-02-25,desconocido,161.62,0.5700,818.8,-22.64,0.4812,0.01782,0.20743,0.0730,0.4553
TPICQ,2020,2020-02-27,2021-02-25,desconocido,161.62,0.5700,818.8,-22.64,0.4812,0.01782,0.20743,0.0730,0.4553
TPVG,2020,2020-03-04,2021-03-03,desconocido,16.37,7.7000,309.5,-1.81,0.2680,0.11417,0.60891,0.7130,-0.2028
TREE,2020,2020-02-25,2021-02-25,desconocido,-4.70,3.8600,4271.5,-5.45,0.2945,0.00576,0.15374,0.9344,0.2591
TRHC,2020,2020-02-27,2021-02-23,desconocido,-16.91,4.2000,1195.8,3.63,0.1712,0.03863,0.15201,0.3432,0.2777
TRIP,2020,2020-02-12,2021-02-18,Consumer Cyclical,26.24,2.7300,4261.5,-49.58,0.0369,0.00470,0.04553,0.9373,-0.0318
TRMD,2020,2020-03-11,2021-03-01,Energy,12.25,0.7700,533.3,18.53,0.9613,0.06292,0.08687,0.4987,0.1462
TRMK,2020,2020-01-28,2021-01-26,Financial Services,-9.48,3.5900,2146.5,9.42,0.2683,0.01720,0.05744,0.8500,0.0074
TRN,2020,2020-02-19,2021-02-24,Industrials,39.19,0.8900,2674.5,-15.08,0.2717,0.01961,0.14283,0.2069,0.1574
TROX,2020,2020-02-25,2021-02-17,Basic Materials,148.35,0.4100,1083.2,-37.02,0.6789,0.05682,0.39825,0.2136,0.6154
TRQ,2020,2020-01-16,2020-12-31,desconocido,79.12,1.2000,1399.2,-58.97,-0.4297,0.12297,0.33791,0.2095,-0.3604
TRST,2020,2020-01-21,2021-01-21,Financial Services,-13.86,4.3800,804.5,7.24,0.4964,0.03728,0.07844,0.8164,0.1427
TRTN,2020,2020-02-14,2021-02-16,desconocido,36.17,1.9500,2843.7,19.05,0.3591,0.01365,0.11576,0.5079,-0.0935
TRTX,2020,2020-02-18,2021-02-24,Real Estate,-43.18,9.3800,1546.7,3.39,0.5613,0.00733,0.06167,0.9138,0.1659
TSE,2020,2020-02-06,2021-02-03,desconocido,75.84,0.3200,1208.3,-39.79,-0.1780,0.03258,0.13067,0.0675,-0.1654
TSEM,2020,2020-02-18,2021-02-17,Technology,49.68,1.9100,2356.9,19.82,-0.0218,0.02299,0.03065,0.1794,-0.0836
TSLX,2020,2020-02-19,2021-02-17,Financial Services,-4.11,8.7400,1509.3,9.31,1.1951,0.04581,0.28576,0.7944,0.4943
TTEK,2020,2020-01-29,2021-01-27,Industrials,44.16,1.5600,4972.6,77.66,0.1911,0.01071,0.06484,0.1376,0.1118
TTGT,2020,2020-02-12,2021-02-10,desconocido,247.61,5.7300,767.6,83.96,0.2774,0.00711,0.04127,0.7535,0.1279
TTMI,2020,2020-02-05,2021-02-03,Technology,-9.62,0.7500,2017.0,24.73,0.0804,0.01541,0.09526,0.1732,0.0117
TVTY,2020,2020-02-19,2021-02-24,desconocido,7.50,0.9800,1108.5,5.91,-0.5321,0.06321,0.47268,0.3976,0.7825
TWO,2020,2020-02-05,2021-02-09,Real Estate,-58.66,2.3800,4518.6,5.93,2.5971,0.07592,1.13042,0.8646,1.5121
TX,2020,2020-02-18,2021-02-23,Basic Materials,56.06,0.3900,4020.8,-34.68,-0.0708,0.05874,0.24542,0.1381,-0.1126
UBSI,2020,2020-01-29,2021-01-28,Financial Services,-1.84,4.8000,3486.3,-2.42,0.3712,0.03307,0.14218,0.7804,0.0278
UCB,2020,2020-02-28,2021-02-26,Financial Services,33.47,3.1400,1973.1,-10.55,0.3693,0.02016,0.10809,0.8450,-0.0429
UCBI,2020,2020-01-21,2021-01-19,desconocido,6.49,4.1300,2371.1,21.29,0.6539,0.11851,0.06720,0.8881,0.0645
UCTT,2020,2020-02-19,2021-02-17,Technology,93.29,0.9800,1044.9,107.97,0.1284,0.01662,0.22488,0.1967,0.1128
UEIC,2020,2020-02-20,2021-02-18,desconocido,28.92,0.8500,640.5,53.20,0.0913,0.03680,0.09179,0.2854,0.0258
UFPI,2020,2020-02-19,2021-02-24,Basic Materials,21.11,0.7000,3091.2,53.34,0.0618,0.01301,0.09888,0.1576,0.0100
UFPT,2020,2020-03-04,2021-03-04,Healthcare,3.85,1.9700,390.8,56.95,0.1256,0.01348,0.14688,0.2740,-0.0086
UFS,2020,2020-02-07,2021-02-11,desconocido,4.35,0.3700,1931.4,-32.46,-0.1018,0.02901,0.06818,0.1535,-0.1050
ULH,2020,2020-02-06,2021-02-04,Industrials,29.03,0.3200,483.8,-24.70,0.0142,0.00955,0.09867,0.1155,-0.0270
UMBF,2020,2020-01-28,2021-01-26,Financial Services,10.16,3.1300,3216.8,-4.28,0.1929,0.06354,0.07482,0.8528,-0.0574
UNIT,2020,2020-03-12,2021-03-01,Real Estate,83.03,1.1900,1258.6,-34.38,0.3712,0.02420,0.06186,0.8455,-0.0082
UPBD,2020,2020-02-24,2021-02-24,Technology,116.66,0.5300,1415.0,39.88,0.1108,0.01195,0.02869,0.6156,0.0092
UPLD,2020,2020-02-26,2021-02-24,desconocido,25.77,4.4800,997.4,15.98,0.2729,0.01357,0.06103,0.6810,0.4623
URBN,2020,2020-03-03,2021-03-02,Consumer Cyclical,46.00,0.5700,2270.8,-23.79,0.0934,0.01884,0.05897,0.2979,0.0360
USAC,2020,2020-02-18,2021-02-16,Energy,-5.05,2.1900,1529.4,1.67,0.2819,0.02879,0.68032,0.3555,0.0361
USLM,2020,2020-01-30,2021-01-29,Basic Materials,32.39,3.2500,514.4,32.46,0.2432,0.23638,0.09231,0.2574,0.0962
USNA,2020,2020-02-04,2021-02-09,desconocido,32.20,1.3500,1432.2,-43.74,0.0716,0.00699,0.13421,0.8126,-0.0927
VAC,2020,2020-02-26,2021-02-24,Consumer Cyclical,78.92,0.9600,4165.4,-1.17,0.2246,0.02819,0.38840,0.4009,0.0884
VBTX,2020,2020-01-28,2021-01-26,desconocido,-3.82,4.6900,1478.2,16.71,1.2184,0.05143,0.41002,0.7434,0.8420
VCYT,2020,2020-02-25,2021-02-17,Healthcare,214.36,9.6000,1155.5,19.55,-0.1212,0.03796,0.09597,0.6596,0.1546
VECO,2020,2020-02-13,2021-02-11,Technology,31.64,1.8500,775.8,48.95,0.0831,0.01742,0.38206,0.3973,0.1438
VEON,2020,2020-03-13,2021-02-18,Communication Services,16.67,0.3000,2647.8,-36.07,0.1585,0.01138,0.02226,0.7492,-0.0142
VET,2020,2020-03-06,2021-03-08,Energy,-7.75,0.9000,1209.8,-69.74,0.5209,0.07925,0.46030,0.6376,-0.0369
VGR,2020,2020-02-28,2021-02-25,desconocido,20.22,1.0900,2075.0,4.12,0.0894,0.00654,0.04678,0.3131,-0.0143
VIAV,2020,2020-02-04,2021-02-02,Technology,8.73,3.0100,3516.9,35.35,0.1436,0.03085,0.17002,0.5760,0.0222
VIOT,2020,2020-03-26,2021-03-25,desconocido,105.08,0.5500,369.4,-57.33,0.7840,0.03508,0.12369,0.1990,0.7309
VIRT,2020,2020-02-11,2021-02-11,Financial Services,59.69,1.7000,2052.9,-35.50,-0.0022,0.10573,0.87376,0.5732,-0.1990
VISN,2020,2020-02-20,2021-02-16,Technology,25.73,0.2900,2420.1,-46.32,1.1957,0.05731,0.57468,0.2307,1.1732
VIST,2020,2020-02-26,2021-02-25,Energy,-58.81,1.3800,574.0,-34.20,-0.2292,0.11107,0.27531,0.1906,-0.1753
VLY,2020,2020-01-30,2021-01-28,Financial Services,-3.27,3.4500,3838.4,5.93,0.2741,0.03015,0.20151,0.7102,0.0775
VMI,2020,2020-02-19,2021-02-17,Industrials,46.12,1.2000,3320.4,10.66,0.0608,0.01332,0.04300,0.2499,-0.0197
VNDA,2020,2020-02-25,2021-02-10,desconocido,34.35,2.7800,631.6,-37.73,0.2184,0.00384,0.04904,0.8978,0.1487
VNET,2020,2020-03-04,2021-03-23,Technology,106.29,3.3700,1847.4,84.28,0.1071,0.02131,0.07680,0.2365,0.1038
VNOM,2020,2020-02-11,2021-02-22,Energy,-22.85,4.7600,1418.1,-30.19,0.8756,0.03960,0.46083,0.6424,0.2541
VRNT,2020,2020-03-31,2021-03-31,desconocido,5.79,2.2100,2881.0,-16.57,0.1106,0.01743,0.03173,0.6466,0.0272
VRS,2020,2020-03-02,2021-02-25,desconocido,-19.26,0.2300,562.1,-19.66,-0.1384,0.03142,0.10765,0.1261,-0.1554
VRTS,2020,2020-01-31,2021-02-02,Financial Services,90.23,1.7700,995.2,36.47,0.3173,0.02427,0.23186,0.5868,0.0582
VSAT,2020,2020-02-06,2021-02-04,Technology,-26.35,1.8400,4185.5,1.95,0.0842,0.03332,0.13481,0.3128,0.0604
VSH,2020,2020-02-04,2021-02-09,Technology,13.92,1.1300,3015.2,-4.21,-0.1747,0.02923,0.17001,0.2221,-0.2144
VTLE,2020,2020-02-12,2021-02-22,desconocido,14.12,0.4400,368.4,-58.05,-0.7679,0.04785,0.42746,0.3536,0.0132
VVX,2020,2020-03-03,2021-03-02,Industrials,3.14,0.4600,636.0,92.70,0.1511,0.00408,0.07107,0.0938,0.1084
WBS,2020,2020-02-28,2021-01-21,Financial Services,29.31,2.6000,3488.3,-34.57,0.3281,0.01495,0.08013,0.8392,-0.0018
WCC,2020,2020-01-30,2021-02-09,Industrials,51.30,0.2600,2173.3,-3.36,0.0837,0.00331,0.04700,0.1857,0.0438
WD,2020,2020-02-05,2021-02-04,Financial Services,28.53,2.8400,2320.9,44.55,0.2774,0.02608,0.10367,0.5379,0.0105
WETF,2020,2020-01-31,2021-01-29,desconocido,26.72,2.6200,703.2,-30.07,0.2302,0.03062,0.12114,0.7202,0.0153
WFG,2020,2020-02-11,2021-03-27,Basic Materials,48.58,0.7600,3010.0,-21.86,0.4928,0.10956,0.33073,0.2648,0.5203
WFRD,2020,2020-03-16,2021-02-17,Energy,50.34,0.1000,495.4,-70.41,-0.6315,0.01790,0.11352,0.2437,-0.3107
WGO,2020,2020-03-25,2021-03-24,Consumer Cyclical,144.71,0.4400,1000.8,0.62,0.4959,0.01249,0.17259,0.1273,0.4486
WHD,2020,2020-02-26,2021-02-24,Energy,32.89,3.0600,1922.9,-28.32,0.2603,0.02164,0.32571,0.3457,0.0030
WING,2020,2020-02-19,2021-02-17,Consumer Cyclical,45.86,14.6900,2933.2,49.69,0.4802,0.02316,0.08461,0.5300,0.3129
WIRE,2020,2020-02-18,2021-02-16,desconocido,13.85,0.9300,1185.7,0.09,-0.0122,0.01634,0.08515,0.1183,-0.0547
WLDN,2020,2020-03-05,2021-03-11,Industrials,46.94,0.8200,363.3,-18.86,0.5399,0.03501,0.38541,0.3339,0.4972
WLFC,2020,2020-03-11,2021-03-15,Industrials,7.16,1.5600,638.3,-17.44,-0.1958,0.04557,0.39043,0.5668,-0.2450
WLY,2020,2020-03-04,2021-03-04,desconocido,30.88,1.1900,2199.2,-9.91,0.1521,0.02770,0.02536,0.6368,0.0395
WLYB,2020,2020-03-06,2021-03-05,Communication Services,31.98,1.1900,2199.2,-12.47,0.1433,0.02850,0.02536,0.6705,0.0395
WMS,2020,2020-02-06,2021-02-04,Industrials,122.78,2.0400,3213.5,85.09,0.3410,0.04316,0.09166,0.3135,0.2367
WNC,2020,2020-02-12,2021-02-03,Industrials,32.64,0.2900,672.5,-17.18,0.0038,0.00957,0.16934,0.1249,-0.0511
WNS,2020,2020-01-16,2021-01-21,desconocido,-0.13,4.0800,3632.9,56.32,0.3602,0.01447,0.07942,0.3730,0.1974
WOR,2020,2020-03-26,2021-03-24,Industrials,148.98,0.2600,880.4,-30.48,-0.0735,0.01887,0.14155,0.1587,-0.1262
WPG,2020,2020-02-26,2021-03-16,desconocido,-85.69,0.6500,430.0,-60.83,0.1108,0.01828,0.04111,0.6436,-0.0776
WSBC,2020,2020-01-27,2021-01-26,Financial Services,-11.78,4.0100,2129.0,-11.69,0.3529,0.01114,0.14194,0.8478,0.0676
WSBF,2020,2020-03-13,2021-01-28,desconocido,22.94,2.0800,388.6,-9.40,0.5031,0.02487,0.10730,0.8691,0.2825
WSC,2020,2020-03-02,2021-02-25,Industrials,56.04,1.7700,1882.7,59.35,0.1945,0.01363,0.47286,0.3751,0.0497
WSFS,2020,2020-03-02,2021-01-25,Financial Services,26.72,2.9200,1896.8,-15.85,0.8774,0.02192,0.25839,0.8801,0.5428
WT,2020,2020-01-31,2021-01-29,Financial Services,26.84,2.6200,703.2,-30.07,0.2302,0.03921,0.12114,0.4931,0.0153
WTFC,2020,2020-01-21,2021-01-20,Financial Services,2.75,2.5400,3911.0,-9.19,0.1979,0.03833,0.11096,0.7926,-0.0551
WTFCM,2020,2020-01-21,2021-02-26,desconocido,-9.61,1.1800,1721.8,6.03,0.3892,0.03833,0.03556,0.7926,0.1362
WTI,2020,2020-03-04,2021-03-03,Energy,41.32,0.6400,342.3,-51.98,0.1700,0.19525,0.18487,0.8284,0.0591
WWW,2020,2020-02-25,2021-02-25,Consumer Cyclical,20.17,1.0100,2296.4,-19.59,0.0394,0.01674,0.04655,0.3785,0.0480
XEC,2020,2020-02-19,2021-02-22,desconocido,27.91,1.7200,4064.3,-46.79,0.3185,0.07941,0.12440,0.5122,0.0531
XHR,2020,2020-02-24,2021-03-01,Real Estate,1.57,1.8200,2091.3,-7.82,0.1071,0.02540,0.05497,0.2732,0.0237
XPO,2020,2020-02-10,2021-02-10,Industrials,30.09,0.2000,3329.6,58.18,-0.0088,0.01031,0.09636,0.1572,-0.0576
XPRO,2020,2020-02-25,2021-02-23,Energy,14.04,8.2900,4807.5,-45.65,-0.1170,0.01702,0.10043,0.0997,-0.0440
YELP,2020,2020-02-13,2021-02-09,Communication Services,5.51,2.6300,2667.3,-5.10,0.1686,0.00244,0.02954,0.9380,0.1029
YETI,2020,2020-02-13,2021-02-11,Consumer Cyclical,109.94,3.2500,2969.6,56.12,0.2742,0.03051,0.09981,0.5455,0.2339
YJ,2020,2020-03-24,2021-03-22,desconocido,-35.29,0.4500,761.7,-74.77,-0.5013,0.02646,0.52523,0.2427,-0.4791
YPF,2020,2020-03-09,2021-03-05,Energy,-19.20,0.1400,2047.6,-59.03,2.2122,0.03899,0.38012,0.1037,-0.3238
YRD,2020,2020-03-25,2021-04-01,desconocido,23.55,0.2700,336.9,-72.75,1.0025,0.03168,0.43555,0.9286,0.7668
YY,2020,2020-03-16,2021-03-25,desconocido,145.62,6.5200,3468.9,-40.67,0.5804,0.02420,0.18015,0.3304,0.5329
ZEPP,2020,2020-03-13,2021-03-15,desconocido,5.36,1.0800,903.9,-3.85,0.7408,0.01113,0.30086,0.2383,0.6377
ZIONP,2020,2020-02-26,2021-02-25,desconocido,1.50,1.5600,4419.5,9.01,0.2871,0.03171,0.03333,0.8849,-0.0070
ZIXI,2020,2020-02-20,2021-02-25,desconocido,15.89,2.4800,430.1,-11.52,1.6801,0.12134,0.79429,0.5228,1.7307
ZUO,2020,2020-03-12,2021-03-11,desconocido,77.07,3.5200,971.7,-64.69,-0.2485,0.00874,0.16858,0.5149,0.0988
ZWS,2020,2020-01-28,2021-02-16,Industrials,38.70,0.9400,1935.3,26.60,0.1716,0.01143,0.05913,0.3899,0.0138
ZYXI,2020,2020-02-27,2021-02-25,desconocido,46.14,8.9400,406.5,120.74,0.7802,0.00914,0.26418,0.8008,0.5168
ZYXIQ,2020,2020-02-27,2021-02-25,desconocido,46.14,8.9400,406.5,120.74,0.7802,0.00914,0.26418,0.8008,0.5168
AAON,2021,2021-02-25,2022-02-28,Industrials,-23.59,7.9600,4095.8,33.08,0.1725,0.03346,0.08827,0.2907,-0.0479
AAT,2021,2021-02-09,2022-02-08,Real Estate,19.96,6.4600,2225.9,-36.47,0.0239,0.01927,0.14312,0.6206,-0.1779
ABCM,2021,2021-09-30,2022-09-30,desconocido,-26.05,16.5100,4727.6,46.04,0.3788,0.02627,0.10335,0.6490,0.2708
ABG,2021,2021-02-02,2022-02-15,Consumer Cyclical,21.46,0.3900,2781.4,45.52,0.2397,0.00724,0.10721,0.1667,0.1795
ABR,2021,2021-02-19,2022-02-18,Real Estate,7.17,5.2500,2239.5,9.40,1.3221,0.02456,0.21724,0.9264,0.6107
ABST,2021,2021-05-11,2022-05-10,desconocido,-51.16,6.6100,742.8,90.73,0.2935,0.01134,0.04463,0.8731,0.1882
ACB,2021,2021-02-11,2022-02-10,desconocido,-68.28,11.6400,2432.0,-17.97,-0.4902,0.24380,1.15556,0.1805,0.2801
ACCD,2021,2021-01-07,2022-01-10,desconocido,-59.21,15.5600,2420.6,57.98,-0.1324,0.07412,0.06906,0.4084,0.2965
ACCO,2021,2021-02-16,2022-02-15,desconocido,-4.64,0.5100,844.2,-3.60,-0.0521,0.01881,0.11034,0.3110,-0.1438
ACEL,2021,2021-03-16,2022-03-09,Consumer Cyclical,11.11,3.4900,1108.4,73.18,-0.9855,0.01538,0.45406,0.3376,-0.8247
ACHC,2021,2021-02-25,2022-02-28,Healthcare,10.42,1.5800,4594.2,63.41,0.0236,0.01235,0.12232,0.4017,-0.3063
ACLS,2021,2021-02-10,2022-02-07,Technology,64.00,2.7900,1324.0,48.94,0.2496,0.01879,0.39372,0.4335,0.1344
ADS,2021,2021-01-28,2022-01-27,desconocido,-6.70,0.7600,3436.3,-33.95,-0.0071,0.09397,0.11091,0.3556,-0.2403
ADTN,2021,2021-02-03,2022-02-02,Technology,10.57,1.6400,830.7,72.41,0.0983,0.01666,0.19496,0.4113,0.1239
AEIS,2021,2021-02-10,2022-02-09,Technology,-18.71,2.8700,4063.4,46.38,0.2470,0.05000,0.77537,0.3923,0.0967
AFYA,2021,2021-04-08,2022-03-31,Consumer Defensive,-31.58,8.8700,1984.9,12.80,0.5000,0.06221,0.52381,0.6792,0.1485
AG,2021,2021-02-18,2022-03-10,Basic Materials,-21.80,11.0100,4033.7,87.98,0.4162,0.08456,0.32913,0.4446,0.1630
AGI,2021,2021-02-24,2022-02-23,Basic Materials,-5.41,4.1100,3074.7,18.99,0.5771,0.08883,0.17559,0.4007,0.2183
AGM,2021,2021-02-25,2022-02-28,Financial Services,45.87,2.9000,914.8,22.35,-0.2758,0.09617,0.43751,0.4854,-0.6287
AGO,2021,2021-02-25,2022-02-24,Financial Services,28.25,3.1300,3392.9,5.13,0.7352,0.08098,0.34322,0.7931,0.2736
AGX,2021,2021-04-14,2022-04-13,Industrials,-26.65,2.1900,858.9,46.68,0.8256,0.05329,0.66330,0.1884,0.7243
AHCO,2021,2021-03-04,2022-02-24,Healthcare,-51.13,1.9400,2049.4,95.23,1.4227,0.03087,0.33797,0.1567,1.3300
AHH,2021,2021-02-11,2022-02-10,desconocido,13.49,2.4800,951.4,-35.60,0.2957,0.07128,0.34296,0.3104,0.2076
AIMC,2021,2021-02-12,2022-02-16,desconocido,-12.19,2.0000,3452.0,41.74,0.1536,0.00695,0.53473,0.3572,0.0256
AJRD,2021,2021-02-18,2022-02-18,desconocido,-29.26,2.0300,4207.6,-2.16,0.1683,0.02029,0.07514,0.1921,0.0641
AKBA,2021,2021-02-25,2022-03-01,desconocido,-38.04,1.7100,505.0,-53.30,-1.6911,0.12140,0.49081,0.5269,-0.1848
