yr,ticker,sec,mb,cr,r40,mc,mom,ret,qqq
2009,SWK,Indu,0.055,0.184,0.317,0.802,-28.7,53.0,48.3
2009,TDG,Indu,0.317,0.407,0.880,0.706,-16.7,31.5,40.4
2009,TECK,Basi,0.917,0.620,0.374,0.649,-90.0,821.0,294.9
2009,TEN,Ener,0.254,0.646,0.184,0.976,-37.8,-15.7,30.1
2009,TEX,Indu,0.428,0.444,0.137,0.554,-78.1,45.8,46.5
2009,TFII,Indu,0.059,0.841,0.158,0.060,-49.5,161.8,86.5
2009,TK,Ener,0.754,0.411,0.829,0.582,-56.4,33.2,43.9
2009,TKR,Indu,0.452,0.506,0.265,0.504,-47.8,52.7,48.3
2009,TNK,Indu,0.863,0.246,0.902,0.003,-47.5,-4.0,30.1
2009,TPC,Indu,0.026,0.595,0.613,0.385,-57.4,28.4,46.1
2009,TPR,Cons,0.358,0.267,0.790,0.989,-49.6,154.4,95.2
2009,TRN,Indu,0.179,0.504,0.307,0.267,-65.8,67.3,56.9
2009,TSCO,Cons,0.140,0.083,0.538,0.561,4.8,43.8,45.4
2009,TT,Indu,0.335,0.870,0.138,0.961,-55.7,93.7,59.7
2009,TTEK,Indu,0.137,0.489,0.821,0.577,18.5,10.3,34.8
2009,TX,Basi,0.699,0.593,0.298,0.600,-81.5,313.6,144.0
2009,UAA,Cons,0.402,0.488,0.558,0.462,-52.8,46.9,49.7
2009,UAL,Indu,0.852,0.234,0.172,0.634,-65.8,17.2,40.2
2009,UFPI,Basi,0.150,0.182,0.244,0.130,-36.2,62.2,49.3
2009,ULTA,Cons,0.065,0.413,0.585,0.094,-55.5,241.9,126.8
2009,URBN,Cons,0.462,0.163,0.649,0.776,-48.0,125.5,94.4
2009,VMI,Indu,0.094,0.128,0.807,0.476,-55.1,83.9,61.1
2009,WAB,Indu,0.029,0.154,0.675,0.592,-17.1,35.6,48.4
2009,WCC,Indu,0.007,0.156,0.377,0.387,-55.7,52.2,51.5
2009,WCN,Indu,0.067,0.059,0.685,0.733,-8.1,16.6,31.1
2009,WEN,Cons,0.875,0.924,0.989,0.213,-54.7,9.1,45.3
2009,WOR,Indu,0.543,0.478,0.148,0.164,-43.6,80.7,65.2
2009,WPM,Basi,0.995,0.761,0.193,0.685,-60.0,136.3,87.1
2009,WSO,Indu,0.013,0.203,0.260,0.439,-4.0,56.4,53.3
2009,WWW,Cons,0.231,0.023,0.402,0.437,-22.5,50.3,47.3
2009,WYNN,Cons,0.585,0.920,0.262,0.828,-78.5,145.5,87.1
2011,AAL,Indu,0.827,0.378,0.243,0.555,74.7,-10.3,9.5
2011,ABG,Cons,0.023,0.504,0.092,0.232,65.8,27.1,12.1
2011,ACM,Indu,0.031,0.273,0.627,0.891,7.2,-19.4,4.0
2011,AER,Indu,0.938,0.907,0.876,0.632,58.9,-10.6,9.5
2011,AG,Basi,0.914,0.920,0.988,0.623,408.3,32.6,14.5
2011,AGI,Basi,0.670,0.526,0.842,0.691,15.3,22.8,15.2
2011,ALGT,Indu,0.742,0.088,0.599,0.391,-8.7,18.1,8.8
2011,ALK,Indu,0.555,0.269,0.485,0.742,87.6,23.4,8.0
2011,AMRC,Indu,0.096,0.204,0.691,0.254,185.9,-5.4,8.6
2011,ARLP,Ener,0.496,0.391,0.845,0.777,65.8,14.2,8.5
2011,AROC,Ener,0.297,0.149,0.100,0.359,-3.5,-45.5,5.6
2011,ASR,Indu,0.905,0.736,0.927,0.618,3.6,28.0,13.7
2011,AVAV,Indu,0.673,0.561,0.812,0.239,20.2,-3.3,10.2
2011,AVNT,Basi,0.358,0.673,0.335,0.539,82.6,9.8,11.3
2011,AZZ,Indu,0.319,0.493,0.699,0.136,18.4,19.5,3.6
2011,BC,Cons,0.703,0.727,0.170,0.676,81.4,6.2,5.7
2011,BCPC,Basi,0.220,0.331,0.655,0.465,65.2,-1.0,9.6
2011,BJRI,Cons,0.907,0.054,0.461,0.477,82.8,37.8,10.4
2011,BYD,Cons,0.166,0.603,0.766,0.368,21.3,-3.2,10.1
2011,CAKE,Cons,0.999,0.008,0.241,0.673,34.0,5.3,9.0
2011,CAR,Indu,0.834,0.177,0.103,0.620,17.7,-6.5,6.4
2011,CASY,Cons,0.226,0.570,0.480,0.607,28.7,24.1,14.7
2011,CBRL,Cons,0.266,0.001,0.218,0.503,17.8,11.5,11.3
2011,CBT,Basi,0.565,0.751,0.395,0.804,56.3,-12.9,5.8
2011,CECO,Indu,0.097,0.518,0.303,0.066,-24.1,-64.8,3.6
2011,CHDN,Cons,0.882,0.742,0.935,0.259,10.0,33.1,17.9
2011,CHH,Cons,0.165,0.232,0.624,0.762,25.3,-10.4,9.1
2011,CLH,Indu,0.330,0.842,0.877,0.780,77.4,38.2,15.3
2011,CLMT,Basi,0.614,0.572,0.445,0.354,20.9,-5.0,6.5
2011,CMCO,Indu,0.145,0.397,0.230,0.019,18.8,-18.5,6.1
2011,CMP,Basi,0.684,0.392,0.645,0.857,44.6,-22.6,5.0
2011,CODI,Indu,0.068,0.658,0.430,0.281,8.8,-6.5,10.9
2011,CPA,Indu,0.843,0.203,0.780,0.770,12.0,24.9,8.3
2011,CPS,Cons,0.459,0.731,0.031,0.381,48.4,-3.7,14.1
2011,CRI,Cons,0.562,0.420,0.530,0.616,-3.1,58.5,18.5
2011,CRK,Ener,0.404,0.855,0.022,0.524,-27.4,-56.6,3.1
2011,CROX,Cons,0.747,0.497,0.620,0.622,132.2,11.6,11.4
2011,CRS,Basi,0.369,0.808,0.728,0.684,47.7,33.2,8.6
2011,CSL,Basi,0.311,0.458,0.150,0.786,19.0,16.7,6.4
2011,CTRN,Cons,0.135,0.223,0.219,0.030,-22.4,-51.3,6.2
2011,CW,Indu,0.105,0.030,0.278,0.634,20.3,4.3,8.3
2011,CYD,Indu,0.812,0.781,0.197,0.469,67.1,-45.9,8.1
2011,DAC,Indu,0.491,0.084,0.815,0.162,3.3,-12.2,12.2
2011,DCH,Cons,0.655,0.891,0.611,0.472,72.3,-15.0,4.4
2011,DDS,Cons,0.357,0.108,0.272,0.776,101.9,29.1,12.8
2011,DECK,Cons,0.661,0.188,0.804,0.895,153.7,-1.5,10.0
2011,DHI,Cons,0.620,0.755,0.042,0.931,-3.0,10.2,5.6
2011,DKS,Cons,0.259,0.026,0.442,0.991,56.9,14.1,12.1
2011,DMLP,Ener,0.238,0.864,0.789,0.358,28.0,-14.8,9.2
2011,DY,Indu,0.247,0.196,0.138,0.209,105.2,32.4,14.9
2011,EBF,Indu,0.295,0.309,0.373,0.168,13.0,-22.7,8.5
2011,EGY,Ener,0.596,0.865,0.855,0.088,73.8,1.7,13.7
2011,ENS,Indu,0.070,0.646,0.564,0.651,65.3,-9.5,6.1
2011,EPAC,Indu,0.512,0.472,0.449,0.699,27.5,9.8,20.4
2011,EQT,Ener,0.780,0.428,0.709,0.911,5.3,9.0,5.9
2011,ESLT,Indu,0.080,0.258,0.362,0.735,-16.4,-32.7,8.6
2011,EXK,Basi,0.885,0.954,0.738,0.227,184.1,-1.7,17.0
2011,EXP,Basi,0.485,0.641,0.169,0.536,24.3,2.1,6.6
2011,EXPE,Cons,0.172,0.178,0.608,0.899,20.8,31.0,9.3
2011,FCN,Indu,0.349,0.073,0.261,0.614,-9.8,30.2,13.3
2011,FIX,Indu,0.285,0.368,0.468,0.143,7.1,-9.4,11.0
2011,FRO,Indu,0.854,0.696,0.139,0.704,-4.4,-78.5,2.3
2011,FSM,Basi,0.836,0.805,0.957,0.231,118.6,3.6,15.9
2011,FSS,Indu,0.092,0.282,0.026,0.031,-25.0,-17.5,15.1
2011,FTK,Ener,0.816,0.900,0.936,0.409,627.6,39.9,12.5
2011,FUL,Basi,0.281,0.305,0.262,0.431,-13.3,27.4,5.5
2011,FWRD,Indu,0.966,0.386,0.500,0.364,31.0,28.3,7.1
2011,GBX,Indu,0.534,0.500,0.396,0.114,104.8,13.0,3.4
2011,GEL,Ener,0.353,0.847,0.504,0.470,43.8,6.7,7.7
2011,GEO,Indu,0.246,0.358,0.584,0.646,24.2,-26.1,5.3
2011,GIII,Cons,0.457,0.401,0.745,0.265,37.2,-24.9,13.1
2011,GIL,Cons,0.615,0.578,0.841,0.914,40.7,-33.1,4.4
2011,GLNG,Ener,0.866,0.450,0.405,0.653,128.4,76.5,17.2
2011,GME,Cons,0.278,0.043,0.276,0.865,2.6,13.6,17.6
2011,GNRC,Indu,0.478,0.193,0.392,0.316,28.8,69.9,11.6
2011,GNTX,Cons,0.643,0.851,0.754,0.981,78.4,-10.1,4.9
2011,GPK,Cons,0.284,0.647,0.215,0.627,39.1,9.2,11.1
2011,GPRE,Basi,0.265,0.741,0.889,0.085,-29.0,-1.5,7.9
2011,GRC,Indu,0.392,0.501,0.785,0.204,44.6,22.3,8.1
2011,GT,Cons,0.547,0.476,0.255,0.870,0.0,-2.3,7.8
2011,HBM,Basi,0.862,0.969,0.732,0.785,26.6,-36.7,6.5
2011,HEI,Indu,0.224,0.370,0.745,0.665,46.2,37.6,14.2
2011,HL,Basi,0.908,0.916,0.030,0.814,86.9,-50.3,5.2
2011,HLIO,Indu,0.764,0.886,0.880,0.243,45.7,17.9,14.2
2011,HNI,Cons,0.323,0.477,0.323,0.603,29.5,-14.7,5.5
2011,HTHT,Cons,0.793,0.155,0.601,0.451,29.0,-15.8,8.7
2011,HTLD,Indu,0.736,0.469,0.588,0.577,8.3,-9.1,5.7
2011,HUBG,Indu,0.028,0.520,0.401,0.566,45.4,-7.6,5.0
2011,HUN,Basi,0.470,0.582,0.368,0.961,42.2,-30.6,4.3
2011,HURN,Indu,0.380,0.418,0.326,0.214,29.0,29.6,13.4
2011,HWKN,Basi,0.507,0.545,0.486,0.131,123.1,-11.6,6.1
2011,ICFI,Indu,0.151,0.227,0.311,0.097,-10.4,20.3,14.1
2011,IEP,Ener,0.824,0.977,0.723,0.888,-16.1,7.9,12.6
2011,IFF,Basi,0.134,0.224,0.393,0.957,33.4,2.7,7.3
2011,IOSP,Basi,0.146,0.301,0.305,0.257,161.2,12.5,7.7
2011,IT,Indu,0.109,0.341,0.562,0.896,73.7,7.0,7.5
2011,JBTM,Indu,0.138,0.382,0.549,0.191,9.6,-15.8,12.6
2011,JHX,Basi,0.572,0.320,0.424,0.795,-10.7,35.1,16.6
2011,KBH,Cons,0.704,0.516,0.049,0.497,-3.0,-35.4,4.8
2011,KEX,Indu,0.264,0.322,0.538,0.755,23.2,52.5,10.5
2011,KFRC,Indu,0.034,0.270,0.369,0.335,34.6,-28.6,4.6
2011,KFY,Indu,1.000,0.793,0.650,0.439,19.2,-26.4,7.6
2011,KNX,Indu,0.495,0.372,0.465,0.484,-1.5,-15.4,4.1
2011,KWR,Basi,0.418,0.628,0.299,0.084,70.8,1.1,10.2
2011,LAD,Cons,0.074,0.676,0.209,0.062,118.1,74.0,19.3
2011,LCII,Cons,0.678,0.873,0.185,0.170,11.2,13.7,7.2
2011,LEU,Ener,0.441,0.816,0.716,0.258,6.7,-76.7,3.3
2011,LKQ,Cons,0.196,0.180,0.585,0.880,25.7,35.4,13.8
2011,LNG,Ener,0.634,0.811,0.464,0.178,165.1,114.2,25.4
2011,LNN,Indu,0.370,0.716,0.799,0.436,91.2,-15.7,13.4
2011,LQDT,Cons,0.412,0.442,0.472,0.120,52.5,108.9,12.0
2011,LXU,Basi,0.439,0.674,0.858,0.311,112.7,11.9,10.1
2011,LZB,Cons,0.261,0.261,0.132,0.091,-28.9,69.2,13.2
2011,MATV,Basi,0.347,0.086,0.220,0.449,-14.6,16.0,6.8
2011,MATX,Indu,0.493,0.568,0.595,0.396,26.0,13.4,9.8
2011,MELI,Cons,0.030,0.319,0.838,0.830,63.8,45.7,15.6
2011,MEOH,Basi,0.628,0.908,0.805,0.815,28.4,-8.6,4.4
2011,MGRC,Indu,0.382,0.295,0.753,0.220,7.0,28.5,16.2
2011,MIDD,Indu,0.088,0.389,0.782,0.551,80.6,8.0,12.7
2011,MLCO,Cons,0.772,0.947,0.927,0.832,71.9,69.4,14.7
2011,MLI,Indu,0.132,0.801,0.508,0.241,35.3,39.7,11.2
2011,MLKN,Cons,0.011,0.580,0.600,0.580,25.6,-13.2,16.8
2011,MLM,Basi,0.759,0.361,0.427,0.936,19.4,-5.6,6.1
2011,MOD,Indu,0.314,0.950,0.400,0.324,64.6,-33.2,4.5
2011,MOV,Cons,0.861,0.438,0.076,0.080,51.2,32.5,20.9
2011,MRCY,Indu,0.309,0.427,0.618,0.086,42.9,-16.3,4.6
2011,MTH,Cons,0.669,0.566,0.054,0.312,8.9,16.7,6.7
2011,MTRN,Basi,0.411,0.903,0.872,0.373,106.9,-23.9,8.5
2011,MTX,Basi,0.381,0.496,0.178,0.500,35.1,2.8,6.7
2011,MTZ,Indu,0.128,0.441,0.793,0.523,18.7,11.5,14.0
2011,MWA,Indu,0.389,0.278,0.095,0.268,-5.8,-36.5,3.6
2011,MYE,Cons,0.484,0.332,0.038,0.039,4.1,32.4,8.3
2011,MYRG,Indu,0.149,0.207,0.115,0.126,35.8,-15.1,8.2
2011,NAT,Indu,0.946,0.788,0.016,0.489,-14.3,-42.9,6.0
2011,NMM,Indu,0.573,0.480,0.946,0.341,13.1,-17.6,5.4
2011,NPK,Indu,0.414,0.369,0.332,0.369,2.1,-36.9,9.0
2011,NPO,Indu,0.599,0.653,0.759,0.380,65.2,-9.0,5.2
2011,NX,Basi,0.549,0.791,0.141,0.285,21.8,-13.1,10.7
2011,OII,Ener,0.130,0.162,0.481,0.958,45.4,33.2,9.1
2011,OIS,Ener,0.161,0.703,0.692,0.750,90.8,9.8,6.8
2011,OLN,Basi,0.523,0.303,0.205,0.612,16.2,16.6,8.5
2011,OMAB,Indu,0.985,0.353,0.201,0.289,10.2,12.4,9.9
2011,OSK,Indu,0.532,0.918,0.061,0.881,1.7,-33.2,5.2
2011,OXM,Cons,0.693,0.230,0.082,0.076,6.4,101.5,32.6
2011,PAAS,Basi,0.868,0.943,0.859,0.919,60.1,-31.1,5.2
2011,PAC,Indu,0.630,0.772,0.857,0.715,8.4,3.0,11.4
2011,PBA,Ener,0.855,0.876,0.809,0.932,18.1,22.7,18.8
2011,PDS,Ener,0.581,0.523,0.724,0.826,28.7,8.1,7.7
2011,PII,Cons,0.200,0.581,0.707,0.788,67.8,65.2,6.9
2011,PKE,Indu,0.582,0.704,0.408,0.255,6.4,-10.9,10.4
2011,PKG,Cons,0.528,0.307,0.597,0.824,34.1,-7.1,5.2
2011,PNR,Indu,0.243,0.451,0.338,0.768,20.2,-0.6,5.6
2011,POOL,Indu,0.036,0.219,0.124,0.532,26.3,31.9,8.2
2011,POWL,Indu,0.477,0.186,0.108,0.112,27.0,-3.2,7.7
2011,PRIM,Indu,0.511,0.966,0.993,0.095,3.6,76.6,28.1
2011,PTEN,Ener,0.618,0.984,0.996,0.912,50.6,-24.2,4.9
2011,PVH,Cons,0.734,0.901,0.964,0.954,8.6,51.0,25.7
2011,PWR,Indu,0.258,0.557,0.324,0.986,17.5,-3.7,10.7
2011,QUAD,Indu,0.445,0.965,0.986,0.709,-13.1,-68.7,2.7
2011,RBA,Indu,0.192,0.146,0.251,0.805,19.8,-1.2,11.1
2011,RBC,Indu,0.204,0.591,0.628,0.615,50.6,-7.5,6.1
2011,RES,Ener,0.778,0.928,0.972,0.772,102.0,2.6,4.9
2011,RGLD,Basi,0.423,0.803,0.953,0.800,16.1,59.0,10.3
2011,RHI,Indu,0.124,0.597,0.389,0.985,25.5,-10.2,5.4
2011,RRX,Indu,0.378,0.535,0.497,0.796,36.7,-9.2,7.5
2011,RS,Basi,0.504,0.722,0.546,0.953,32.4,-9.9,5.6
2011,RUSHA,Cons,0.178,0.714,0.827,0.166,84.7,13.5,8.2
2011,SAH,Cons,0.073,0.826,0.123,0.315,51.8,12.5,12.3
2011,SB,Indu,0.334,0.393,0.951,0.205,8.9,-17.7,6.7
2011,SGI,Cons,0.750,0.904,0.966,0.695,367.7,60.6,13.4
2011,SHOO,Cons,0.405,0.316,0.750,0.507,54.0,50.3,15.2
2011,SIG,Cons,0.619,0.122,0.415,0.916,58.0,13.7,16.6
2011,SMG,Basi,0.808,0.342,0.019,0.873,26.3,-4.5,9.7
2011,SSD,Basi,0.776,0.338,0.085,0.588,18.1,13.3,7.4
2011,STLD,Basi,0.553,0.914,0.592,0.924,13.6,-15.2,4.7
2011,STN,Indu,0.832,0.446,0.062,0.550,14.9,11.4,11.4
2011,SUZ,Basi,0.738,0.161,0.646,0.984,-10.3,-61.6,3.1
2011,TDG,Indu,0.282,0.216,0.674,0.949,69.0,32.7,9.3
2011,TEN,Ener,0.182,0.657,0.439,0.842,-34.4,-33.6,10.3
2011,TFII,Indu,0.066,0.874,0.582,0.512,53.9,36.3,16.5
2011,THO,Cons,0.276,0.812,0.432,0.666,-10.9,-3.6,11.9
2011,TK,Ener,0.809,0.430,0.161,0.778,45.9,-21.5,8.1
2011,TKR,Indu,0.593,0.761,0.755,0.877,103.4,-1.6,5.3
2011,TNK,Indu,0.676,0.732,0.916,0.208,3.0,-44.7,8.9
2011,TPC,Indu,0.316,0.519,0.039,0.486,11.1,-33.6,7.8
2011,TREX,Indu,0.720,0.782,0.758,0.154,49.8,-11.7,8.5
2011,TRN,Indu,0.403,0.595,0.688,0.654,80.8,9.0,7.5
2011,TSCO,Cons,0.095,0.082,0.509,0.901,86.2,66.3,10.2
2011,TSLA,Cons,0.878,0.836,0.028,0.723,-4.4,45.4,10.8
2011,TTEK,Indu,0.008,0.266,0.347,0.604,-3.4,-4.6,5.6
2011,UAA,Cons,0.461,0.185,0.747,0.859,127.8,29.6,7.0
2011,UFPI,Basi,0.239,0.495,0.239,0.314,17.4,-15.4,7.1
2011,ULTA,Cons,0.328,0.039,0.553,0.793,95.5,108.8,25.8
2011,URI,Indu,0.632,0.924,0.280,0.638,231.3,23.4,5.4
2011,VET,Ener,0.639,0.770,0.695,0.982,43.8,-7.0,10.2
2011,VMI,Indu,0.359,0.546,0.836,0.784,37.4,12.9,7.5
2011,WAB,Indu,0.120,0.289,0.426,0.797,43.1,28.0,12.9
2011,WCC,Indu,0.009,0.464,0.412,0.811,91.1,9.2,5.9
2011,WCN,Indu,0.108,0.061,0.532,0.866,41.4,10.6,7.1
2011,WEN,Cons,0.227,0.976,0.109,0.693,0.7,9.7,12.9
2011,WLK,Basi,0.685,0.807,0.705,0.835,135.3,25.3,12.6
2011,WOR,Indu,0.497,0.785,0.581,0.377,13.7,-7.1,2.3
2011,WSO,Indu,0.069,0.850,0.376,0.714,8.6,15.5,8.6
2011,WWW,Cons,0.197,0.345,0.574,0.636,38.3,9.6,6.1
2013,AAON,Indu,0.622,0.322,0.775,0.088,31.9,68.1,40.3
2013,ABG,Cons,0.025,0.363,0.429,0.464,35.1,26.8,24.2
2013,AG,Basi,0.873,0.964,0.958,0.703,-12.2,-31.3,18.1
2013,AGI,Basi,0.478,0.983,0.975,0.627,-33.4,-24.6,19.5
2013,ALK,Indu,0.884,0.043,0.465,0.880,27.6,76.5,44.0
2013,ALSN,Cons,0.366,0.422,0.280,0.968,1.5,24.8,29.1
2013,ALV,Cons,0.092,0.303,0.349,0.980,0.2,34.2,30.5
2013,AMRC,Indu,0.213,0.646,0.115,0.028,-46.4,30.9,32.1
2013,ARCO,Cons,0.971,0.403,0.419,0.811,-34.2,-27.1,17.6
2013,ARLP,Ener,0.324,0.122,0.743,0.773,-18.3,21.7,26.5
2013,AROC,Ener,0.713,0.262,0.605,0.410,70.0,48.7,39.2
2013,ASR,Indu,0.805,0.461,0.805,0.920,85.2,-14.8,22.4
2013,ATI,Indu,0.350,0.604,0.149,0.878,-38.3,10.8,26.2
2013,AVAV,Indu,0.683,0.766,0.052,0.136,-20.0,41.6,33.2
2013,AVNT,Basi,0.315,0.093,0.348,0.720,54.2,46.5,32.0
2013,AXON,Indu,0.837,0.610,0.920,0.047,63.9,176.8,73.1
2013,AZZ,Indu,0.288,0.428,0.845,0.433,77.8,17.3,27.4
2013,BC,Cons,0.396,0.180,0.369,0.854,68.4,14.8,24.7
2013,BCPC,Basi,0.199,0.302,0.725,0.480,31.1,32.4,34.9
2013,BJRI,Cons,0.880,0.158,0.395,0.409,-38.5,-12.7,21.3
2013,BYD,Cons,0.182,0.991,0.301,0.243,-14.2,55.2,39.5
2013,BZH,Cons,0.484,0.875,0.675,0.102,11.9,25.2,26.2
2013,CAKE,Cons,0.978,0.111,0.257,0.664,4.8,37.7,33.5
2013,CAR,Indu,0.921,0.476,0.304,0.792,58.1,68.8,41.7
2013,CASY,Cons,0.023,0.489,0.311,0.749,12.2,15.6,27.5
2013,CBRL,Cons,0.968,0.101,0.411,0.632,25.7,36.6,36.0
2013,CBT,Basi,0.608,0.397,0.439,0.820,14.0,10.0,24.1
2013,CDE,Basi,0.842,0.972,0.502,0.631,-34.1,-41.6,15.1
2013,CHDN,Cons,0.852,0.740,0.334,0.484,27.4,42.7,36.4
2013,CHH,Cons,0.083,0.018,0.718,0.736,-0.1,31.6,31.9
2013,CLH,Indu,0.203,0.805,0.024,0.838,-23.5,1.5,26.0
2013,CLMT,Basi,0.497,0.708,0.623,0.726,60.0,-18.8,20.0
2013,CMC,Basi,0.162,0.587,0.146,0.687,6.9,23.5,28.1
2013,CMCO,Indu,0.239,0.173,0.478,0.025,15.3,49.7,36.7
2013,CMP,Basi,0.599,0.571,0.255,0.781,-0.1,15.0,26.4
2013,CMRE,Indu,0.911,0.329,0.740,0.353,5.7,17.7,26.0
2013,CODI,Indu,0.064,0.851,0.031,0.316,8.9,16.5,28.4
2013,CPA,Indu,0.815,0.223,0.753,0.995,61.0,19.3,29.0
2013,CPAC,Basi,0.749,0.462,0.848,0.595,20.7,-30.1,17.5
2013,CPS,Cons,0.171,0.353,0.214,0.236,-15.2,52.3,38.7
2013,CRI,Cons,0.651,0.145,0.606,0.870,14.4,23.8,31.6
2013,CROX,Cons,0.634,0.349,0.336,0.532,-28.5,3.0,25.8
2013,CRS,Basi,0.322,0.298,0.726,0.827,-5.6,11.6,23.7
2013,CSL,Basi,0.406,0.332,0.459,0.961,40.7,8.5,21.4
2013,CVCO,Cons,0.639,0.978,0.282,0.036,-2.5,43.0,30.4
2013,CW,Indu,0.260,0.159,0.462,0.625,-3.6,77.8,45.4
2013,CYD,Indu,0.499,0.488,0.450,0.176,-9.5,48.1,30.8
2013,DCH,Cons,0.562,0.274,0.590,0.397,-3.5,49.9,31.1
2013,DDS,Cons,0.405,0.011,0.487,0.911,33.0,16.1,30.5
2013,DECK,Cons,0.596,0.622,0.618,0.571,-55.2,103.6,52.2
2013,DK,Ener,0.229,0.916,0.443,0.771,187.2,-21.6,18.8
2013,DMLP,Ener,0.990,0.746,0.986,0.288,0.1,6.6,27.5
2013,DXPE,Indu,0.022,0.255,0.822,0.378,57.0,75.2,44.8
2013,DY,Indu,0.262,0.420,0.801,0.289,-2.6,22.8,32.4
2013,EBF,Indu,0.474,0.189,0.378,0.061,-0.6,4.9,21.2
2013,EFXT,Ener,0.060,0.861,0.448,0.403,-2.2,13.9,29.2
2013,EGY,Ener,0.934,0.860,0.097,0.161,19.9,-31.3,16.5
2013,ENS,Indu,0.340,0.391,0.329,0.707,30.0,60.6,33.4
2013,EPAC,Indu,0.050,0.735,0.354,0.768,6.7,6.0,25.6
2013,EQT,Ener,0.944,0.569,0.668,1.000,25.7,56.8,39.3
2013,ESLT,Indu,0.131,0.427,0.746,0.609,-10.7,58.8,38.4
2013,EXK,Basi,0.929,0.985,0.999,0.237,-30.3,-19.4,19.4
2013,EXP,Basi,0.727,0.527,0.866,0.866,112.5,14.3,23.1
2013,FCN,Indu,0.164,0.283,0.118,0.559,-19.1,5.0,26.4
2013,FET,Ener,0.408,0.836,0.358,0.791,22.5,-4.2,18.9
2013,FIVE,Cons,0.614,0.166,0.896,0.721,47.8,-2.5,21.5
2013,FIX,Indu,0.336,0.321,0.245,0.121,9.1,32.8,34.0
2013,FSM,Basi,0.847,0.924,0.782,0.182,-29.5,9.5,24.6
2013,FSS,Indu,0.473,0.434,0.259,0.118,29.2,75.9,43.2
2013,FTK,Ener,0.200,0.829,0.489,0.383,30.5,62.3,34.7
2013,FUL,Basi,0.246,0.289,0.585,0.676,40.0,43.9,34.1
2013,FUN,Cons,0.967,0.371,0.190,0.734,32.0,38.2,33.0
2013,FWRD,Indu,0.833,0.042,0.530,0.456,1.9,15.0,25.4
2013,GBX,Indu,0.071,0.892,0.362,0.211,-31.4,81.5,42.4
2013,GEO,Indu,0.190,0.611,0.231,0.716,89.6,-3.2,25.5
2013,GIII,Cons,0.418,0.273,0.708,0.331,38.7,89.3,41.2
2013,GIL,Cons,0.661,0.518,0.852,0.973,64.9,41.8,29.5
2013,GLNG,Ener,0.857,0.485,0.962,0.848,-12.8,-11.0,22.4
2013,GME,Cons,0.471,0.229,0.381,0.883,20.7,39.2,29.3
2013,GNRC,Indu,0.057,0.880,0.857,0.740,80.8,59.4,37.7
2013,GNTX,Cons,0.132,0.436,0.532,0.823,-27.9,72.1,37.5
2013,GPK,Cons,0.157,0.017,0.289,0.786,30.0,32.2,27.1
2013,GPRK,Ener,0.820,0.172,0.953,0.032,2.3,-1.7,22.5
2013,GRC,Indu,0.373,0.455,0.232,0.241,-9.9,27.8,26.5
2013,GT,Cons,0.238,0.558,0.161,0.882,4.6,74.4,41.6
2013,HBM,Basi,0.722,0.780,0.080,0.622,-11.6,-15.8,21.5
2013,HEI,Indu,0.107,0.222,0.497,0.785,-1.2,57.4,40.4
2013,HL,Basi,0.822,0.865,0.112,0.563,-10.4,-26.5,19.5
2013,HLIO,Indu,0.237,0.713,0.480,0.320,-2.4,45.2,36.4
2013,HLX,Ener,0.838,0.754,0.068,0.789,25.3,-7.4,23.7
2013,HNI,Cons,0.117,0.015,0.383,0.577,13.6,-0.3,19.9
2013,HTHT,Cons,0.781,0.373,0.752,0.401,2.1,76.9,41.3
2013,HUBG,Indu,0.004,0.748,0.389,0.553,8.3,8.3,23.6
2013,HUN,Basi,0.296,0.470,0.251,0.955,27.2,24.3,28.4
2013,HURN,Indu,0.682,0.358,0.833,0.327,-5.9,86.5,47.9
2013,HWKN,Basi,0.669,0.326,0.247,0.071,-5.1,-8.9,20.3
2013,IAG,Basi,0.744,0.832,0.684,0.828,-57.5,-43.5,14.4
2013,ICFI,Indu,0.098,0.034,0.447,0.130,-6.9,42.3,36.3
2013,IOSP,Basi,0.307,0.301,0.504,0.417,35.2,7.2,25.4
2013,IT,Indu,0.120,0.036,0.650,0.990,33.4,32.4,27.2
2013,J,Indu,0.009,0.152,0.375,0.999,0.1,42.6,33.7
2013,JBTM,Indu,0.041,0.419,0.225,0.218,26.5,45.3,31.0
2013,JHX,Basi,0.299,0.248,0.580,0.964,40.2,23.8,31.8
2013,KAI,Indu,0.504,0.561,0.126,0.004,8.9,35.6,35.6
2013,KBH,Cons,0.610,0.762,0.902,0.642,114.8,-20.0,20.0
2013,KEX,Indu,0.859,0.888,0.413,0.913,-0.5,50.4,33.0
2013,KFRC,Indu,0.189,0.280,0.197,0.127,3.9,34.6,31.2
2013,KFY,Indu,0.031,0.304,0.405,0.368,18.7,42.0,35.2
2013,KNX,Indu,0.795,0.228,0.512,0.389,-6.0,36.6,30.2
2013,KOS,Ener,0.989,0.466,0.786,0.926,-27.0,3.6,27.2
2013,KRO,Basi,0.896,0.690,0.140,0.706,-25.6,-14.1,20.5
2013,KWR,Basi,0.087,0.433,0.326,0.321,50.1,22.2,29.4
2013,LAD,Cons,0.037,0.038,0.654,0.446,75.9,43.3,36.6
2013,LCII,Cons,0.381,0.493,0.668,0.349,24.8,28.4,31.4
2013,LNN,Indu,0.264,0.544,0.777,0.460,63.9,-4.1,22.8
