yr,ticker,mom,ret,qqq,fdate,roce,capexdep,dio,evsales,evebitda,ndebitda,curratio,fcfy,iq,ccc,pos_roce,pos_capexdep,pos_dio,pos_evsales,pos_fcfy,capexdep_ma8,ev_mid_ebitda,nd_mid_ebitda,d_roce,d_dio,d_capexdep
2012,CBRL,16.0,15.7,4.7,2011-10-28,0.0424053,1.2109,77.6145,2.4789,24.6927,8.33048,0.949979,0.00155851,0.850517,31.0328,0.501234,0.345735,0.819261,0.4271,0.390878,1.21407,28.6342,9.66022,0.0018721,-5.39443,0.00287201
2012,CDE,-7.0,-35.9,3.3,2011-09-30,0.0425365,0.643912,56.7967,5.48944,14.9907,-0.252373,1.64297,0.0749885,5.85676,45.1647,1,0.0271722,0.053011,0,1,0.790125,69.6625,-1.17279,0.038893,-38.1696,-0.312733
2012,CHH,-7.2,-0.3,6.4,2011-09-30,0.218087,1.45634,0.366691,9.87413,30.4977,2.06011,1.1538,0.0399966,1.74559,-6.91565,0.902004,0.196274,0,0.00571621,1,2.1939,42.6202,2.87898,-0.0240969,-6.55972,-1.15386
2012,CLH,46.3,-27.6,5.2,2011-09-30,0.0414054,1.42972,12.4839,5.40166,29.5303,2.78757,2.09943,0.0096442,2.03881,39.3255,0.659565,0.585586,0.251225,0.619186,0.409108,1.22642,60.237,5.6862,-0.0177497,1.0243,-0.331639
2012,CW,4.5,-1.2,7.0,2011-09-30,0.0258317,1.03255,86.6205,3.52732,26.0175,6.60951,1.52953,0.0112017,1.12646,154.399,0.373553,0.35548,0.783735,0,0.429999,0.79026,28.1103,7.14119,0.000319017,-0.948474,0.207169
2012,DCH,-12.6,-6.6,7.3,2011-09-30,0.0274963,1.12571,26.0853,2.33401,18.9887,11.7613,1.20443,-0.384668,-8.04867,19.4194,0.979535,0.718952,0.392156,0.133428,0.50356,0.941849,,,-0.0129893,3.79498,0.37794
2012,DECK,0.5,-55.3,2.3,2011-09-30,0.115504,0,151.857,8.57134,35.8331,-0.458306,2.87373,-0.0420397,-2.30779,145.058,0.587698,0,0.634193,0.271422,0.0718839,0,84.3728,-1.07913,-0.00075189,30.9925,0
2012,EBF,-24.4,-5.6,4.2,2011-08-31,0.0402824,0.694887,112.899,3.46867,23.9341,1.88892,2.06566,-0.00138994,0.151668,126.829,0.989196,0.0816784,0.000628441,0.000424074,0.263587,3.02744,27.6524,2.18237,0.429161,-72997.8,-4.14156
2012,ENS,-7.5,29.2,9.6,2011-10-02,0.0316118,1.02869,71.8561,1.97617,19.8015,3.57556,2.1557,-0.00254966,0.361271,99.1867,0.738756,0.34686,0.640392,0.0870931,0.131829,1.21431,26.5622,4.79634,-0.00241158,-3.20995,-0.15873
2012,EXP,8.1,111.8,19.6,2011-09-30,0.00465507,0.299604,77.1918,7.49333,244.611,66.4184,2.46522,0.0308438,4.38224,99.4956,0.169468,0.0494073,0.567888,0,0.719299,0.290331,31.2962,8.49777,-0.0053121,-0.94289,0.119847
2012,FCN,29.6,-17.4,4.3,2011-09-30,0.0314698,0.83697,2.63034,5.19187,29.3614,9.14713,1.53515,0.0323048,2.02697,172.269,0.61434,0.275201,0.169195,0,0.615578,0.480797,32.7537,10.204,0.00660421,2.63034,0.624463
2012,FTK,408.8,32.3,9.0,2011-09-30,0.0878403,0.910047,73.7094,7.39248,29.7148,3.99298,4.01958,0.0191025,0.642518,96.2073,0.965806,0.194624,0.0118945,0.0065935,0.758737,0.567035,127.046,17.072,0.0498225,-28.5891,0.645003
2012,GLNG,70.1,-11.2,5.4,2011-09-30,0.0227319,6.38957,0,46.688,84.5337,25.2664,0.606836,-0.0145233,3.40699,0.34023,0.507432,0.916816,0,0.498608,0.643148,2.48762,68.4869,20.4702,0.0128113,0,6.14303
2012,GNTX,-19.8,-30.5,6.9,2011-09-30,0.0611584,2.99323,78.0892,11.266,40.8734,-5.34651,6.49435,-0.00442263,0.479685,85.2708,0.993595,1,1,0.39073,0,1.62589,65.5375,-8.57275,0.00647043,15.7958,1.99392
2012,GRC,17.9,-9.4,6.5,2011-09-30,0.0469091,0.908556,95.6526,5.61834,35.1668,-0.786027,2.61841,0.0161216,1.43396,128.681,0.645741,0.111166,1,0.386063,0.957281,0.69891,46.6955,-1.04371,0.00379128,31.7112,0.908556
2012,IOSP,11.2,35.3,9.6,2011-09-30,-0.0537091,0.527778,85.8241,2.63208,-26.3338,2.08416,1.69512,0.0130652,-0.559524,93.6628,0,0.0694634,0,0.357768,0.198294,0.556019,32.3665,-2.56161,-0.10353,-2.20288,-0.16453
2012,JBTM,-14.9,26.8,1.3,2011-09-30,0.0434915,0.703125,72.7383,2.27915,25.3569,5.51691,1.43901,0.0642824,3.81481,90.6935,0.489188,0.469294,0.662738,0.619326,0.783212,0.94796,23.1675,5.04055,-0.00795847,-1.14816,-0.296875
2012,KAI,19.1,8.1,4.9,2011-10-26,0.0340569,0.718571,108.975,2.33639,22.7985,-3.4096,4.26598,0.0480648,0.53571,124.176,0.905724,0.436577,0.639973,0.0060778,0.584768,0.605569,33.4102,-4.99661,0.0118398,5.54024,0.332798
2012,KFY,-29.7,18.8,8.0,2011-10-31,0.033212,1.02331,0,2.6212,19.0575,-6.65359,2.39291,0.0595309,3.1533,-4.29188,0.879785,0.171822,,0.405255,0.812039,1.63404,31.3705,-10.9524,0.00377741,0,-0.751182
2012,LNN,-15.4,37.8,1.5,2011-08-31,0.032383,1.0604,51.7937,5.90489,53.3056,-7.74343,3.24882,0.0148877,2.50424,79.4068,0.378295,0.20322,0.127331,0.456679,0.564255,0.628107,54.6729,-7.94204,-0.0052255,-14.505,0.381308
2012,MLKN,-13.1,15.8,1.9,2011-09-03,0.0737213,0.808511,20.7373,2.4708,22.3249,1.33531,1.99915,0.0296944,1.5935,20.7378,0.311163,0.515659,0.576162,0.122863,0.545104,0.687614,27.2839,1.63192,0.00838598,-2.8216,0.222652
2012,MRCY,-16.0,-47.5,5.9,2011-09-30,0.0110323,0.623736,114.817,3.47754,25.6993,-24.9529,7.61565,0.00757383,1.58914,128.118,0.798755,0.247379,0.917966,0.213561,0.382548,1.24557,59.5577,-57.8279,-0.015834,35.6518,-0.607957
2012,MTZ,10.1,71.7,7.2,2011-09-30,0.0398208,1.2601,11.7056,2.22772,24.7687,5.59634,1.48337,-0.0474583,-1.43861,45.0918,0.616296,0.512705,0.859046,0.166746,0,0.696344,52.5944,11.8834,-0.0205224,0.949464,0.674128
2012,NX,-12.0,23.9,7.8,2011-10-31,0.0245575,0.89087,26.8389,1.94758,22.115,-4.28704,2.33962,0.0640784,6.96747,26.622,0.753441,1,0.347029,0.0866729,1,0.631143,23.9138,-4.63575,-0.00392762,4.52285,0.483699
2012,PDS,8.8,-21.3,5.9,2011-09-30,0.0303951,3.40562,2.25122,6.40974,16.9647,4.08538,3.10407,-0.0831246,0.242979,-4.69534,0.306041,0.76641,0.0575055,0.0604347,0,1.3326,27.9449,6.72958,0.0159738,-1.68634,2.64904
2012,PKE,-19.5,-4.3,7.7,2011-08-28,0.0224066,0.800981,37.1097,7.4821,49.4451,-19.6191,13.4634,0.00678444,0.615385,65.504,0.696936,0.215472,0.986391,0.33772,0.0845057,0.66033,44.7047,-17.7381,-0.0102357,1.93338,0.0752967
2012,PKG,-7.8,50.2,16.3,2011-09-30,0.0393094,0,41.2581,4.39303,26.2467,5.7023,1.58754,0.00362249,1.71468,56.846,0.531954,0,0.428357,0.343136,0.389725,0.796912,30.7667,6.68431,0.0463061,-1.58311,-1.91189
2012,PRIM,74.9,25.3,6.6,2011-09-30,0.094121,0.776376,9.03,1.37628,12.4655,-0.416224,1.21458,-0.0617462,-1.38934,37.7335,0.681706,0.25132,0.355989,0.510491,0,0.804258,38.1947,-1.27532,0.0424169,-1.02358,0.0746526
2012,PTEN,-25.7,11.4,10.0,2011-09-30,0.0372078,10.378,5.52494,4.52123,12.5151,1.64383,1.60335,-0.0238794,2.6929,10.6614,0.343938,1,0.0545848,0.128503,0.125825,2.63451,19.5056,2.56202,0.0176543,1.77145,7.82442
2012,RGR,174.3,33.6,6.5,2011-10-01,0.115114,1.53138,13.5828,5.009,23.8814,-3.15888,3.25176,0.0133653,0.986588,16.2804,0.871365,0.252808,0.155274,0.320461,0.516364,1.77696,46.316,-6.12639,0.0384185,-10.1841,-0.0308152
2012,SSD,15.3,-6.2,8.4,2011-09-30,0.0323444,0,178.244,5.77575,31.5021,-8.90732,6.54216,0.0149674,1.41512,203.861,0.611492,0,0.428018,0.224445,0.653314,0.904379,38.2041,-10.8023,-0.00478534,10.2665,-0.667874
2012,STN,6.1,30.8,6.7,2011-09-30,0.0396112,0.399011,8.9624,3.85448,24.8205,5.28178,1.60816,0.0544761,2.16419,17.5561,0.333798,0.153926,0.216713,0.21133,0.859205,0.618245,35.1342,7.47652,-0.000125456,-2.98616,-0.537402
2012,TTEK,-1.9,23.4,11.3,2011-09-30,0.0408866,0.376646,0,1.8134,20.968,0.974262,1.57812,0.0238849,1.2126,62.7996,0.501605,0.074525,0,0,0.598173,0.492061,39.0083,1.81249,0.000289869,0,-0.234251
2012,WCC,16.0,12.9,11.5,2011-09-30,0.0408757,1.05195,44.9308,1.45829,23.1794,6.81375,2.14138,0.02532,0.914826,55.8541,0.384871,0.590902,0.00195705,0.0959476,0.181399,0.757974,27.9618,8.21955,0.00685876,-1.63974,0.368615
2012,WFG,-5.5,65.2,10.6,2011-09-30,0.0102099,1.37439,64.8779,3.18718,40.9387,5.7523,2.46305,0.0116994,21.134,48.0225,0.303688,1,0.734365,0.287471,0.421421,0.611165,33.6756,4.73175,-0.0166812,-5.2716,1.04935
2012,WGO,-22.8,111.5,6.5,2011-08-27,0.00936329,0.399538,51.0158,1.06275,45.2654,-22.6124,3.2124,0.0164628,1.11193,49.9029,0.584493,0.422518,0.187213,0,0.675219,0.338879,122.258,-61.0742,-0.0186108,16.0149,0.126384
2012,WOR,-7.3,52.3,21.7,2011-08-31,0.0186957,0.503501,64.0382,1.89114,19.2644,7.14616,1.6758,-0.02974,-0.523623,79.9185,0.83578,0.233995,0.447645,0.745052,0.216049,0.44827,29.3699,10.8948,-0.00193182,1.65255,0.103197
2012,WSO,16.9,4.1,8.0,2011-09-30,0.0708618,1.11578,70.0242,1.9479,23.0025,1.21414,2.59405,-0.011827,-0.318345,87.6696,0.969445,0.715371,0.0732736,0,0.0897119,0.867783,51.981,2.74371,0.00609575,3.42332,0.441318
2013,AGI,-33.4,-24.6,19.5,2012-09-30,0.0499461,1.1643,134.025,29.7274,43.2079,-5.85298,9.48585,0.0086474,1.34779,82.2389,0.646588,0.0459935,0.251529,0.395388,0.598818,2.83319,75.6722,-10.2506,0.0134246,-30.1579,-4.28829
2013,AMRC,-46.4,30.9,32.1,2012-09-30,0.0194677,2.81124,4.94477,4.55518,48.3326,13.5403,2.03786,-0.0190543,0.454795,22.2484,0.413639,0.17724,0.734622,0.835874,0.23301,4.5793,55.929,15.6684,-0.0071425,0.95908,-1.58869
2013,AZZ,77.8,17.3,27.4,2012-08-31,0.0498413,1.23464,64.1328,6.04954,26.3841,3.63135,2.77988,0.00608448,0.878299,100.724,0.376025,0.715076,0.354727,0.961383,0.152981,0.898108,41.7005,5.73942,0.0132254,-4.98371,0.171136
2013,CBRL,25.7,36.6,36.0,2012-11-02,0.0406489,0.839276,37.0944,3.03172,31.0486,6.63098,1.11468,-0.0180629,-0.587616,18.5704,0.839995,0.064427,0.314262,1,0.274748,1.1953,37.8352,8.08035,-0.00175644,-40.52,-0.371622
2013,CDE,-34.1,-41.6,15.1,2012-09-30,-0.0029639,0.567179,134.036,11.0755,56.2305,-0.180343,1.66753,0.0194226,-5.03982,112.358,0.020234,0.0268741,0.959816,0.131055,0.797071,0.40023,61.3661,-0.196814,-0.0455004,77.2389,-0.0767334
2013,CHH,-0.1,31.6,31.9,2012-09-30,0.236512,3.15238,0,11.861,36.7941,10.3777,1.03622,0.043077,1.88102,-2.07931,0.933076,0.839255,0,0.168824,1,1.91157,55.2679,15.5883,0.0184249,-0.366691,1.69604
2013,CLH,-23.5,1.5,26.0,2012-09-30,0.0272281,1.18186,15.4289,5.32581,39.6042,3.98139,3.03446,0.00317033,4.60539,46.492,0.387646,0.382292,0.70214,0.534372,0.311093,1.25946,46.1886,4.64331,-0.0141773,2.945,-0.247855
2013,CW,-3.6,77.8,45.4,2012-09-30,0.0111767,0.710028,94.683,3.94608,41.3227,7.61679,1.99334,0.0127787,3.15939,162.484,0,0.0947345,1,0.213324,0.443374,0.88049,28.8418,5.31625,-0.0146551,8.06242,-0.322518
2013,DCH,-3.5,49.9,31.1,2012-09-30,0.0148686,1.31266,35.6207,3.16872,39.282,24.1781,1.57295,-0.317612,26.9756,32.057,0.965385,0.578741,0.842389,0.422392,0.570995,1.28352,1191.06,733.102,-0.0126277,9.53543,0.186947
2013,DECK,-55.2,103.6,52.2,2012-09-30,0.0805826,2.43362,201.545,4.04546,22.4032,3.13923,1.724,-0.178711,-4.9686,193.152,0.47227,0.43184,0.594528,0.0693025,0,0.765689,29.8336,4.18041,-0.0349216,49.6873,2.43362
2013,EBF,-0.6,4.9,21.2,2012-08-31,0.027204,0.220642,93.3208,3.17145,28.0137,3.62629,4.81007,0.0363,1.92229,116,0.967247,0.0286991,0.000360871,0.000332489,0.592739,0.967282,30.6101,3.96238,-0.0130783,-19.5778,-0.474245
2013,ENS,30.0,60.6,33.4,2012-09-30,0.0406478,0.841046,79.3235,3.15457,22.6174,0.474133,2.60421,0.0256717,1.2684,105.862,0.82954,0.101046,1,0.64915,0.316628,1.15848,36.2352,0.759606,0.00903601,7.46744,-0.187641
2013,EXP,112.5,14.3,23.1,2012-09-30,0.0302193,0.308457,74.2253,14.187,66.0154,5.90027,2.0736,0.0205548,2.65516,91.0595,1,0.117874,0.35512,0.130615,0.561691,0.464657,92.1201,8.23343,0.0255642,-2.96648,0.00885289
2013,FCN,-19.1,5.0,26.4,2012-09-30,0.0234951,0.493618,0,4.2569,26.5236,9.53702,1.88741,0.0609092,3.12209,123.407,0.359093,0.353855,0,0,0.92621,0.505306,24.3525,8.75637,-0.00797472,-2.63034,-0.343353
2013,FTK,30.5,62.3,34.7,2012-09-30,0.109751,1.94371,84.7549,8.85135,39.6719,1.94055,1.33574,0.0160397,1.67081,96.2328,0.90536,1,0.154634,0.0255992,0.721025,1.29214,106.265,5.19792,0.0219103,11.0455,1.03367
2013,GLNG,-12.8,-11.0,22.4,2012-09-30,0.030418,2.82925,0,35.0028,46.7917,12.8924,0.764682,0.000945116,1.19592,0,0.685907,0.751094,0,0.122438,0.716486,3.44406,81.9027,22.5665,0.00768614,0,-3.56031
2013,GNTX,-27.9,72.1,37.5,2012-09-30,0.0500791,2.25716,89.4884,7.82484,29.9408,-5.43616,7.09533,0.0188491,1.78906,105.463,0.803775,0.537684,0.834809,0.0333136,1,2.63811,40.3078,-7.31843,-0.0110793,11.3993,-0.736069
2013,GRC,-9.9,27.8,26.5,2012-09-30,0.0380373,1.04734,105.466,6.14991,42.8674,-0.515785,3.32093,0.00969187,1.29928,149.959,0.33797,0.128147,0.90447,0.538626,0.814413,1.08557,48.3284,-0.581493,-0.00887189,9.81336,0.138782
2013,IOSP,35.2,7.2,25.4,2012-09-30,0.0358698,1.85714,97.5283,3.7884,34.3957,-4.73267,2.46614,0.036058,2.17419,106.196,0.713449,1,0.283463,0.954891,0.264265,0.989471,38.5354,-5.30227,0.0895789,11.7042,1.32937
2013,JBTM,26.5,45.3,31.0,2012-09-30,0.0345638,1.01639,83.8356,2.74852,34.1983,5.6,1.16745,0.0300929,3.29032,102.968,0.194872,0.36618,0.599477,0.617038,0.497893,1.03068,26.2026,4.29069,-0.00892773,11.0973,0.313268
2013,KAI,8.9,35.6,35.6,2012-09-29,0.0304561,0.313461,80.0018,2.55732,18.2668,-3.42552,5.2092,0.0456582,1.64624,100.936,0.675965,0.152915,0.141439,0.0958935,0.592105,0.682749,34.3349,-6.43872,-0.00360082,-28.9729,-0.405111
2013,KFY,18.7,42.0,35.2,2012-10-31,0.00342908,0.83663,0,2.14853,51.1944,-22.4451,2.43147,0.0436097,26.0844,-13.7348,0.623338,0.118755,,0.258199,0.746195,1.28665,27.7109,-12.1493,-0.0297829,0,-0.186679
2013,LNN,63.9,-4.1,22.8,2012-08-31,0.0378761,0.751297,50.0539,5.41469,43.6567,-8.77809,3.71547,0.0291441,3.03037,78.4912,0.43894,0.285521,0.103557,0.366104,0.699993,0.754608,45.8703,-9.22319,0.00549305,-1.73986,-0.309101
2013,MLKN,16.3,12.7,27.2,2012-09-01,0.0577306,1.65263,18.75,2.68271,35.1724,1.91545,1.82828,0.0113964,1.435,18.8024,0.202023,1,0.387528,0.291409,0.264822,0.907811,31.2948,1.70428,-0.0159907,-1.98733,0.844121
2013,MTZ,71.1,27.0,32.6,2012-09-30,0.0538143,0.957057,8.86432,1.84741,19.578,4.39396,1.36833,0.0732265,4.98993,40.4378,0.921328,0.348304,0.322266,0.0838859,0.843855,0.829577,42.64,9.56987,0.0139935,-2.8413,-0.30304
2013,NX,13.3,5.9,26.0,2012-10-31,0.00211814,1.20895,30.6844,2.79278,64.149,-6.82635,1.9628,0.0128461,21.1684,25.7715,0.714034,0.869924,0.620926,0.175707,0.509102,0.939462,33.916,-3.60913,-0.0224393,3.84548,0.318077
2013,PKE,-8.3,15.4,19.3,2012-08-26,0.0117403,0.215888,42.5882,9.07562,79.0287,-24.0741,16.7061,0.00673041,1.21103,79.0945,0.481427,0.00356299,0.662607,0.615012,0.0915075,0.557513,54.7536,-16.6793,-0.0106663,5.47856,-0.585093
2013,PKG,45.7,68.8,39.7,2012-09-30,0.0428662,1.43705,41.841,5.69768,30.5378,5.05663,3.00997,0.0224192,2.55751,75.7093,0.572813,0.0738732,0.499301,0.94841,0.701708,3.08695,39.9362,6.61287,0.0035568,0.582861,1.43705
2013,PRIM,31.3,55.9,37.5,2012-09-30,0.0730884,1.30945,8.94701,1.59467,17.8924,0.131236,1.26871,-0.046434,-1.12779,45.2159,0.54136,0.423879,0.352717,0.591495,0.075859,0.87598,34.8581,0.255673,-0.0210327,-0.0829897,0.53307
2013,PTEN,22.6,7.3,22.0,2012-09-30,0.02162,1.89896,5.82259,4.46701,12.4055,2.22872,1.86793,0.0231487,5.6466,22.8432,0.403614,0.0790405,0.0637563,0.124144,0.480555,6.09532,17.168,3.08432,-0.0155878,0.297645,-8.47905
2013,RGR,34.5,26.3,32.4,2012-09-29,0.140703,2.36186,15.9194,6.75763,25.8115,-2.42857,3.18254,0.0186744,1.40002,14.7778,0.920263,0.689037,0.206055,0.942889,0.579109,1.80073,57.7794,-5.43639,0.0255889,2.33665,0.830482
2013,SSD,-6.7,-1.1,20.3,2012-09-30,0.0278013,0,160.617,6.95397,41.3369,-6.46812,5.5905,0.0240683,3.0682,194.695,0.668597,0,0.118135,0.388258,0.788455,0.447935,53.0491,-8.30078,-0.0045431,-17.6267,0
2013,STN,31.8,48.1,39.0,2012-09-30,0.0455191,0.683402,4.88032,3.87946,30.7503,4.53322,1.65787,0.0460478,2.40326,101.779,0.923038,0.517539,0.0617804,0.36022,0.787025,0.588646,43.1598,6.36263,0.00590788,-4.08208,0.284391
2013,TREX,77.1,45.5,35.1,2012-09-30,-0.109148,0.64427,11.2721,8.12205,-60.5915,0.0526704,1.18611,0.037737,-1.70689,41.0973,0.0979033,0.798615,0,0.593903,0.530276,0.46446,180.55,-0.156946,-0.144875,-47.3601,0.38224
2013,TTEK,20.4,0.5,22.0,2012-09-30,0.0415254,0.693925,0,2.27356,25.5392,-0.339928,1.70568,0.011838,0.976424,65.6607,0.525557,0.369866,0,0.334142,0.446854,0.390672,44.4965,-0.59225,0.000638828,0,0.317278
2013,WCC,14.0,16.5,24.8,2012-09-30,0.0410492,0.727273,45.279,2.17371,31.8754,5.9484,2.09431,0.0229489,1.17367,56.613,0.447997,0.296093,0.1439,0.753488,0.168174,0.902699,44.205,8.24927,0.000173498,0.348201,-0.324675
2013,WFG,66.2,22.7,29.0,2012-09-30,0.0288889,0.888889,60.5323,3.19559,25.2665,1.35192,2.33242,0.0334048,2.11538,45.5506,0.795728,0.402287,0.725389,0.290101,0.467001,1.07425,47.8011,2.55766,0.018679,-4.3456,-0.485505
2013,WGO,99.6,28.9,27.2,2012-08-25,0.0290419,0.631676,53.5904,1.53145,24.8961,-6.26955,3.06578,-0.0395386,-0.284394,51.7285,0.851519,1,0.208305,0.165373,0.424199,0.420693,,,0.0196786,2.57461,0.232138
2013,WLFC,14.2,11.0,26.3,2012-09-30,-0.0100492,1.59842,-407.409,26.5087,92.6248,62.6851,5.54465,-0.0067274,-2.78454,-407.409,0,0.0683456,0.0948487,0.591396,0.86384,2.53357,44.5577,30.1551,-0.0155439,-407.409,-0.194054
2013,WOR,52.1,59.1,35.6,2012-08-31,0.0236541,1.11463,60.3133,1.96465,18.3748,6.02567,2.15465,0.0617372,2.03637,71.6975,0.856079,0.893606,0.311966,0.828202,0.459566,0.547387,28.7233,9.41927,0.0049584,-3.72488,0.611132
2013,WSO,6.2,23.1,29.1,2012-09-30,0.0582334,0.528853,71.4674,2.74795,31.1295,1.73377,3.4764,0.0459595,2.08438,86.2523,0.802784,0.158853,0.104164,0.343905,0.724198,1.02412,70.2333,3.91166,-0.0126284,1.44321,-0.58693
2014,AGI,-25.6,-41.2,9.4,2013-09-30,0.0170162,0.824613,95.7096,24.2787,49.8681,-13.8401,11.7193,0.0063818,2.77835,49.9948,0,0.00200438,0.15373,0.252782,0.581509,1.62124,44.3085,-12.2971,-0.0329299,-38.3157,-0.339685
2014,AMRC,7.9,-21.2,13.9,2013-09-30,0.0158688,0.942704,6.43481,3.73949,47.1958,11.505,2.13137,-0.00266685,0.815771,50.3684,0.389059,0.0505059,0.551213,0.686195,0.248116,2.79472,50.4186,12.2906,-0.00359885,1.49004,-1.86853
2014,AZZ,0.9,12.4,17.4,2013-08-31,0.035187,1.11436,68.2991,7.22039,33.0573,9.90313,2.29262,0.00319253,0.935294,113.42,0.180901,0.69234,0.641304,0.6817,0.0148552,0.90962,52.6622,15.7763,-0.0146542,4.16625,-0.120278
2014,CBRL,37.5,34.2,22.5,2013-11-01,0.0419148,1.07338,35.2326,4.56977,48.859,5.64051,0.898048,-0.0102581,-0.339875,18.5033,0.854658,0.262844,0.328326,1,0.0987486,1.1632,55.6038,6.41916,0.00126597,-1.8618,0.234099
2014,CDE,-39.6,-40.9,9.4,2013-09-30,0.0128632,0.619295,107.718,6.52682,46.5266,3.50724,3.03228,-0.00488637,-0.579358,99.1391,0.355272,0.0270766,0.345796,0.062676,0.708295,0.455371,23.0079,1.73437,0.0158271,-26.3174,0.0521157
2014,CHH,30.4,30.1,21.1,2013-09-30,0.176711,2.28541,0,14.2908,48.6896,10.1367,1.44194,0.0265403,1.74545,2.11876,0.939961,0.252448,0,0.332861,0.654825,2.55301,70.458,14.6686,-0.0598012,0,-0.866967
2014,CLH,-13.3,13.7,19.2,2013-09-30,0.0223915,0.984632,21.5989,5.19031,32.9435,8.07788,1.70533,0.0208526,4.02992,40.9234,0.294881,0.234546,0.360677,0.390939,0.578804,1.14529,61.8862,15.1747,-0.00483661,6.17003,-0.197232
2014,CW,73.3,11.7,18.1,2013-09-30,0.0235438,0.875047,123.212,5.77579,31.0406,7.85194,2.58224,0.0216358,2.02373,178.853,0.489274,0.2854,1,1,0.518489,0.819507,42.9367,10.8611,0.0123671,28.5287,0.165018
2014,DCH,56.7,33.3,26.0,2013-09-30,0.0279573,1.2407,32.5449,3.61899,26.2409,12.8445,1.55049,0.0081769,2.18671,35.2339,0.980052,0.4941,0.80105,0.539935,0.888289,1.42688,48.446,23.7136,0.0130887,-3.07578,-0.0719613
2014,DECK,109.3,-3.8,10.0,2013-09-30,0.0578502,2.80322,182.018,6.29909,43.247,2.86449,1.82055,-0.0812594,-4.78046,175.575,0.424686,0.865534,0.491092,0.232413,0.237075,1.53196,44.6117,2.95488,-0.0227324,-19.5266,0.369601
2014,EBF,6.2,-13.0,18.7,2013-08-31,0.0356539,0.475949,91.7767,3.56423,25.4713,0.914849,4.40164,0.0366741,1.89297,110.553,0.984581,0.0690533,0.000194129,0.00045352,0.596006,0.454151,36.1998,1.30018,0.0084499,-1.54419,0.255308
2014,EFXT,13.9,-7.7,15.2,2013-09-30,0.0187573,0.97029,52.8015,2.88202,36.1126,-0.44116,1.77914,0.030368,3.2961,89.0319,0.228582,0.304666,0.524271,0.703949,0.550714,1.00583,22.7304,-0.27768,-0.0107133,-18.7907,0.23376
2014,ENS,60.3,-7.2,16.5,2013-09-29,0.0386534,0.936679,74.6579,4.90771,37.5627,-1.24655,2.58201,0.0155586,1.37992,99.1495,0.775349,0.114369,0.607695,1,0.250406,1.02874,53.314,-1.76927,-0.00199443,-4.66561,0.095633
2014,EXP,14.0,-2.1,16.4,2013-09-30,0.0347473,0.594495,75.5225,15.8342,56.486,6.27815,2.95705,0.0140749,1.51352,94.4753,1,0.36306,0.0371036,0.162757,0.462431,0.849577,136.093,15.1261,0.00452801,1.29721,0.286039
2014,FCN,-14.7,25.7,20.1,2013-09-30,-0.0180394,0.634412,0,4.93636,-99.9671,-27.7936,2.45586,0.0511405,-1.66802,77.8625,0.146796,0.626806,0,0.16775,0.790743,0.531863,35.9427,9.99305,-0.0415344,0,0.140794
2014,FTK,65.8,-30.3,11.0,2013-09-30,0.0495562,0.215155,104.739,13.6659,70.3517,3.78139,1.88163,0.0070825,1.10136,126.372,0.776416,0.00869138,0.405815,0.593097,0.610737,1.44682,181.329,9.74639,-0.0601944,19.9839,-1.72856
2014,GNTX,69.1,6.8,17.4,2013-09-30,0.0467203,0.945249,57.8487,12.8871,42.0639,0.461671,4.34406,0.0101724,0.925424,80.5794,0.746229,0.137614,0.280573,0.559107,0.424455,1.97763,62.1926,0.682592,-0.00335885,-31.6397,-1.31191
2014,GRC,27.3,1.8,16.2,2013-09-30,0.0420438,0.510065,95.2169,8.04676,52.82,-1.6098,3.17784,0.0177621,2.09237,135.502,0.525356,0.0624089,0.60366,1,0.872867,0.985296,67.9482,-2.07086,0.00400649,-10.249,-0.537272
2014,IOSP,5.5,-1.7,16.5,2013-09-30,0.035839,1.5,111.204,5.91938,48.7716,1.67094,2.36151,-0.0115229,-0.414286,126.132,0.713204,0.775449,0.771985,1,0,1.34436,56.414,1.93277,-3.07904e-05,13.6756,-0.357143
2014,JBTM,49.3,14.7,20.5,2013-09-30,0.0336329,1.06349,72.783,3.42354,43.2106,3.94054,1.46186,0.01638,2.51351,85.1318,0.20718,0.400774,0.429235,0.862387,0.480948,1.06149,38.6555,3.52515,-0.000930821,-11.0526,0.0470986
2014,KAI,35.4,13.8,19.9,2013-09-28,0.0266048,0.685056,89.5271,3.41983,25.4737,-4.78563,8.0428,0.0297831,1.94201,107.507,0.591546,0.439267,0.240113,0.508324,0.43892,0.655652,48.8329,-9.17403,-0.00385137,9.52526,0.371596
2014,KFY,42.4,19.0,18.2,2013-10-31,0.0259575,0.955623,0,3.90916,28.2306,-5.35613,2.06127,0.0222091,1.69103,-11.9793,0.891824,0.152581,,0.805961,0.710914,0.936395,60.2479,-11.4307,0.0225285,0,0.118993
2014,LNN,-3.4,0.0,14.6,2013-08-31,0.0385199,0.92764,56.225,5.56662,43.4294,-7.98733,3.61234,0.0139387,1.59369,94.5331,0.395955,0.47563,0.196746,0.523681,0.55522,0.838207,47.2826,-8.696,0.000643806,6.17115,0.176343
2014,MLKN,12.8,0.1,15.8,2013-08-31,0.0578231,0.585586,23.368,3.49429,32.6483,2.79242,1.43699,0.021193,1.69778,17.2058,0.381039,0.167153,0.809959,0.751847,0.541884,1.02332,51.7456,4.42581,9.25387e-05,4.618,-1.06705
