yr,ticker,mom,ret,qqq,fdate,roce,capexdep,dio,evsales,evebitda,ndebitda,curratio,fcfy,iq,ccc,pos_roce,pos_capexdep,pos_dio,pos_evsales,pos_fcfy,capexdep_ma8,ev_mid_ebitda,nd_mid_ebitda,d_roce,d_dio,d_capexdep
2011,CLH,77.4,38.2,15.3,2010-09-30,0.0591551,1.76136,11.4596,3.65583,18.9654,-0.0108403,2.3691,0.00913336,1.45808,40.8794,1,0.82388,0.0883243,0,0.401374,1.18075,42.6889,-0.0244002,0.0350822,-5.29728,1.07204
2011,CW,20.3,4.3,8.3,2010-09-30,0.0255127,0.825377,87.569,3.97692,27.2391,6.79017,2.35161,0.0134701,1.26353,146.676,0.357815,0.18799,0.809693,0.102091,0.48091,0.984111,29.9823,7.47401,0.00389366,-6.95376,-0.396505
2011,DCH,72.3,-15.0,4.4,2010-09-30,0.0404856,0.747774,22.2903,2.28863,14.846,8.08814,1.1082,0.00527927,0.739018,-5.81864,1,0.248552,0.211741,0.117718,0.881741,0.925725,,,0.0108998,-2.37491,-0.390839
2011,DECK,153.7,-1.5,10.0,2010-09-30,0.116256,0,120.865,6.04379,24.2193,-3.613,4.7956,-0.0382714,-1.57486,122.091,0.59091,0,0.456867,0.151346,0.08881,0.40484,48.6418,-7.2563,-0.00789514,-8.66028,0
2011,EBF,13.0,-22.7,8.5,2010-08-31,-0.388878,4.83645,73110.7,2776.24,17.9633,0.0010983,3.30171,-0.0253509,0.00147217,87161.5,0.113107,0.75235,0.998291,0.854815,0.0543319,2.74137,24.6827,0.00150913,-0.0614375,3769.82,3.02397
2011,ENS,65.3,-9.5,6.1,2010-10-03,0.0340234,1.18742,75.066,2.8899,24.9803,2.94397,2.27361,0.00533337,0.746167,103.385,0.846859,0.607326,0.85347,0.630662,0.183449,1.108,35.4868,4.18219,0.0136302,1.46093,0.339838
2011,EXP,24.3,2.1,6.6,2010-09-30,0.00996717,0.179756,78.1347,10.3432,50.3315,12.0545,2.03063,0.00877261,1.17809,91.1707,0.140326,0.0153052,0.637816,0.0647275,0.381209,0.24038,33.299,7.97522,-0.00303867,3.84496,-0.399316
2011,FCN,-9.8,30.2,13.3,2010-09-30,0.0248656,0.212507,0,5.94237,34.5603,8.05671,1.94605,0.0448272,3.36525,102.632,0.543572,0,0,0,0.740545,0.510164,32.6507,7.61154,-0.00940026,0,-0.250356
2011,FTK,627.6,39.9,12.5,2010-09-30,0.0380178,0.265043,102.299,7.01483,32.7955,14.7346,2.64121,0.0386968,-5.95357,123.02,0.84573,0.0178284,0.381347,0.00336372,1,0.584971,104.042,46.7447,0.056468,-47.8729,0.0650434
2011,GLNG,128.4,76.5,17.2,2010-09-30,0.00992057,0.246538,0,33.6414,104.648,67.5265,0.727405,-0.0221684,-11.3777,-1.65972,0.209949,0.844,0,0.031782,0.737357,1.47321,42.3013,27.2959,0.00834414,0,-1.14085
2011,GNTX,78.4,-10.1,4.9,2010-09-30,0.054688,0.999312,62.2933,11.6977,42.4391,-5.32742,7.29921,0.00549791,0.729134,74.8268,0.910989,0.321993,0.820108,0.443924,0.327587,0.749912,59.1656,-7.42711,0.00917111,20.8571,0.483302
2011,GRC,44.6,22.3,8.1,2010-09-30,0.0431179,0,63.9414,5.65087,35.4152,-3.44127,3.45191,0.0133346,0.993339,104.34,0.615596,0,0.101842,0.419797,0.830405,3.35948,42.6691,-4.14613,0.00588864,-18.4924,-5.18226
2011,IOSP,161.2,12.5,7.7,2010-09-30,0.0498212,0.692308,88.027,1.79167,8.5411,-1.39178,2.2238,0.053234,0.733333,103.724,0.714228,0.134588,0,0.177652,0.317508,0.456554,18.4596,-3.00801,0.0546687,-17.8554,0.396853
2011,JBTM,9.6,-15.8,12.6,2010-09-30,0.05145,1,73.8865,2.71184,25.9785,5.80531,1.41697,-0.012283,0.0531915,98.9423,0.578704,0.751277,0.673199,0.736903,0.135377,0.8623,26.2788,5.87244,0.00735597,-16.7456,0.20339
2011,KFY,19.2,-26.4,7.6,2010-10-31,0.0294346,1.77449,0,3.26123,25.154,-6.0329,1.9233,0.0352355,2.42421,-5.37091,0.841375,0.385361,,0.629266,0.702597,1.41571,39.714,-9.52494,0.0257582,0,0.019596
2011,LNN,91.2,-15.7,13.4,2010-08-31,0.0376085,0.679091,66.2987,4.47053,30.9123,-5.59519,3.10085,0.0156887,1.51787,93.1812,0.435986,0.112558,0.313243,0.191649,0.571882,0.77595,35.2497,-6.38028,0.0234032,-8.37842,-1.04447
2011,MLKN,25.6,-13.2,16.8,2010-08-28,0.0653354,0.585859,23.5589,2.97665,29.7431,4.4252,1.25469,0.00435408,0.621118,25.5471,0.253927,0.252979,0.941258,0.29078,0.19197,0.544892,26.0192,3.87115,0.0345973,3.43883,0.0488215
2011,MRCY,42.9,-16.3,4.6,2010-09-30,0.0268663,1.23169,79.1654,3.72452,25.8253,-10.9034,4.3709,0.0260745,2.57576,99.2632,0.883922,0.867988,0.374968,0.260508,0.579104,0.899548,186.877,-78.8991,-0.00500754,13.3008,0.713328
2011,MTZ,18.7,11.5,14.0,2010-09-30,0.0603432,0.585969,10.7562,1.81142,15.6822,4.92268,1.48845,0.0811517,2.41353,38.055,1,0.146986,0.697433,0,1,0.579403,40.765,12.7962,0.0339379,2.226,0.0759794
2011,NX,21.8,-13.1,10.7,2010-10-31,0.0284851,0.407172,22.3161,2.10108,22.3076,-8.84683,2.94993,0.034416,3.05731,22.494,0.760338,0.382832,0.288548,0.102843,0.748152,0.453546,17.0194,-6.74962,-0.0169697,-5.73205,0.389653
2011,PDS,28.7,8.1,7.7,2010-09-30,0.0144212,0.756575,3.93756,6.73353,22.9636,4.51098,3.36534,0.0163583,1.10637,24.5689,0.161567,0.140106,0.0491939,0.0684809,0.169699,1.42062,25.1722,4.94484,0.0028396,-1.79238,0.289197
2011,PKE,6.4,-10.9,10.4,2010-08-29,0.0326423,0.725684,35.1763,7.33981,36.1094,-9.06905,12.5982,0.018774,1.1266,66.7823,0.903744,0.188201,0.827406,0.422643,0.48966,0.635273,48.4972,-12.1803,0.0139497,3.79461,0.519634
2011,PKG,34.1,-7.1,5.2,2010-09-30,-0.00699672,1.91189,42.8412,4.45974,107.362,19.0207,1.90821,0.0113961,1.09791,57.6368,0,1,0.621047,0.367999,0.518749,0.689034,30.7482,5.44751,-0.0622579,0.438288,1.91189
2011,PTEN,50.6,-24.2,4.9,2010-09-30,0.0195535,2.5536,3.75349,6.96713,19.0809,0.188769,1.44712,-0.0405605,3.70688,-6.88292,0.178791,0.785576,0,0.325129,0,1.56966,17.7641,0.175742,0.0307066,-22.9566,1.06212
2011,SSD,18.1,13.3,7.4,2010-09-30,0.0371297,0.667874,167.977,6.70811,28.4773,-8.46004,7.71386,0.024166,1.99604,199.148,0.637076,0.0850588,0.320966,0.518575,0.789906,1.86549,37.418,-11.1161,0.0101629,17.0697,0.27516
2011,STN,14.9,11.4,11.4,2010-09-30,0.0397366,0.936412,11.9486,3.88393,27.3307,4.77218,1.5302,0.0271617,1.36302,82.7528,0.339655,0.66293,0.382527,0.217844,0.625283,0.620671,42.215,7.3711,-0.00266228,-6.51481,0.699915
2011,TREX,49.8,-11.7,8.5,2010-09-30,-0.0223024,0.400163,100.39,5.44154,6219.68,748.075,2.94186,0.0719529,-2.61556,100.139,0.755417,0.111625,0.206591,0.273997,0.61578,0.337624,,,0.066815,22.3807,0.264743
2011,TTEK,-3.4,-4.6,5.6,2010-09-30,0.0405968,0.610898,0,1.91026,25.3353,-1.97491,1.80801,0.0282921,1.82702,54.8585,0.371507,0.118881,0,0,0.65353,0.680456,41.6023,-3.24294,-0.00851624,0,-0.213822
2011,WCC,91.1,9.2,5.9,2010-09-30,0.0340169,0.683333,46.5705,1.7293,34.0811,7.48209,1.81806,0.00145439,0.198813,55.3156,0.188496,0.305894,0.18989,0.258758,0.0231245,0.624132,27.3229,5.99841,0.00958052,-1.28269,0.0154706
2011,WOR,13.7,-7.1,2.3,2010-08-31,0.0206275,0.400303,62.3857,1.6724,18.7075,6.3562,1.75718,-0.110899,-2.96987,75.6604,0.843688,0.0580194,0.387451,0.497634,0.011521,0.702907,31.0848,10.5616,0.0250972,5.46794,-0.0871778
2011,WSO,8.6,15.5,8.6,2010-09-30,0.064766,0.674465,66.6009,1.99457,24.3729,-1.15881,2.78751,0.0224727,0.916058,69.6666,0.799053,0.124227,0,0.0201307,0.374322,0.653781,51.6259,-2.45455,0.0220526,-5.69638,-0.364564
2012,AGI,24.1,-34.4,3.4,2011-09-30,0.0365214,5.45259,164.183,36.0684,53.3993,-5.05285,9.76092,-0.0144198,1.22363,99.6794,0.448058,0.573143,0.313104,0.560592,0.0684784,3.96994,74.2849,-7.02912,0.0127698,-2.7445,1.65777
2012,AZZ,17.6,76.8,23.2,2011-08-31,0.0366158,1.06351,69.1165,5.84765,27.2757,3.0876,4.07249,0.0192679,1.80129,103.655,0.0938617,0.43213,0.318021,0.898174,0.241351,0.72107,34.9546,3.95684,-0.00720767,1.68013,0.502566
