yr,ticker,sec,mb,cr,r40,mc,mom,ret,qqq
2010,SB,Indu,0.389,0.705,0.854,0.150,14.3,8.2,27.8
2010,SGI,Cons,0.755,0.774,0.879,0.626,222.6,92.0,19.1
2010,SHOO,Cons,0.338,0.125,0.582,0.364,134.5,59.0,38.3
2010,SIG,Cons,0.889,0.741,0.607,0.767,128.4,56.9,25.1
2010,SM,Ener,0.757,0.825,0.243,0.480,122.6,99.4,41.7
2010,SMG,Basi,0.806,0.082,0.087,0.795,19.6,33.1,31.5
2010,SSD,Basi,0.656,0.242,0.156,0.536,21.0,18.6,27.7
2010,STLD,Basi,0.617,0.974,0.325,0.881,55.5,11.3,23.6
2010,STN,Indu,0.908,0.517,0.472,0.507,33.8,15.3,24.4
2010,TCOM,Cons,0.231,0.897,0.985,0.996,101.1,22.9,29.4
2010,TDG,Indu,0.175,0.131,0.814,0.777,30.3,65.4,41.4
2010,TEN,Ener,0.290,0.444,0.467,0.980,-19.5,-39.1,9.5
2010,TFII,Indu,0.124,0.898,0.965,0.373,142.1,58.2,33.5
2010,THO,Cons,0.218,0.857,0.945,0.694,265.7,-10.1,16.6
2010,TK,Ener,0.857,0.783,0.066,0.661,27.6,45.7,28.4
2010,TKR,Indu,0.482,0.664,0.054,0.640,53.0,115.7,50.0
2010,TNK,Indu,0.860,0.508,0.349,0.029,-21.0,3.9,20.2
2010,TPC,Indu,0.106,0.552,0.082,0.464,29.0,10.2,23.3
2010,TREX,Indu,0.507,0.785,0.924,0.013,121.9,33.4,29.8
2010,TRN,Indu,0.281,0.592,0.074,0.435,69.2,80.0,42.9
2010,TSCO,Cons,0.169,0.080,0.486,0.689,48.3,85.4,38.8
2010,TTEK,Indu,0.098,0.610,0.175,0.623,11.8,-2.0,21.2
2010,TTI,Ener,0.862,0.320,0.406,0.367,252.4,25.3,26.7
2010,UAA,Cons,0.460,0.246,0.755,0.562,38.2,105.3,48.0
2010,UFPI,Basi,0.294,0.151,0.108,0.300,60.5,15.2,30.5
2010,ULTA,Cons,0.115,0.109,0.636,0.549,243.0,91.0,32.4
2010,URI,Indu,0.705,0.926,0.096,0.186,98.3,220.7,69.4
2010,VMI,Indu,0.326,0.470,0.191,0.681,84.7,35.6,33.5
2010,WAB,Indu,0.049,0.361,0.274,0.675,33.3,48.8,36.9
2010,WCC,Indu,0.006,0.342,0.132,0.540,54.0,88.3,44.0
2010,WCN,Indu,0.093,0.068,0.769,0.764,15.1,43.1,37.2
2010,WEN,Cons,0.716,0.978,0.255,0.712,1.3,1.3,19.3
2010,WOR,Indu,0.537,0.691,0.061,0.380,36.9,14.7,18.9
2010,WSO,Indu,0.116,0.763,0.910,0.656,67.4,10.9,26.5
2010,WWW,Cons,0.180,0.128,0.278,0.539,38.6,27.2,27.5
2012,AAL,Indu,0.819,0.049,0.122,0.506,-11.4,61.0,9.3
2012,ABG,Cons,0.019,0.440,0.705,0.371,36.5,36.2,9.1
2012,AG,Basi,0.910,0.888,0.956,0.735,26.7,-10.5,2.9
2012,AGI,Basi,0.601,0.971,0.895,0.771,24.1,-34.4,3.4
2012,ALGT,Indu,0.677,0.036,0.608,0.462,20.9,35.9,12.4
2012,ALK,Indu,0.926,0.017,0.459,0.799,18.9,28.3,14.0
2012,ALV,Cons,0.101,0.710,0.429,0.968,-15.5,2.8,7.0
2012,AMRC,Indu,0.105,0.546,0.312,0.246,-3.1,-45.7,3.3
2012,ARLP,Ener,0.282,0.373,0.644,0.823,14.3,-18.6,8.2
2012,AROC,Ener,0.576,0.383,0.378,0.171,-35.1,59.4,6.2
2012,ASR,Indu,0.915,0.662,0.737,0.719,27.8,85.2,9.4
2012,AVAV,Indu,0.708,0.673,0.138,0.214,-5.3,-19.4,4.9
2012,AVNT,Basi,0.201,0.426,0.153,0.549,10.4,55.5,8.6
2012,AZZ,Indu,0.219,0.633,0.604,0.196,17.6,76.8,23.2
2012,BC,Cons,0.523,0.356,0.241,0.700,2.8,56.8,17.1
2012,BCPC,Basi,0.146,0.195,0.451,0.379,-19.4,29.1,6.0
2012,BJRI,Cons,0.885,0.069,0.704,0.617,39.1,-38.4,3.8
2012,BYD,Cons,0.022,0.963,0.414,0.304,-13.1,-25.0,4.2
2012,CAKE,Cons,0.995,0.062,0.504,0.664,4.0,5.5,7.2
2012,CAR,Indu,0.890,0.346,0.591,0.610,-6.8,59.3,11.7
2012,CASY,Cons,0.182,0.278,0.404,0.705,26.1,12.4,7.5
2012,CBRL,Cons,0.364,0.001,0.319,0.551,16.0,15.7,4.7
2012,CBT,Basi,0.613,0.628,0.278,0.773,-9.3,14.7,10.5
2012,CDE,Basi,0.924,0.910,0.773,0.797,-7.0,-35.9,3.3
2012,CHDN,Cons,0.888,0.831,0.103,0.396,30.7,24.7,2.8
2012,CHH,Cons,0.086,0.129,0.613,0.741,-7.2,-0.3,6.4
2012,CLH,Indu,0.309,0.838,0.544,0.905,46.3,-27.6,5.2
2012,CLMT,Basi,0.358,0.564,0.923,0.404,-3.7,58.4,11.6
2012,CMC,Basi,0.206,0.505,0.358,0.665,-14.5,3.7,13.7
2012,CMP,Basi,0.573,0.436,0.233,0.767,-22.8,-0.3,7.9
2012,CMRE,Indu,0.318,0.376,0.863,0.247,-10.7,5.8,9.7
2012,CODI,Indu,0.719,0.446,0.663,0.262,-4.3,9.3,7.4
2012,CPA,Indu,0.762,0.362,0.792,0.842,21.5,59.5,11.8
2012,CPS,Cons,0.190,0.471,0.440,0.331,-4.8,-14.6,2.8
2012,CRI,Cons,0.645,0.501,0.633,0.822,76.2,21.3,3.9
2012,CRK,Ener,0.586,0.777,0.300,0.199,-54.1,14.0,10.1
2012,CROX,Cons,0.582,0.223,0.399,0.672,12.9,-28.0,4.8
2012,CRS,Basi,0.512,0.528,0.535,0.785,30.5,-6.1,9.5
2012,CSL,Basi,0.024,0.335,0.646,0.836,12.8,35.4,12.3
2012,CVCO,Cons,0.700,0.965,0.995,0.049,37.9,-3.9,6.5
2012,CVI,Ener,0.735,0.519,0.135,0.724,56.7,98.8,14.2
2012,CW,Indu,0.077,0.033,0.431,0.663,4.5,-1.2,7.0
2012,CYD,Indu,0.738,0.469,0.260,0.213,-45.8,-5.6,-0.2
2012,DAC,Indu,0.394,0.333,0.913,0.110,-14.3,-3.9,6.2
2012,DCH,Cons,0.109,0.835,0.313,0.415,-12.6,-6.6,7.3
2012,DDS,Cons,0.359,0.023,0.301,0.833,43.0,46.8,7.4
2012,DECK,Cons,0.606,0.395,0.905,0.894,0.5,-55.3,2.3
2012,DHI,Cons,0.183,0.745,0.438,0.976,12.3,48.1,14.9
2012,DMLP,Ener,0.108,0.760,0.974,0.269,-14.3,0.7,4.8
2012,DXPE,Indu,0.004,0.329,0.690,0.164,86.1,51.7,4.9
2012,DY,Indu,0.251,0.340,0.540,0.310,30.7,-3.7,2.3
2012,EBF,Indu,0.440,0.258,0.151,0.063,-24.4,-5.6,4.2
2012,EFXT,Ener,0.360,0.868,0.019,0.422,-8.5,-2.2,5.3
2012,EGY,Ener,0.536,0.762,0.976,0.095,-0.3,16.8,6.1
2012,ENPH,Ener,0.681,0.897,0.986,0.018,17.2,-43.7,1.8
2012,ENS,Indu,0.104,0.192,0.499,0.606,-7.5,29.2,9.6
2012,EPAC,Indu,0.350,0.718,0.569,0.747,12.8,7.1,1.8
2012,EQT,Ener,0.913,0.495,0.903,0.927,3.4,23.3,13.5
2012,ESLT,Indu,0.090,0.372,0.114,0.599,-32.1,21.7,15.1
2012,EXK,Basi,0.882,0.903,0.046,0.326,-1.8,-38.0,1.7
2012,EXP,Basi,0.455,0.296,0.547,0.564,8.1,111.8,19.6
2012,EXPE,Cons,0.785,0.619,0.017,0.983,33.0,90.8,10.2
2012,FCN,Indu,0.283,0.231,0.564,0.683,29.6,-17.4,4.3
2012,FIX,Indu,0.303,0.510,0.183,0.087,-11.9,10.3,4.6
2012,FRO,Indu,0.959,0.646,0.003,0.124,-76.7,-51.7,2.3
2012,FSM,Basi,0.895,0.891,0.790,0.250,8.9,-29.3,1.3
2012,FSS,Indu,0.467,0.397,0.449,0.036,4.1,35.0,4.7
2012,FTK,Ener,0.756,0.892,0.935,0.483,408.8,32.3,9.0
2012,FUL,Basi,0.142,0.114,0.614,0.536,31.0,40.8,15.1
2012,FWRD,Indu,0.962,0.100,0.565,0.455,27.0,1.6,8.8
2012,GBX,Indu,0.415,0.915,0.962,0.373,22.5,-33.3,8.7
2012,GEL,Ener,0.131,0.553,0.686,0.736,8.4,45.8,9.3
2012,GEO,Indu,0.169,0.477,0.472,0.459,-28.0,88.9,10.1
2012,GIII,Cons,0.367,0.349,0.317,0.195,-20.0,38.7,3.1
2012,GLNG,Ener,0.865,0.483,0.892,0.887,70.1,-11.2,5.4
2012,GME,Cons,0.373,0.077,0.231,0.863,6.6,14.2,3.0
2012,GNRC,Indu,0.278,0.723,0.937,0.504,50.9,99.1,13.9
2012,GNTX,Cons,0.065,0.749,0.722,0.921,-19.8,-30.5,6.9
2012,GPK,Cons,0.032,0.014,0.292,0.742,14.6,28.9,6.7
2012,GRC,Indu,0.435,0.455,0.418,0.263,17.9,-9.4,6.5
2012,GT,Cons,0.172,0.137,0.329,0.855,-7.3,5.0,7.4
2012,HBM,Basi,0.836,0.796,0.842,0.696,-35.2,-5.5,5.8
2012,HEI,Indu,0.044,0.051,0.735,0.782,36.9,0.9,7.3
2012,HL,Basi,0.873,0.765,0.258,0.624,-45.7,-11.1,4.7
2012,HLIO,Indu,0.473,0.658,0.638,0.312,18.7,-5.8,3.3
2012,HLX,Ener,0.899,0.874,0.624,0.709,38.1,30.1,9.4
2012,HNI,Cons,0.129,0.204,0.337,0.524,-15.9,13.2,7.4
2012,HTHT,Cons,0.844,0.262,0.833,0.392,-16.9,2.4,7.0
2012,HTLD,Indu,0.564,0.108,0.490,0.528,-7.4,-8.5,10.1
2012,HUBG,Indu,0.013,0.623,0.845,0.526,-7.2,8.3,11.2
2012,HUN,Basi,0.212,0.188,0.363,0.865,-25.2,36.3,8.8
2012,HURN,Indu,0.468,0.399,0.288,0.346,30.7,-3.3,7.0
2012,HWKN,Basi,0.635,0.351,0.597,0.090,-11.7,-4.5,8.5
2012,ICFI,Indu,0.074,0.040,0.412,0.155,16.7,-6.4,3.0
2012,IEP,Ener,0.449,0.753,0.719,0.933,7.2,46.2,8.1
2012,IFF,Basi,0.281,0.118,0.305,0.981,4.4,24.4,8.0
2012,IOSP,Basi,0.223,0.104,0.531,0.272,11.2,35.3,9.6
2012,IT,Indu,0.155,0.041,0.585,0.901,3.1,39.8,10.6
2012,JBTM,Indu,0.179,0.358,0.238,0.135,-14.9,26.8,1.3
2012,JHX,Basi,0.267,0.235,0.373,0.892,32.9,26.1,15.9
2012,KAI,Indu,0.497,0.429,0.755,0.001,19.1,8.1,4.9
2012,KBH,Cons,0.621,0.521,0.299,0.281,-38.1,76.5,15.5
2012,KEX,Indu,0.529,0.844,0.967,0.906,50.8,0.8,8.9
2012,KFRC,Indu,0.091,0.138,0.362,0.132,-30.5,3.6,6.8
2012,KFY,Indu,0.986,0.577,0.268,0.273,-29.7,18.8,8.0
2012,KNX,Indu,0.833,0.099,0.636,0.413,-12.9,-5.1,9.5
2012,KRO,Basi,0.868,0.318,0.796,0.806,-12.4,-26.5,5.8
2012,KWR,Basi,0.308,0.253,0.586,0.140,4.5,47.7,9.9
2012,LAD,Cons,0.068,0.254,0.579,0.232,62.8,86.5,13.5
2012,LCII,Cons,0.338,0.818,0.829,0.245,23.0,34.6,10.2
2012,LHX,Indu,0.295,0.332,0.273,0.982,-15.9,20.1,11.8
2012,LKQ,Cons,0.272,0.212,0.797,0.991,37.0,40.7,7.3
2012,LNG,Ener,0.812,0.800,0.194,0.471,279.7,43.8,5.4
2012,LNN,Indu,0.235,0.529,0.522,0.369,-15.4,37.8,1.5
2012,LPX,Basi,0.718,0.727,0.104,0.477,-25.8,148.1,19.1
2012,LQDT,Cons,0.759,0.341,0.814,0.491,118.5,13.8,10.2
2012,LXU,Basi,0.694,0.591,0.777,0.229,13.0,6.6,4.0
2012,LZB,Cons,0.277,0.127,0.346,0.300,74.2,6.9,6.5
2012,MAN,Indu,0.008,0.159,0.259,0.912,-29.9,5.9,9.7
2012,MATV,Basi,0.644,0.297,0.762,0.450,11.6,21.1,11.6
2012,MATX,Indu,0.631,0.449,0.219,0.449,15.7,4.6,6.5
2012,MELI,Cons,0.237,0.336,0.917,0.955,44.7,-12.3,4.4
2012,MEOH,Basi,0.676,0.650,0.709,0.796,-7.8,26.4,12.7
2012,MGRC,Indu,0.577,0.368,0.668,0.317,26.0,-7.9,3.8
2012,MIDD,Indu,0.023,0.437,0.694,0.567,6.3,54.2,3.0
2012,MLI,Indu,0.210,0.573,0.156,0.408,45.7,8.9,7.1
2012,MLKN,Cons,0.051,0.432,0.199,0.527,-13.1,15.8,1.9
2012,MLM,Basi,0.826,0.374,0.079,0.928,-4.9,13.7,9.8
2012,MMYT,Cons,0.715,0.474,0.822,0.387,-13.2,-37.5,4.0
2012,MOD,Indu,0.141,0.921,0.263,0.129,-40.7,-15.2,6.1
2012,MOV,Cons,0.872,0.403,0.573,0.222,45.3,51.9,2.3
2012,MRCY,Indu,0.424,0.574,0.764,0.114,-16.0,-47.5,5.9
2012,MTH,Cons,0.292,0.588,0.321,0.323,4.0,78.4,17.3
2012,MTRN,Basi,0.353,0.837,0.128,0.241,-25.5,-10.3,4.3
2012,MTX,Basi,0.027,0.294,0.338,0.495,1.9,28.0,11.1
2012,MTZ,Indu,0.354,0.517,0.186,0.571,10.1,71.7,7.2
2012,MWA,Indu,0.741,0.181,0.253,0.088,-37.9,115.3,19.3
2012,MYE,Cons,0.496,0.101,0.276,0.153,44.3,0.2,6.1
2012,MYRG,Indu,0.313,0.687,0.835,0.074,-14.9,22.7,8.3
2012,NAT,Indu,0.909,0.853,0.721,0.287,-42.1,-38.9,1.1
2012,NMM,Indu,0.135,0.503,0.860,0.382,-16.9,-9.4,9.9
2012,NOG,Ener,0.936,0.958,0.960,0.591,-26.1,-41.1,2.5
2012,NPK,Indu,0.365,0.300,0.188,0.178,-36.5,-0.4,2.7
2012,NPO,Indu,0.436,0.668,0.783,0.296,-11.5,19.8,7.7
2012,NX,Basi,0.438,0.706,0.126,0.221,-12.0,23.9,7.8
2012,OIS,Ener,0.331,0.645,0.844,0.800,12.2,-6.4,5.7
2012,OLN,Basi,0.538,0.413,0.517,0.662,13.8,5.0,10.3
2012,OMAB,Indu,0.954,0.659,0.419,0.436,11.7,72.8,10.2
2012,OSK,Indu,0.649,0.922,0.360,0.750,-35.1,42.4,13.1
2012,OXM,Cons,0.617,0.569,0.656,0.344,98.4,5.5,0.4
2012,PAAS,Basi,0.863,0.663,0.817,0.809,-29.2,-39.8,3.1
2012,PBA,Ener,0.763,0.862,0.901,0.994,32.5,-1.4,1.6
2012,PDS,Ener,0.668,0.692,0.742,0.867,8.8,-21.3,5.9
2012,PENN,Cons,0.071,0.168,0.533,0.428,6.9,19.3,10.3
2012,PHM,Cons,0.490,0.864,0.279,0.832,2.8,171.6,23.5
2012,PII,Cons,0.200,0.312,0.718,0.972,72.2,40.7,14.1
2012,PKE,Indu,0.540,0.700,0.115,0.176,-19.5,-4.3,7.7
2012,PKG,Cons,0.519,0.121,0.365,0.791,-7.8,50.2,16.3
2012,PNR,Indu,0.021,0.026,0.181,0.777,-1.2,43.5,14.1
2012,POOL,Indu,0.053,0.136,0.247,0.658,41.9,23.6,7.9
2012,POWL,Indu,0.733,0.576,0.550,0.117,-1.2,19.3,7.8
2012,PRIM,Indu,0.132,0.938,0.442,0.313,74.9,25.3,6.6
2012,PTEN,Ener,0.381,0.944,0.874,0.827,-25.7,11.4,10.0
2012,PWR,Indu,0.533,0.562,0.769,0.971,-6.0,32.3,7.6
2012,QUAD,Indu,0.323,0.969,0.119,0.271,-64.1,47.7,6.5
2012,RBA,Indu,0.204,0.427,0.869,0.790,-7.5,-11.1,2.2
2012,RBC,Indu,0.232,0.344,0.695,0.613,-3.7,13.8,8.1
2012,RES,Ener,0.450,0.806,0.918,0.754,-6.1,28.0,12.9
2012,RGR,Indu,0.299,0.649,0.868,0.305,174.3,33.6,6.5
2012,RHI,Indu,0.178,0.359,0.486,0.947,-11.7,13.8,11.7
2012,RRX,Indu,0.153,0.165,0.724,0.792,-9.0,21.4,10.2
2012,RS,Basi,0.192,0.415,0.662,0.945,-4.1,22.0,6.5
2012,RUSHA,Cons,0.347,0.754,0.914,0.209,11.8,2.9,7.3
2012,SAH,Cons,0.073,0.279,0.367,0.409,18.5,35.3,7.0
2012,SB,Indu,0.285,0.481,0.877,0.168,-15.5,-50.0,3.7
2012,SHOO,Cons,0.608,0.618,0.949,0.671,46.8,6.4,4.3
2012,SIG,Cons,0.656,0.035,0.527,0.953,9.1,28.6,3.4
2012,SMG,Basi,0.900,0.410,0.024,0.862,3.1,-17.1,6.6
2012,SMP,Cons,0.203,0.208,0.222,0.128,63.3,22.0,6.9
2012,SSD,Basi,0.486,0.292,0.342,0.635,15.3,-6.2,8.4
2012,SSRM,Basi,0.906,0.996,0.008,0.521,-45.0,-31.3,2.2
2012,STLD,Basi,0.444,0.792,0.549,0.874,-14.5,-1.4,10.8
2012,STN,Indu,0.710,0.571,0.059,0.563,6.1,30.8,6.7
2012,SUZ,Basi,0.823,0.491,0.131,0.644,-62.8,9.6,7.6
2012,SXC,Basi,0.679,0.459,0.700,0.432,-15.6,17.3,9.3
2012,SXI,Indu,0.117,0.169,0.274,0.173,28.0,33.6,7.6
2012,TCOM,Cons,0.056,0.867,0.982,0.888,-44.7,-6.9,7.2
2012,TEN,Ener,0.188,0.274,0.423,0.755,-26.5,-43.2,0.4
2012,TEX,Indu,0.262,0.821,0.800,0.795,-34.7,48.4,10.9
2012,THO,Cons,0.319,0.579,0.403,0.655,-0.5,19.9,6.6
2012,TK,Ener,0.799,0.173,0.496,0.701,-20.3,25.8,6.5
2012,TKR,Indu,0.121,0.468,0.632,0.872,-3.0,8.0,11.8
2012,TNK,Indu,0.651,0.751,0.245,0.065,-46.4,-54.5,0.7
2012,TOL,Cons,0.429,0.321,0.106,0.910,6.0,64.2,11.8
2012,TPC,Indu,0.126,0.847,0.891,0.291,-32.5,16.2,3.9
2012,TRGP,Ener,0.162,0.485,0.638,0.694,26.8,37.0,8.5
2012,TRN,Indu,0.413,0.804,0.840,0.687,6.6,27.7,10.2
2012,TSLA,Cons,0.867,0.917,0.005,0.882,47.4,17.0,9.4
2012,TTEK,Indu,0.076,0.379,0.401,0.601,-1.9,23.4,11.3
2012,TX,Basi,0.569,0.532,0.556,0.964,-36.8,1.5,7.3
2012,UAA,Cons,0.406,0.306,0.787,0.922,22.8,31.1,13.3
2012,UAN,Basi,0.937,0.851,0.990,0.726,60.8,-11.2,4.3
2012,UFPI,Basi,0.095,0.371,0.306,0.236,-16.2,26.6,9.3
2012,URBN,Cons,0.653,0.164,0.428,0.958,-22.3,40.0,7.6
2012,URI,Indu,0.751,0.787,0.746,0.803,26.3,40.7,14.1
2012,USLM,Basi,0.378,0.401,0.674,0.051,55.4,-23.4,2.6
2012,VET,Ener,0.815,0.337,0.896,0.990,-6.8,6.3,5.0
2012,VMI,Indu,0.150,0.699,0.692,0.831,12.8,35.4,9.6
2012,WAB,Indu,0.088,0.435,0.806,0.878,28.3,34.5,8.2
2012,WCC,Indu,0.015,0.256,0.537,0.871,16.0,12.9,11.5
2012,WCN,Indu,0.038,0.083,0.649,0.913,11.5,9.7,9.4
2012,WEN,Cons,0.196,0.512,0.067,0.706,8.9,9.3,3.8
2012,WFG,Basi,0.801,0.535,0.077,0.738,-5.5,65.2,10.6
2012,WGO,Cons,0.315,0.914,0.503,0.000,-22.8,111.5,6.5
2012,WLK,Basi,0.699,0.538,0.347,0.903,20.1,67.2,10.2
2012,WOR,Indu,0.437,0.612,0.176,0.294,-7.3,52.3,21.7
2012,WSO,Indu,0.046,0.841,0.210,0.769,16.9,4.1,8.0
2012,WWW,Cons,0.304,0.194,0.246,0.678,11.0,11.5,12.0
2012,XYL,Indu,0.033,0.550,0.405,1.000,10.7,3.8,3.9
2012,ZWS,Indu,0.069,0.045,0.617,0.419,7.4,-16.9,11.1
2014,AAON,Indu,0.586,0.382,0.317,0.403,57.1,29.2,23.3
2014,ABG,Cons,0.014,0.075,0.470,0.561,37.1,60.5,28.1
2014,AER,Indu,0.955,0.741,0.955,0.969,158.5,12.0,19.0
2014,AG,Basi,0.901,0.738,0.020,0.506,-33.9,-50.4,8.3
2014,AGI,Basi,0.872,0.865,0.047,0.494,-25.6,-41.2,9.4
2014,AGX,Indu,0.827,0.997,0.627,0.082,77.5,33.9,26.2
2014,ALGT,Indu,0.860,0.177,0.485,0.648,35.1,83.2,29.8
2014,AMRC,Indu,0.320,0.572,0.384,0.065,7.9,-21.2,13.9
2014,ARCO,Cons,0.398,0.078,0.355,0.677,-24.3,-55.8,6.8
2014,ARLP,Ener,0.278,0.292,0.544,0.815,25.3,0.5,15.5
2014,AROC,Ener,0.755,0.596,0.280,0.578,55.8,-15.8,14.0
2014,ASR,Indu,0.720,0.345,0.872,0.849,-13.5,22.1,20.3
2014,ATRO,Indu,0.252,0.585,0.889,0.278,200.0,42.1,23.3
2014,AVAV,Indu,0.721,0.811,0.860,0.264,46.3,-11.4,15.0
2014,AVNT,Basi,0.477,0.591,0.737,0.852,47.5,7.7,18.9
2014,AXON,Indu,0.405,0.509,0.832,0.411,174.3,42.9,23.9
2014,AZZ,Indu,0.283,0.443,0.769,0.414,0.9,12.4,17.4
2014,BBSI,Indu,0.712,0.175,0.650,0.180,90.4,-61.5,6.5
2014,BC,Cons,0.269,0.070,0.315,0.926,20.7,21.3,17.3
2014,BCC,Basi,0.110,0.189,0.448,0.457,-6.0,42.4,22.9
2014,BCPC,Basi,0.184,0.194,0.512,0.583,33.5,17.0,19.5
2014,BJRI,Cons,0.877,0.099,0.251,0.317,-12.4,57.3,25.6
2014,BTE,Ener,0.794,0.769,0.624,0.983,-13.2,-60.9,6.9
2014,BURL,Cons,0.401,0.096,0.361,0.711,19.9,91.3,29.4
2014,BVN,Basi,0.905,0.482,0.067,0.844,-50.8,-13.7,14.7
2014,BYD,Cons,0.255,0.841,0.394,0.496,57.1,20.4,15.8
2014,BZH,Cons,0.615,0.595,0.524,0.159,20.8,-21.5,11.9
2014,CAKE,Cons,0.936,0.034,0.339,0.743,36.9,19.4,17.7
2014,CAR,Indu,0.349,0.525,0.363,0.949,73.5,57.5,25.6
2014,CASY,Cons,0.060,0.121,0.302,0.777,18.2,28.9,20.2
2014,CBRL,Cons,0.892,0.155,0.272,0.738,37.5,34.2,22.5
2014,CBT,Basi,0.222,0.341,0.472,0.830,10.1,-12.9,14.2
2014,CDE,Basi,0.821,0.532,0.292,0.467,-39.6,-40.9,9.4
2014,CHDN,Cons,0.852,0.088,0.157,0.602,43.9,9.3,18.5
2014,CHH,Cons,0.114,0.052,0.586,0.800,30.4,30.1,21.1
2014,CLF,Basi,0.683,0.405,0.162,0.863,-40.2,-70.7,3.3
2014,CLH,Indu,0.287,0.898,0.879,0.797,-13.3,13.7,19.2
2014,CLMT,Basi,0.457,0.799,0.206,0.663,-22.8,0.6,17.8
2014,CMC,Basi,0.105,0.350,0.137,0.737,24.8,-22.7,10.9
2014,CMCO,Indu,0.285,0.323,0.189,0.146,49.1,-1.8,12.1
2014,CMP,Basi,0.486,0.703,0.882,0.804,18.6,5.4,15.7
2014,CMRE,Indu,0.812,0.453,0.855,0.393,16.8,-1.4,16.3
2014,CODI,Indu,0.047,0.827,0.267,0.342,16.8,-9.9,15.1
2014,CPAC,Basi,0.426,0.593,0.562,0.444,-30.0,-11.3,14.2
2014,CPS,Cons,0.119,0.281,0.413,0.376,52.3,-2.1,16.3
2014,CRI,Cons,0.464,0.130,0.506,0.927,32.8,12.6,18.8
2014,CROX,Cons,0.661,0.267,0.081,0.534,8.2,-32.7,11.4
2014,CRS,Basi,0.147,0.616,0.205,0.840,12.9,-33.0,9.9
2014,CSL,Basi,0.922,0.499,0.589,1.000,12.8,19.1,19.8
2014,CVCO,Cons,0.109,0.925,0.589,0.236,43.6,-1.2,14.1
2014,CW,Indu,0.489,0.436,0.611,0.825,73.3,11.7,18.1
2014,CYD,Indu,0.206,0.608,0.575,0.286,44.5,-1.9,17.6
2014,DAC,Indu,0.881,0.583,0.662,0.240,50.4,-8.2,13.6
2014,DCH,Cons,0.458,0.236,0.500,0.553,56.7,33.3,26.0
2014,DDS,Cons,0.469,0.073,0.235,0.900,8.7,46.8,24.4
2014,DECK,Cons,0.577,0.414,0.784,0.817,109.3,-3.8,10.0
2014,DMLP,Ener,0.982,0.765,0.830,0.287,6.8,-0.9,15.8
2014,DXPE,Indu,0.071,0.504,0.419,0.549,73.7,-54.6,7.8
2014,DY,Indu,0.299,0.719,0.236,0.345,22.3,44.4,24.2
2014,EBF,Indu,0.472,0.092,0.146,0.095,6.2,-13.0,18.7
2014,EFXT,Ener,0.294,0.722,0.072,0.435,13.9,-7.7,15.2
2014,EGY,Ener,0.921,0.660,0.907,0.035,-33.4,-24.3,11.6
2014,ENPH,Ener,0.539,0.915,0.382,0.015,50.1,99.9,31.2
2014,ENS,Indu,0.092,0.210,0.556,0.860,60.3,-7.2,16.5
2014,EPAC,Indu,0.058,0.393,0.170,0.757,7.4,-27.2,11.5
2014,ESLT,Indu,0.020,0.487,0.199,0.765,53.0,8.7,16.1
2014,EXK,Basi,0.915,0.980,0.002,0.138,-21.2,-58.0,6.9
2014,EXP,Basi,0.674,0.459,0.857,0.908,14.0,-2.1,16.4
2014,FANG,Ener,0.965,0.968,0.991,0.805,173.2,20.4,19.5
2014,FCN,Indu,0.162,0.141,0.248,0.449,-14.7,25.7,20.1
2014,FET,Ener,0.265,0.792,0.668,0.741,-2.0,-35.1,11.6
2014,FIVE,Cons,0.621,0.344,0.736,0.684,-3.0,-14.0,15.5
2014,FIX,Indu,0.397,0.251,0.257,0.215,35.7,-1.0,16.4
2014,FOXF,Cons,0.228,0.838,0.180,0.206,-10.5,-10.5,15.0
2014,FSM,Basi,0.849,0.879,0.064,0.136,-6.2,-6.4,14.0
2014,FSS,Indu,0.315,0.508,0.323,0.348,91.8,15.1,18.4
2014,FTK,Ener,0.327,0.650,0.801,0.507,65.8,-30.3,11.0
2014,FUL,Basi,0.237,0.535,0.379,0.776,43.4,-21.2,10.2
2014,FUN,Cons,0.944,0.652,0.318,0.809,38.8,1.3,16.2
2014,FWRD,Indu,0.887,0.188,0.613,0.509,15.1,18.3,17.3
2014,GBX,Indu,0.036,0.798,0.570,0.448,87.3,48.3,18.9
2014,GEO,Indu,0.390,0.173,0.377,0.724,-3.0,33.9,21.8
2014,GHM,Indu,0.624,0.753,0.161,0.047,52.0,-35.2,9.9
2014,GIII,Cons,0.438,0.285,0.632,0.567,82.5,57.2,28.7
2014,GME,Cons,0.513,0.429,0.371,0.953,33.5,6.7,18.8
2014,GNRC,Indu,0.083,0.873,0.677,0.921,80.9,-15.9,11.9
2014,GNTX,Cons,0.413,0.444,0.841,0.982,69.1,6.8,17.4
2014,GPK,Cons,0.064,0.008,0.276,0.836,33.4,54.0,25.6
2014,GPRK,Ener,0.800,0.847,0.821,0.115,-34.0,-42.6,10.2
2014,GRC,Indu,0.264,0.432,0.352,0.290,27.3,1.8,16.2
2014,HBM,Basi,0.801,0.526,0.030,0.542,-15.1,2.8,16.8
2014,HEI,Indu,0.200,0.226,0.747,0.918,58.1,7.0,18.0
2014,HL,Basi,0.937,0.840,0.740,0.456,-29.9,-7.3,15.1
2014,HLIO,Indu,0.251,0.300,0.720,0.437,44.9,-4.8,16.5
2014,HLX,Ener,0.684,0.804,0.424,0.728,-6.2,-14.3,13.9
